detid,flow
E0,0
E10,0
E11,0
E12,0
E13,0
E14,0
E15,0
E16,0
E17,0
E17.200,0
E17.400,0
E17.600,0
E18,0
E18.118,0
E19,0
E2,0
E20,0
E20.444,0
E7,0
E8,0
E9,0
