id,origin,destination,start_time,income,kind
256,0,0,56,5849.7981009167725,Human
257,0,0,28,5862.871835726062,Human
258,0,0,51,5913.041300376779,Human
259,0,0,21,5960.007005011629,Human
260,0,0,43,6130.868263041086,Human
261,0,0,30,6254.49597505133,Human
262,0,0,34,6427.339783247283,Human
263,0,0,75,6709.13861087917,Human
264,0,0,15,6918.069898529506,Human
265,0,0,38,6947.27484286379,Human
266,0,0,62,6995.337061486569,Human
267,0,0,43,7081.334819999852,Human
268,0,0,40,7177.938863287724,Human
269,0,0,21,7572.106998522375,Human
270,0,0,45,7592.14370769901,Human
271,0,0,69,7658.5640246764915,Human
272,0,0,40,7912.643587116454,Human
273,0,0,62,7958.958807233507,Human
274,0,0,16,8028.27043643778,Human
275,0,0,67,8029.700924090037,Human
276,0,0,56,8326.33528790118,Human
277,0,0,29,8348.421721831439,Human
278,0,0,50,8436.938288223368,Human
279,0,0,21,8795.495569618428,Human
280,0,0,40,8981.750106371177,Human
281,0,0,51,8987.033628468456,Human
282,0,0,56,9030.678864893336,Human
283,0,0,25,9095.945853089892,Human
284,0,0,65,9667.367812467324,Human
285,0,0,73,9884.322174397852,Human
286,0,0,34,10721.15711953896,Human
287,0,0,37,11049.706566164488,Human
288,0,0,32,11515.391842589095,Human
289,0,0,55,11940.25564443948,Human
290,0,0,40,12726.503958899895,Human
291,0,0,61,13351.937436366714,Human
292,0,0,39,13430.196447392702,Human
293,0,0,33,13460.811009378149,Human
294,0,0,62,14297.77376075636,Human
295,0,0,58,15725.918848752755,Human
296,0,0,73,17322.90883950548,Human
297,0,0,21,17693.100214811147,Human
298,0,0,54,19040.472291926453,Human
299,0,0,19,20793.30768626012,Human
