travel_time,id,kind,action,origin,destination,start_time,income,urgency,reward,cost_table
24.783333333333335,47,AV,2,0,0,53,803.0093289227823,9,-18.65741987669027,"0,0,0"
13.083333333333334,151,AV,2,0,0,32,431.5545596554155,4,-2.3525717314548693,"0,0,0"
20.483333333333334,114,AV,0,0,0,51,3945.348275410578,1,-8.518112900138195,"0,0,0"
28.933333333333334,210,AV,0,0,0,65,146.50232543619936,3,-1.424625192485636,"0,0,0"
31.316666666666666,126,AV,1,0,0,74,1770.5778625761595,10,-57.7589549267466,"0,0,0"
10.166666666666666,160,AV,0,0,0,33,122.3951650093391,1,-0.2296198796105848,"0,0,0"
30.516666666666666,193,AV,0,0,0,74,604.6936383004129,5,-9.711059476806042,"0,0,0"
12.0,249,AV,2,0,0,30,397.9556521399297,10,-4.974445651749122,"0,0,0"
21.683333333333334,291,AV,0,0,0,52,316.7820495087218,9,-6.539585100169484,"0,0,0"
24.0,279,AV,1,0,0,54,1034.2754485085857,9,-23.27119759144318,"0,0,0"
22.633333333333333,181,AV,0,0,0,53,304.45215475794447,5,-3.6889411993167416,"0,0,0"
23.983333333333334,225,AV,0,0,0,53,2108.112350525404,4,-21.166483836153173,"0,0,0"
7.083333333333333,293,AV,0,0,0,7,1308.8239993104885,1,-1.0657121522690236,"0,0,0"
10.283333333333333,174,AV,2,0,0,28,63.21977046916082,1,-0.06771978885325039,"0,0,0"
11.7,187,AV,2,0,0,29,216.68994521979357,2,-0.5281817414732468,"0,0,0"
9.95,243,AV,1,0,0,25,787.1715220388722,2,-1.6317409675597456,"0,0,0"
10.666666666666666,141,AV,0,0,0,33,448.5456012777513,8,-4.0870720113577885,"0,0,0"
34.7,162,AV,2,0,0,85,530.5096238130133,5,-9.58785622203727,"0,0,0"
8.433333333333334,131,AV,0,0,0,27,463.5609856948989,3,-1.321676347716765,"0,0,0"
12.516666666666667,120,AV,2,0,0,32,968.3977162602168,3,-3.787847317246994,"0,0,0"
22.216666666666665,62,AV,0,0,0,52,544.0547443550604,1,-1.3590711358078047,"0,0,0"
19.35,100,AV,2,0,0,43,833.028471638836,6,-10.074438078882173,"0,0,0"
16.6,172,AV,2,0,0,42,2533.176014567522,2,-8.760567050379347,"0,0,0"
