travel_time,id,kind,action,origin,destination,start_time,income,urgency,reward,cost_table
22.716666666666665,47,AV,0,0,0,53,803.0093289227823,10,-19.101765891002643,"0,0,0"
11.0,151,AV,0,0,0,32,431.5545596554155,1,-0.5944895996051636,"0,0,0"
22.166666666666668,114,AV,2,0,0,51,3945.348275410578,1,-9.109918760930675,"0,0,0"
29.1,210,AV,0,0,0,65,146.50232543619936,10,-4.540851739784793,"0,0,0"
32.78333333333333,126,AV,2,0,0,74,1770.5778625761595,9,-54.41760399511415,"0,0,0"
10.783333333333333,160,AV,1,0,0,33,122.3951650093391,1,-0.13748206902958748,"0,0,0"
31.083333333333332,193,AV,1,0,0,74,604.6936383004129,2,-3.9158112341328817,"0,0,0"
9.65,249,AV,0,0,0,30,397.9556521399297,1,-0.5000283378281585,"0,0,0"
21.616666666666667,291,AV,0,0,0,52,316.7820495087218,7,-5.093167061614036,"0,0,0"
25.2,279,AV,2,0,0,54,1034.2754485085857,2,-5.4299461046700745,"0,0,0"
24.166666666666668,181,AV,2,0,0,53,304.45215475794447,3,-2.2992480437448934,"0,0,0"
23.9,225,AV,0,0,0,53,2108.112350525404,5,-26.34160686331102,"0,0,0"
9.116666666666667,293,AV,2,0,0,7,1308.8239993104885,1,-1.2429283465674257,"0,0,0"
8.766666666666667,174,AV,1,0,0,28,63.21977046916082,1,-0.05773194317149062,"0,0,0"
11.766666666666667,187,AV,2,0,0,29,216.68994521979357,9,-2.390360958205848,"0,0,0"
9.016666666666667,243,AV,0,0,0,25,787.1715220388722,6,-4.536039514823228,"0,0,0"
12.633333333333333,141,AV,2,0,0,33,448.5456012777513,1,-0.5902735516814852,"0,0,0"
32.483333333333334,162,AV,0,0,0,85,530.5096238130133,4,-7.280300394524742,"0,0,0"
8.533333333333333,131,AV,0,0,0,27,463.5609856948989,2,-0.9241084190131535,"0,0,0"
12.4,120,AV,2,0,0,32,968.3977162602168,5,-6.254235250847234,"0,0,0"
23.1,62,AV,1,0,0,52,544.0547443550604,3,-3.9273951858130918,"0,0,0"
19.383333333333333,100,AV,2,0,0,43,833.028471638836,2,-3.363930946235994,"0,0,0"
15.2,172,AV,1,0,0,42,2533.176014567522,3,-12.032586069195727,"0,0,0"
28.666666666666668,63,AV,2,0,0,59,363.9754018210222,2,-2.1737419830977713,"0,0,0"
8.816666666666666,298,AV,2,0,0,20,461.2287786839295,2,-0.8471875830687454,"0,0,0"
11.533333333333333,97,AV,0,0,0,33,2225.755620366848,2,-5.447996143381453,"0,0,0"
27.783333333333335,103,AV,0,0,0,62,494.8414322817401,4,-5.8284768584282,"0,0,0"
20.95,117,AV,2,0,0,50,1984.2288670579555,2,-8.660332242680035,"0,0,0"
25.583333333333332,271,AV,2,0,0,55,42.445954508197325,5,-0.5655776056430806,"0,0,0"
21.35,154,AV,2,0,0,49,3839.265238466288,1,-8.538365920964088,"0,0,0"
18.033333333333335,297,AV,2,0,0,43,294.53721614559083,10,-5.53279978940155,"0,0,0"
15.516666666666667,158,AV,2,0,0,41,768.8548914264984,1,-1.2427151109688717,"0,0,0"
9.066666666666666,52,AV,2,0,0,25,218.4509775743674,1,-0.20631481215356923,"0,0,0"
11.316666666666666,106,AV,1,0,0,34,745.476369685405,2,-1.757564079918021,"0,0,0"
14.3,170,AV,0,0,0,39,30.054552993917728,3,-0.23430628369156986,"0,0,0"
14.216666666666667,128,AV,1,0,0,39,572.4202749773186,4,-3.390795101080922,"0,0,0"
9.266666666666667,211,AV,2,0,0,27,130.78465666521578,2,-0.2524870455064583,"0,0,0"
