travel_time,id,kind,action,bid_route_0,bid_route_1,bid_route_2,karma_balance,origin,destination,start_time,income,urgency,reward
24.616666666666667,122,AV,1,1,6,0,2,0,0,45,3942.222625638348,0.2,-4.923333333333334
53.36666666666667,247,AV,1,1,9,2,0,0,0,78,2612.3907844155665,0.6,-32.019999999999996
12.733333333333333,58,AV,1,1,6,0,4,0,0,20,19040.472291926453,0.1,-1.2733333333333334
37.733333333333334,260,AV,2,4,3,0,6,0,0,56,679.8949342204361,0.7,-26.413333333333334
37.266666666666666,160,AV,1,1,6,0,2,0,0,56,10213.823531357188,0.1,-3.7266666666666666
38.21666666666667,264,AV,1,1,6,0,2,0,0,58,4639.089550420253,0.1,-3.821666666666667
25.966666666666665,186,AV,1,0,5,4,1,0,0,46,10838.007207066395,0.6,-15.579999999999998
21.066666666666666,142,AV,1,4,5,0,4,0,0,41,4934.883137056144,0.5,-10.533333333333333
18.6,141,AV,1,1,6,0,4,0,0,37,3119.7161673652217,0.3,-5.58
25.1,298,AV,1,1,6,0,0,0,0,46,2761.3662775036096,0.4,-10.040000000000001
30.316666666666666,98,AV,1,1,6,0,2,0,0,49,2675.3892374750885,0.1,-3.0316666666666667
24.633333333333333,147,AV,1,0,5,4,7,0,0,44,2030.86588445069,0.8,-19.706666666666667
48.31666666666667,125,AV,1,1,6,0,0,0,0,68,863.3540159882258,0.9,-43.48500000000001
26.05,99,AV,1,1,5,1,2,0,0,46,777.0630287344238,0.2,-5.210000000000001
44.416666666666664,132,AV,1,1,6,0,3,0,0,63,5721.231751015957,0.4,-17.766666666666666
25.083333333333332,271,AV,1,2,5,4,0,0,0,42,3169.820795106812,0.1,-2.5083333333333333
28.716666666666665,103,AV,1,2,6,6,2,0,0,48,1386.7650627050614,0.6,-17.229999999999997
17.75,20,AV,1,1,5,1,1,0,0,35,3480.90175047103,0.4,-7.1000000000000005
18.483333333333334,32,AV,1,1,6,0,3,0,0,37,2458.2611968747465,0.5,-9.241666666666667
25.066666666666666,4,AV,1,1,6,0,0,0,0,45,7612.519032757181,0.2,-5.013333333333334
48.2,151,AV,1,4,5,0,1,0,0,68,2015.5588757501516,0.1,-4.82
27.6,144,AV,2,0,4,3,6,0,0,40,4015.909421979459,0.2,-5.5200000000000005
25.45,234,AV,1,2,5,4,10,0,0,45,7177.938863287724,0.7,-17.814999999999998
23.566666666666666,14,AV,1,0,5,4,2,0,0,43,2398.572127464108,0.2,-4.713333333333334
36.81666666666667,22,AV,1,1,7,4,3,0,0,56,1373.5659577718477,0.2,-7.363333333333334
42.71666666666667,57,AV,1,0,5,4,2,0,0,60,3398.605365942332,0.1,-4.271666666666667
32.78333333333333,124,AV,1,2,5,4,3,0,0,53,2044.1603053436156,0.1,-3.2783333333333333
38.61666666666667,162,AV,1,0,5,4,1,0,0,59,4227.85786318916,0.1,-3.861666666666667
48.583333333333336,42,AV,1,1,6,0,0,0,0,68,3773.073658575576,0.9,-43.725
50.733333333333334,50,AV,1,1,6,0,1,0,0,73,4572.8741748457805,0.1,-5.073333333333334
12.283333333333333,91,AV,1,2,5,4,14,0,0,20,2744.255474143275,0.5,-6.141666666666667
47.15,137,AV,1,1,6,0,0,0,0,63,4196.147454418583,0.1,-4.715
47.4,217,AV,1,1,9,2,7,0,0,66,1446.9812594843625,0.2,-9.48
26.033333333333335,279,AV,1,1,9,2,1,0,0,46,477.1303205766694,0.1,-2.6033333333333335
31.116666666666667,277,AV,1,2,5,4,2,0,0,50,3608.770587345788,0.8,-24.893333333333334
35.18333333333333,207,AV,2,3,3,5,3,0,0,52,4609.601315671212,0.1,-3.518333333333333
39.2,120,AV,1,1,6,0,0,0,0,59,2965.4163440895786,0.7,-27.44
39.733333333333334,200,AV,1,1,6,0,8,0,0,59,9280.176126726552,0.3,-11.92
48.15,203,AV,1,1,9,2,2,0,0,66,4376.119511966378,0.1,-4.815
33.6,291,AV,1,2,5,4,6,0,0,54,5911.733280178027,0.2,-6.720000000000001
46.1,77,AV,1,0,5,4,2,0,0,64,857.6590975250949,0.3,-13.83
18.7,44,AV,1,2,5,4,3,0,0,38,742.4887258523852,0.2,-3.74
41.6,71,AV,1,1,9,2,2,0,0,60,2780.081336731352,0.3,-12.48
48.36666666666667,267,AV,1,0,7,3,1,0,0,70,2744.8905386527767,0.2,-9.673333333333334
33.733333333333334,129,AV,1,1,6,0,2,0,0,55,1046.6558973464134,0.4,-13.493333333333334
39.516666666666666,135,AV,1,2,5,4,1,0,0,59,2456.6540037696086,0.4,-15.806666666666667
22.533333333333335,128,AV,1,0,5,4,6,0,0,43,8326.33528790118,0.2,-4.506666666666667
14.25,228,AV,1,2,6,6,2,0,0,24,2927.9701715656583,0.5,-7.125
22.016666666666666,78,AV,0,7,5,3,0,0,0,57,802.5586880039084,0.3,-6.6049999999999995
50.75,116,AV,1,2,5,4,1,0,0,72,2052.607856914241,0.4,-20.3
42.71666666666667,249,AV,1,0,5,4,0,0,0,61,4504.939201911708,0.2,-8.543333333333335
16.733333333333334,45,AV,1,4,6,7,3,0,0,36,3667.3634505223554,0.7,-11.713333333333333
52.75,112,AV,1,1,6,0,1,0,0,85,3427.0421228311798,0.1,-5.275
30.816666666666666,47,AV,1,4,5,0,1,0,0,52,2239.257430619588,0.4,-12.326666666666668
34.8,208,AV,1,2,5,4,2,0,0,55,2756.9260540590044,0.8,-27.84
50.75,262,AV,1,1,9,2,9,0,0,75,2964.6777926145683,0.1,-5.075
15.483333333333333,190,AV,1,3,5,1,5,0,0,32,506.5869000089976,0.5,-7.741666666666666
37.516666666666666,101,AV,1,2,5,4,1,0,0,56,1530.6528609905624,0.1,-3.751666666666667
51.35,89,AV,1,2,5,4,0,0,0,75,1564.487892525026,0.5,-25.675
37.333333333333336,179,AV,1,1,9,2,0,0,0,56,979.573716991658,0.2,-7.466666666666668
26.55,243,AV,1,1,6,0,1,0,0,46,4459.768546990965,0.2,-5.3100000000000005
40.46666666666667,240,AV,1,1,6,0,0,0,0,59,2417.357356239525,0.1,-4.046666666666667
35.43333333333333,268,AV,1,1,6,0,1,0,0,55,670.158540600369,0.4,-14.173333333333332
12.533333333333333,297,AV,1,0,6,6,4,0,0,23,1249.5878531833848,0.2,-2.506666666666667
35.46666666666667,59,AV,1,1,6,0,1,0,0,55,6020.57275324985,0.1,-3.546666666666667
27.35,145,AV,1,1,9,2,1,0,0,48,2645.062412614309,0.1,-2.7350000000000003
36.983333333333334,215,AV,1,0,5,4,1,0,0,56,13460.811009378149,0.1,-3.6983333333333337
17.133333333333333,118,AV,1,0,5,4,8,0,0,36,863.5619359671642,1.0,-17.133333333333333
30.516666666666666,193,AV,1,2,5,4,10,0,0,50,3257.969850357721,0.3,-9.155
15.583333333333334,28,AV,1,2,9,3,14,0,0,25,3323.1633986738134,0.1,-1.5583333333333336
18.433333333333334,159,AV,1,1,6,0,15,0,0,36,497.26542980048754,0.4,-7.373333333333334
33.516666666666666,293,AV,1,2,5,4,2,0,0,54,1507.5005543882637,0.4,-13.406666666666666
15.483333333333333,105,AV,1,3,9,8,6,0,0,28,969.457736312404,0.4,-6.193333333333333
12.5,24,AV,1,1,5,2,1,0,0,17,837.3801312568858,0.7,-8.75
20.733333333333334,187,AV,1,2,9,3,9,0,0,40,388.2787303527966,0.1,-2.0733333333333337
23.933333333333334,26,AV,1,3,6,6,6,0,0,42,3024.224513765153,0.1,-2.3933333333333335
24.566666666666666,154,AV,2,3,3,5,2,0,0,37,2421.832203454489,0.4,-9.826666666666668
53.733333333333334,197,AV,1,2,5,4,12,0,0,79,1659.6531244520008,0.1,-5.373333333333334
37.28333333333333,199,AV,1,4,6,1,2,0,0,57,2533.2754137277425,0.1,-3.7283333333333335
44.6,172,AV,1,0,5,4,3,0,0,63,597.1498506777683,0.5,-22.3
15.966666666666667,284,AV,1,0,5,4,1,0,0,32,5009.92015912814,0.6,-9.58
35.233333333333334,239,AV,1,1,9,2,5,0,0,55,2108.868816674547,0.2,-7.046666666666667
14.333333333333334,166,AV,1,1,6,0,2,0,0,24,1541.4014724042315,0.1,-1.4333333333333336
32.483333333333334,97,AV,1,1,6,0,1,0,0,54,2239.194506681481,0.6,-19.49
21.25,290,AV,1,1,6,0,7,0,0,41,7864.29237148983,0.1,-2.125
41.68333333333333,275,AV,1,1,5,1,1,0,0,60,2472.005569054355,0.4,-16.673333333333332
49.333333333333336,2,AV,1,1,6,0,0,0,0,70,4662.282088415262,0.1,-4.933333333333334
17.233333333333334,25,AV,1,3,5,6,2,0,0,36,4968.170350229253,0.6,-10.34
25.883333333333333,108,AV,1,4,5,0,0,0,0,46,6248.181898567973,0.3,-7.765
42.43333333333333,73,AV,1,1,9,2,4,0,0,60,539.5213747330826,0.9,-38.19
10.266666666666667,241,AV,0,7,3,6,20,0,0,35,457.16351791608827,0.6,-6.16
34.016666666666666,222,AV,1,2,6,6,4,0,0,51,1205.4292211271013,0.4,-13.606666666666667
29.966666666666665,29,AV,1,0,5,4,4,0,0,50,3971.0791127863904,0.6,-17.979999999999997
51.96666666666667,255,AV,1,0,5,4,1,0,0,83,776.0711537761008,0.2,-10.393333333333334
17.083333333333332,109,AV,1,1,6,0,12,0,0,26,1454.957177165027,0.2,-3.4166666666666665
19.433333333333334,184,AV,1,3,7,4,2,0,0,37,419.7646265090227,0.2,-3.8866666666666667
5.116666666666666,272,AV,0,8,0,6,13,0,0,18,1434.4967426379471,1.0,-5.116666666666666
36.53333333333333,287,AV,1,3,5,1,2,0,0,55,1447.5744631551047,0.1,-3.6533333333333333
42.68333333333333,258,AV,1,1,6,0,2,0,0,60,8975.220492497892,0.4,-17.073333333333334
20.316666666666666,119,AV,1,2,5,4,18,0,0,39,4635.813442599864,0.7,-14.221666666666666
17.316666666666666,100,AV,1,1,6,0,5,0,0,37,1639.6236094811811,0.7,-12.121666666666666
41.63333333333333,52,AV,1,0,5,4,3,0,0,60,1475.2077210572677,0.1,-4.163333333333333
16.633333333333333,80,AV,1,0,5,4,3,0,0,33,1038.299283744561,0.1,-1.6633333333333333
26.283333333333335,140,AV,2,3,3,5,2,0,0,38,5307.329693361759,0.4,-10.513333333333335
22.783333333333335,253,AV,1,2,5,4,32,0,0,43,3508.846318545673,0.9,-20.505000000000003
41.733333333333334,283,AV,1,1,6,0,2,0,0,59,2966.188350320237,0.2,-8.346666666666668
46.233333333333334,127,AV,1,1,6,0,0,0,0,65,870.7377108213431,0.1,-4.623333333333334
29.0,149,AV,1,0,5,4,2,0,0,48,6563.608435155774,0.6,-17.4
35.1,41,AV,1,1,7,4,1,0,0,54,449.0833195935783,0.1,-3.5100000000000002
12.216666666666667,130,AV,1,2,6,6,2,0,0,14,4705.31956239884,0.4,-4.886666666666667
18.483333333333334,285,AV,1,0,5,4,8,0,0,38,676.2529471816457,0.7,-12.938333333333333
21.15,178,AV,1,3,5,1,1,0,0,41,981.8973671489576,0.3,-6.345
13.65,227,AV,1,0,5,4,1,0,0,25,3046.5766145774583,0.3,-4.095
37.65,237,AV,1,3,5,1,4,0,0,57,2011.9739719035176,0.2,-7.53
49.06666666666667,280,AV,1,1,6,0,0,0,0,69,567.550811201735,0.4,-19.62666666666667
25.366666666666667,106,AV,2,2,3,8,11,0,0,41,4967.653125719208,0.3,-7.609999999999999
41.916666666666664,181,AV,1,2,5,4,2,0,0,59,5670.319740923212,0.5,-20.958333333333332
32.016666666666666,218,AV,2,0,4,3,6,0,0,41,3032.1279287666234,1.0,-32.016666666666666
11.766666666666667,121,AV,0,8,9,0,1,0,0,36,4113.319853961603,0.4,-4.706666666666667
50.71666666666667,192,AV,1,1,6,0,0,0,0,71,1141.0395517097602,0.1,-5.071666666666667
20.95,133,AV,1,1,6,0,0,0,0,40,2360.1328348572283,0.3,-6.284999999999999
16.216666666666665,82,AV,1,1,6,0,7,0,0,28,623.7253316558669,0.2,-3.243333333333333
43.733333333333334,171,AV,1,1,6,0,2,0,0,60,1592.2311391495805,0.1,-4.373333333333334
27.916666666666668,221,AV,1,1,5,1,1,0,0,47,1150.2916000513435,0.4,-11.166666666666668
20.916666666666668,92,AV,1,3,5,1,0,0,0,40,3225.188153267811,0.9,-18.825000000000003
26.283333333333335,31,AV,1,1,9,2,0,0,0,46,5825.994272151124,0.1,-2.628333333333334
38.3,161,AV,1,1,5,1,0,0,0,57,2667.9339807116767,0.2,-7.66
33.95,164,AV,1,1,6,0,4,0,0,53,5200.876525735832,0.2,-6.790000000000001
44.11666666666667,8,AV,1,1,6,0,0,0,0,62,5862.8833826120845,0.3,-13.235
27.7,167,AV,1,2,5,4,9,0,0,47,586.8516376274475,0.1,-2.77
31.35,180,AV,1,1,9,2,0,0,0,50,1823.811293294481,0.1,-3.1350000000000002
21.116666666666667,261,AV,1,1,6,0,15,0,0,40,1485.5718097438446,0.1,-2.111666666666667
22.233333333333334,176,AV,1,1,9,2,2,0,0,42,1799.695682844959,0.3,-6.67
48.63333333333333,74,AV,1,1,6,0,1,0,0,70,3773.692032315799,0.1,-4.863333333333333
44.166666666666664,256,AV,1,1,9,2,0,0,0,63,2164.09247058771,0.4,-17.666666666666668
22.6,170,AV,1,1,6,0,0,0,0,42,1265.4739572733297,0.7,-15.82
45.78333333333333,183,AV,1,2,5,4,0,0,0,64,2891.134206742707,0.5,-22.891666666666666
47.4,250,AV,1,4,5,0,3,0,0,65,6081.635477498837,0.1,-4.74
22.5,62,AV,1,0,5,4,2,0,0,42,5611.673516276995,0.1,-2.25
30.85,281,AV,1,0,5,4,4,0,0,52,583.3206434887895,0.1,-3.0850000000000004
22.683333333333334,266,AV,2,3,3,5,2,0,0,30,632.5893922142865,0.2,-4.536666666666667
21.6,69,AV,1,0,5,4,2,0,0,41,5304.212874057136,0.3,-6.48
48.766666666666666,70,AV,1,2,5,4,1,0,0,68,2857.6088215719105,0.1,-4.876666666666667
23.7,35,AV,1,2,5,4,2,0,0,44,9030.678864893336,0.2,-4.74
22.9,220,AV,1,1,9,2,11,0,0,42,6031.594525491932,0.1,-2.29
39.55,134,AV,1,1,9,2,2,0,0,59,3245.380745418587,0.4,-15.82
30.45,7,AV,1,2,5,4,7,0,0,49,1822.2981036688468,0.1,-3.045
51.416666666666664,94,AV,1,1,6,0,1,0,0,76,1564.4426034616197,0.3,-15.424999999999999
45.583333333333336,254,AV,1,1,7,4,0,0,0,62,13351.937436366714,0.2,-9.116666666666667
43.96666666666667,19,AV,1,1,6,0,1,0,0,61,12197.400506638176,0.7,-30.776666666666667
30.966666666666665,276,AV,1,1,6,0,4,0,0,52,2123.4400354784907,0.3,-9.29
28.333333333333332,67,AV,1,1,6,0,1,0,0,48,3301.717979419838,0.3,-8.5
51.983333333333334,295,AV,1,1,6,0,1,0,0,72,1927.298426803608,0.4,-20.793333333333337
40.06666666666667,152,AV,1,2,5,4,2,0,0,59,892.1845339920479,0.2,-8.013333333333334
13.716666666666667,9,AV,1,1,6,0,7,0,0,19,3824.993837156676,0.4,-5.486666666666667
44.083333333333336,219,AV,1,1,5,1,20,0,0,61,5557.427333357366,0.1,-4.408333333333334
46.65,30,AV,1,1,9,2,1,0,0,64,6007.794801579103,0.1,-4.665
19.95,292,AV,1,2,5,4,17,0,0,38,3958.913906791885,0.3,-5.984999999999999
40.46666666666667,163,AV,1,1,6,0,11,0,0,59,1167.011530479414,0.3,-12.14
13.4,296,AV,0,7,5,3,0,0,0,41,1068.5648373754009,0.1,-1.34
17.716666666666665,39,AV,1,2,5,4,1,0,0,36,2838.632091159661,0.6,-10.629999999999999
17.883333333333333,185,AV,1,1,5,1,1,0,0,37,1579.1767070066765,0.5,-8.941666666666666
27.683333333333334,38,AV,1,1,6,0,1,0,0,46,1832.3133019091129,0.1,-2.7683333333333335
32.56666666666667,150,AV,1,1,6,0,5,0,0,53,7658.5640246764915,0.3,-9.770000000000001
38.03333333333333,53,AV,1,1,9,2,0,0,0,56,2942.323800284961,0.2,-7.6066666666666665
26.766666666666666,177,AV,1,1,6,0,1,0,0,47,3863.855435177377,0.3,-8.03
15.266666666666667,43,AV,1,4,5,0,0,0,0,28,4164.701887555128,0.1,-1.5266666666666668
32.25,11,AV,2,4,3,0,6,0,0,48,1089.3140785512585,1.0,-32.25
24.833333333333332,76,AV,2,4,1,5,6,0,0,23,3941.04555698938,0.4,-9.933333333333334
43.06666666666667,54,AV,2,4,0,3,6,0,0,65,2131.3254046090938,0.6,-25.84
14.216666666666667,242,AV,1,2,8,0,6,0,0,25,2361.523720441912,0.2,-2.8433333333333337
8.45,143,AV,0,5,8,1,16,0,0,31,1682.490559712908,0.7,-5.914999999999999
24.7,123,AV,1,1,9,2,9,0,0,44,7572.106998522375,0.7,-17.29
12.7,148,AV,1,2,9,3,0,0,0,17,914.1934345695068,0.4,-5.08
23.583333333333332,229,AV,2,3,3,5,16,0,0,34,6254.49597505133,0.4,-9.433333333333334
