origins,destinations,path,free_flow_time
0,0,E0 E20 E20.444 E20.444.91 E17 E17.200 E17.400 E17.600,1.5799196064314853
0,0,E0 E2 E18 E18.118 E19 E17 E17.200 E17.400 E17.600,9.946683085613595
0,0,E0 E7 E8 E9 E10 E11 E12 E13 E14 E15 E16 E17 E17.200 E17.400 E17.600,10.445142602149117
