travel_time,id,kind,action,bid_route_0,bid_route_1,bid_route_2,karma_balance,origin,destination,start_time,income,urgency,reward
33.516666666666666,147,AV,2,2,1,0,11,0,0,71,1141.0395517097602,0.4,-0.7351666666666667
27.15,101,AV,0,4,9,9,14,0,0,65,2139.4702648744856,0.4,-0.6715
15.45,2,AV,2,2,1,2,2,0,0,36,2767.495209174315,0.1,-0.2545
29.216666666666665,222,AV,2,2,1,0,10,0,0,57,3849.958431883558,0.3,-0.5921666666666666
18.133333333333333,22,AV,2,2,1,0,7,0,0,37,2486.38103050259,0.2,-0.3813333333333333
30.766666666666666,89,AV,2,2,1,3,6,0,0,59,3803.247088152212,0.3,-0.6076666666666666
16.0,84,AV,2,2,1,2,11,0,0,33,2421.0391237858234,0.1,-0.26
10.683333333333334,254,AV,2,2,1,0,2,0,0,16,4843.3187157075145,0.1,-0.20683333333333334
29.9,190,AV,2,2,1,2,17,0,0,55,541.9839687696077,0.4,-0.6990000000000001
23.233333333333334,208,AV,2,2,1,3,11,0,0,46,4754.245589533712,0.8,-1.0323333333333333
33.8,63,AV,2,2,2,3,14,0,0,61,2756.9260540590044,1.0,-1.338
31.783333333333335,207,AV,2,2,1,0,9,0,0,58,1011.0784796502788,0.3,-0.6178333333333333
16.516666666666666,133,AV,2,2,1,0,6,0,0,33,2969.8754393798326,0.1,-0.26516666666666666
27.3,109,AV,2,2,1,3,11,0,0,50,595.9176043698985,1.0,-1.2730000000000001
17.683333333333334,41,AV,2,2,1,0,6,0,0,37,1848.7234685638712,0.2,-0.37683333333333335
19.233333333333334,266,AV,2,2,1,0,7,0,0,37,1527.6889462703334,0.1,-0.29233333333333333
31.283333333333335,29,AV,2,2,1,2,13,0,0,60,4416.224882412617,0.3,-0.6128333333333333
24.416666666666668,298,AV,2,2,1,2,18,0,0,47,1234.5997004771,0.1,-0.3441666666666667
29.216666666666665,141,AV,2,2,1,3,3,0,0,53,2496.2043409386315,0.5,-0.7921666666666667
21.15,268,AV,2,2,1,0,5,0,0,39,6007.794801579103,0.2,-0.4115
20.35,46,AV,0,4,1,2,15,0,0,53,566.7055292848979,0.2,-0.4035
24.766666666666666,49,AV,2,2,1,2,16,0,0,47,1074.3823512953045,0.1,-0.3476666666666667
32.45,137,AV,2,2,1,0,9,0,0,62,2818.3733061874163,0.3,-0.6245
36.96666666666667,98,AV,2,2,1,0,9,0,0,78,9095.945853089892,0.2,-0.5696666666666668
20.233333333333334,95,AV,2,2,1,2,13,0,0,42,4924.983441788647,0.2,-0.4023333333333333
34.31666666666667,251,AV,2,2,1,2,16,0,0,72,825.4433072334436,0.3,-0.6431666666666667
35.516666666666666,228,AV,2,2,2,3,14,0,0,76,1279.3396024785957,1.0,-1.3551666666666666
14.333333333333334,110,AV,2,2,1,0,5,0,0,30,11185.875164713363,0.1,-0.24333333333333335
13.0,239,AV,2,3,3,7,4,0,0,22,3458.1247672483346,0.3,-0.43
12.0,131,AV,2,2,1,0,5,0,0,19,4376.119511966378,0.2,-0.32
26.183333333333334,247,AV,2,2,1,2,13,0,0,49,4687.914961676448,0.2,-0.4618333333333334
34.46666666666667,235,AV,2,2,1,2,18,0,0,69,6709.13861087917,0.1,-0.44466666666666665
35.2,111,AV,2,2,1,3,5,0,0,84,449.0833195935783,0.7,-1.052
14.966666666666667,135,AV,2,2,1,2,10,0,0,29,2105.159940183184,0.1,-0.24966666666666668
23.566666666666666,206,AV,2,2,1,2,16,0,0,46,4950.268578812107,0.2,-0.43566666666666665
18.766666666666666,280,AV,2,2,1,2,10,0,0,39,1684.196745492046,0.1,-0.2876666666666666
30.45,73,AV,2,2,1,2,12,0,0,59,1022.032321197676,0.1,-0.40449999999999997
18.733333333333334,117,AV,2,2,1,2,13,0,0,38,4266.216809230351,0.3,-0.48733333333333334
33.7,28,AV,2,2,1,3,5,0,0,66,20239.22920549412,0.2,-0.537
29.566666666666666,112,AV,2,2,1,2,12,0,0,57,2780.081336731352,0.3,-0.5956666666666667
21.583333333333332,114,AV,2,2,1,0,8,0,0,42,913.5589076746268,0.2,-0.41583333333333333
35.333333333333336,45,AV,2,2,1,3,5,0,0,69,7511.51421120444,0.3,-0.6533333333333333
31.183333333333334,234,AV,2,2,1,2,18,0,0,59,6947.27484286379,0.2,-0.5118333333333334
