travel_time,id,kind,action,bid_route_0,bid_route_1,bid_route_2,karma_balance,origin,destination,start_time,income,urgency,reward,observation,cost_table
34.9,217,AV,1,3,7,2,0,0,0,88,4705.31956239884,0.2,-0.4230303030303031,"0.37685227272727284,0.26774019607843136,0.35878787878787877,0.2,0.88,0.23248511663287746,7.0","0,0,0"
20.066666666666666,183,AV,2,3,3,5,2,0,0,4,9884.322174397852,0.3,-0.36484848484848487,"0.2829962121212121,0.2599427609427609,0.3293449612403101,0.3,0.04,0.48837443728907737,7.0","0,0,0"
18.366666666666667,225,AV,1,2,5,4,3,0,0,28,3245.380745418587,0.5,-0.5565656565656566,"0.3309572649572649,0.2843024054982818,0.35999691358024694,0.5,0.28,0.16035100509349434,8.0","0,0,0"
23.633333333333333,107,AV,1,0,5,0,10,0,0,45,6563.608435155774,0.1,-0.14323232323232324,"0.3404651162790697,0.2684351851851852,0.37745312499999994,0.1,0.45,0.3243013045859485,15.0","0,0,0"
26.45,283,AV,2,1,0,7,2,0,0,6,948.3478854920526,0.1,-0.1603030303030303,"0.25140686274509805,0.23889108910891094,0.338829931972789,0.1,0.06,0.04685691712185437,9.0","0,0,0"
21.5,73,AV,1,0,8,6,0,0,0,36,3257.969850357721,0.1,-0.1303030303030303,"0.3101829268292683,0.2591377551020408,0.3562777777777778,0.1,0.36,0.1609730201322744,8.0","0,0,0"
26.533333333333335,221,AV,2,3,0,1,10,0,0,18,4113.319853961603,1.0,-1.6080808080808082,"0.1720555555555556,0.20936760124610598,0.29846739130434785,1.0,0.18,0.20323500525627752,10.0","0,0,0"
26.9,299,AV,2,3,3,5,2,0,0,10,1062.4074567339185,0.1,-0.16303030303030303,"0.3017898550724638,0.2633136363636364,0.34057309941520464,0.1,0.1,0.052492486050087245,7.0","0,0,0"
44.766666666666666,211,AV,0,5,2,7,7,0,0,69,807.7368269013535,0.2,-0.5426262626262627,"0.2525291666666667,0.24680744336569582,0.35687588652482277,0.2,0.69,0.039909465854662395,12.0","0,0,0"
32.03333333333333,194,AV,1,3,7,2,13,0,0,76,4569.840806868062,0.1,-0.19414141414141414,"0.31459583333333335,0.23796278317152106,0.3361951219512195,0.1,0.76,0.22579124730834796,20.0","0,0,0"
