travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
0.6333333333333333,0,AV,1,0,0,99,-0.5516666666666666,"0,0"
0.5333333333333333,3,AV,0,0,0,118,-0.5516666666666665,"0,0"
0.5833333333333334,8,AV,1,0,0,89,-0.5516666666666665,"0,0"
0.48333333333333334,4,AV,0,0,0,31,-0.5516666666666666,"0,0"
0.4666666666666667,5,AV,0,0,0,50,-0.5516666666666666,"0,0"
0.5166666666666667,2,AV,0,0,0,112,-0.5516666666666666,"0,0"
0.6333333333333333,6,AV,1,0,0,93,-0.5516666666666666,"0,0"
0.6833333333333333,7,AV,1,0,0,80,-0.5516666666666665,"0,0"
0.4666666666666667,1,AV,0,0,0,58,-0.5516666666666665,"0,0"
0.5166666666666667,9,AV,0,0,0,64,-0.5516666666666666,"0,0"
