id,origin,destination,start_time,income,kind
0,0,0,51,491.0984231068265,Human
1,0,0,73,513.7357984527049,Human
2,0,0,62,567.550811201735,Human
3,0,0,58,586.3474640105957,Human
4,0,0,16,586.8516376274475,Human
5,0,0,32,591.6693204447811,Human
6,0,0,29,601.3137559373858,Human
7,0,0,57,610.4868582393152,Human
8,0,0,74,617.4453946714843,Human
9,0,0,38,646.5589615252754,Human
10,0,0,33,649.7132696839626,Human
11,0,0,65,650.412147456106,Human
12,0,0,27,658.4091024775607,Human
13,0,0,44,676.2529471816457,Human
14,0,0,42,699.2977112166509,Human
15,0,0,35,727.2326469992182,Human
16,0,0,58,742.6585956180782,Human
17,0,0,37,743.7553910389753,Human
18,0,0,33,753.7709081553346,Human
19,0,0,63,761.8437659652793,Human
20,0,0,27,767.6170681366935,Human
21,0,0,74,777.0630287344238,Human
22,0,0,29,779.0639592631991,Human
23,0,0,36,793.0252767736928,Human
24,0,0,31,806.3598325453933,Human
25,0,0,19,822.5771428470101,Human
26,0,0,61,825.4433072334436,Human
27,0,0,54,832.3173438658397,Human
28,0,0,39,844.3352662229099,Human
29,0,0,41,850.3216016091212,Human
30,0,0,74,854.5785374972068,Human
31,0,0,62,859.2772315809713,Human
32,0,0,64,871.0408974081768,Human
33,0,0,84,877.6907461205365,Human
34,0,0,73,912.6272274022258,Human
35,0,0,75,913.5589076746268,Human
36,0,0,62,921.9548251796884,Human
37,0,0,17,932.0432837729122,Human
38,0,0,72,946.2003450753726,Human
39,0,0,51,948.3478854920526,Human
40,0,0,66,950.4213588862824,Human
41,0,0,60,954.0002559944874,Human
42,0,0,49,959.5289757906356,Human
43,0,0,55,969.457736312404,Human
44,0,0,61,981.8973671489576,Human
45,0,0,61,985.8695826897422,Human
46,0,0,61,1011.0784796502788,Human
47,0,0,66,1017.530975349866,Human
48,0,0,38,1040.734547163155,Human
49,0,0,20,1068.5648373754009,Human
50,0,0,42,1074.3823512953045,Human
51,0,0,33,1076.386102050743,Human
52,0,0,82,1111.987968807459,Human
53,0,0,51,1122.7546975855585,Human
54,0,0,30,1129.1321270070612,Human
55,0,0,34,1148.2139867956057,Human
56,0,0,30,1148.9174546898266,Human
57,0,0,53,1150.2916000513435,Human
58,0,0,34,1200.7903182940884,Human
59,0,0,57,1205.4292211271013,Human
60,0,0,42,1234.5997004771,Human
61,0,0,54,1240.6560786390864,Human
62,0,0,70,1244.4027248274256,Human
63,0,0,66,1249.5878531833848,Human
64,0,0,51,1265.4739572733297,Human
65,0,0,38,1291.2118623687816,Human
66,0,0,63,1291.7462447339112,Human
67,0,0,27,1293.252850487379,Human
68,0,0,57,1294.2551843223837,Human
69,0,0,59,1317.647826688136,Human
70,0,0,74,1338.7213376931895,Human
71,0,0,54,1342.087988935639,Human
72,0,0,56,1348.5865378412918,Human
73,0,0,36,1373.5659577718477,Human
74,0,0,71,1386.7650627050614,Human
75,0,0,78,1405.7852601227096,Human
76,0,0,15,1411.5824788559885,Human
77,0,0,43,1434.4967426379471,Human
78,0,0,38,1446.9812594843625,Human
79,0,0,29,1447.5744631551047,Human
80,0,0,47,1454.957177165027,Human
81,0,0,53,1457.5875839824732,Human
82,0,0,41,1460.8215047913693,Human
83,0,0,58,1467.6871321740252,Human
84,0,0,23,1474.5167950508735,Human
85,0,0,37,1474.807688008607,Human
86,0,0,31,1490.1599361877834,Human
87,0,0,51,1503.4428459110418,Human
88,0,0,45,1526.0895405694364,Human
89,0,0,38,1528.3774584247917,Human
90,0,0,28,1538.317647081207,Human
91,0,0,49,1546.5147326922538,Human
92,0,0,31,1567.0706205360798,Human
93,0,0,62,1614.9493849180149,Human
94,0,0,49,1626.914224999384,Human
95,0,0,53,1649.648602545546,Human
96,0,0,36,1653.1781197118603,Human
97,0,0,72,1697.366940102563,Human
98,0,0,51,1717.0377309640771,Human
99,0,0,37,1718.6657268339234,Human
100,0,0,35,1723.69240549938,Human
101,0,0,60,1751.9448432672848,Human
102,0,0,45,1783.933402668827,Human
103,0,0,19,1794.439334206041,Human
104,0,0,47,1804.2001824470888,Human
105,0,0,22,1805.1606101798543,Human
106,0,0,57,1822.2981036688468,Human
107,0,0,53,1830.3424648913517,Human
108,0,0,41,1838.9541098615327,Human
109,0,0,59,1862.7228332236152,Human
110,0,0,59,1880.1756700095973,Human
111,0,0,36,1885.557658153182,Human
112,0,0,60,1888.2149669861096,Human
113,0,0,48,1900.764377468582,Human
114,0,0,50,1927.298426803608,Human
115,0,0,78,1942.5668635563816,Human
116,0,0,50,1997.7276787447236,Human
117,0,0,44,2022.4315636845977,Human
118,0,0,17,2043.1688306873104,Human
119,0,0,58,2044.1603053436156,Human
120,0,0,49,2046.5713793034688,Human
121,0,0,45,2078.9202215407213,Human
122,0,0,49,2088.64210540395,Human
123,0,0,58,2105.159940183184,Human
124,0,0,59,2105.6010448069283,Human
125,0,0,51,2113.1349678504243,Human
126,0,0,44,2131.3254046090938,Human
127,0,0,35,2133.445027811215,Human
128,0,0,74,2139.4702648744856,Human
129,0,0,72,2142.030696222753,Human
130,0,0,65,2158.6935677652164,Human
131,0,0,14,2177.5877894542577,Human
132,0,0,47,2187.718469250836,Human
133,0,0,37,2198.5025098873134,Human
134,0,0,44,2222.040577514192,Human
135,0,0,67,2260.56382504795,Human
136,0,0,38,2276.662146114732,Human
137,0,0,53,2280.385817754286,Human
138,0,0,83,2283.7291705859197,Human
139,0,0,56,2326.172138461347,Human
140,0,0,60,2337.3116255789537,Human
141,0,0,30,2361.523720441912,Human
142,0,0,53,2382.718205806423,Human
143,0,0,54,2421.0391237858234,Human
144,0,0,49,2421.832203454489,Human
145,0,0,56,2436.431929205765,Human
146,0,0,61,2476.7673195544394,Human
147,0,0,49,2476.7926805910606,Human
148,0,0,96,2520.757475212996,Human
149,0,0,75,2528.765907819195,Human
150,0,0,82,2574.4307659940623,Human
151,0,0,68,2629.980017260476,Human
152,0,0,59,2645.062412614309,Human
153,0,0,56,2667.9339807116767,Human
154,0,0,10,2722.266725979925,Human
155,0,0,23,2747.619709803412,Human
156,0,0,31,2753.3979495063454,Human
157,0,0,30,2758.442965787371,Human
158,0,0,39,2780.081336731352,Human
159,0,0,43,2815.231094880572,Human
160,0,0,40,2818.3733061874163,Human
161,0,0,51,2835.850686157305,Human
162,0,0,34,2838.632091159661,Human
163,0,0,51,2850.5966631146844,Human
164,0,0,66,2857.712092786687,Human
165,0,0,27,2872.269398564857,Human
166,0,0,59,2891.134206742707,Human
167,0,0,63,2898.378436294527,Human
168,0,0,40,2909.8477340427667,Human
169,0,0,55,2949.689674384749,Human
170,0,0,73,2953.464044858564,Human
171,0,0,34,2965.4163440895786,Human
172,0,0,72,2968.817229463249,Human
173,0,0,48,2987.078671303881,Human
174,0,0,46,2991.769966736588,Human
175,0,0,56,2996.640782499388,Human
176,0,0,48,3017.17067826153,Human
177,0,0,41,3022.892107624705,Human
178,0,0,57,3048.604611013583,Human
179,0,0,57,3065.2253709468137,Human
180,0,0,28,3101.095365071405,Human
181,0,0,62,3132.463358685509,Human
182,0,0,47,3151.1733449572957,Human
183,0,0,67,3159.4556453821087,Human
184,0,0,27,3197.7177395395383,Human
185,0,0,77,3245.380745418587,Human
186,0,0,9,3252.767976975094,Human
187,0,0,31,3257.969850357721,Human
188,0,0,9,3278.222126324269,Human
189,0,0,57,3313.1900178081896,Human
