travel_time,id,kind,action,origin,destination,start_time,income,reward,cost_table
23.133333333333333,47,AV,0,0,0,53,803.0093289227823,-2.035029424556982,"0,0,0"
13.133333333333333,151,AV,2,0,0,32,431.5545596554155,-0.5903906128619225,"0,0,0"
20.616666666666667,114,AV,1,0,0,51,3945.348275410578,-8.472909403963342,"0,0,0"
29.1,210,AV,0,0,0,65,146.50232543619936,-0.5440851739784793,"0,0,0"
31.0,126,AV,0,0,0,74,1770.5778625761595,-5.817491014568849,"0,0,0"
10.216666666666667,160,AV,0,0,0,33,122.3951650093391,-0.23025735442834178,"0,0,0"
30.566666666666666,193,AV,1,0,0,74,604.6936383004129,-1.9253613413940232,"0,0,0"
11.833333333333334,249,AV,2,0,0,30,397.9556521399297,-0.4905356128808162,"0,0,0"
23.65,291,AV,2,0,0,52,316.7820495087218,-0.780405778216799,"0,0,0"
23.8,279,AV,1,0,0,54,1034.2754485085857,-2.564141216094202,"0,0,0"
23.933333333333334,181,AV,2,0,0,53,304.45215475794447,-0.7590161358201533,"0,0,0"
26.016666666666666,225,AV,2,0,0,53,2108.112350525404,-5.713130866614854,"0,0,0"
7.55,293,AV,1,0,0,7,1308.8239993104885,-1.0293355411243945,"0,0,0"
9.0,174,AV,1,0,0,28,63.21977046916082,-0.059268534814838264,"0,0,0"
11.616666666666667,187,AV,2,0,0,29,216.68994521979357,-0.2622098816288127,"0,0,0"
9.35,243,AV,0,0,0,25,787.1715220388722,-0.8666722636524432,"0,0,0"
10.95,141,AV,0,0,0,33,448.5456012777513,-0.6116223264574351,"0,0,0"
32.68333333333333,162,AV,0,0,0,85,530.5096238130133,-1.9061273824606233,"0,0,0"
8.866666666666667,131,AV,0,0,0,27,463.5609856948989,-0.5281500770654275,"0,0,0"
11.116666666666667,120,AV,1,0,0,32,968.3977162602168,-1.12139110546105,"0,0,0"
22.783333333333335,62,AV,1,0,0,52,544.0547443550604,-1.2911854783565408,"0,0,0"
19.183333333333334,100,AV,2,0,0,43,833.028471638836,-1.664610713292188,"0,0,0"
14.65,172,AV,0,0,0,42,2533.176014567522,-3.965732147230646,"0,0,0"
28.216666666666665,63,AV,2,0,0,59,363.9754018210222,-1.0698096445885252,"0,0,0"
8.95,298,AV,2,0,0,20,461.2287786839295,-0.4299997467938717,"0,0,0"
12.133333333333333,97,AV,1,0,0,33,2225.755620366848,-2.8131077979636547,"0,0,0"
27.883333333333333,103,AV,0,0,0,62,494.8414322817401,-1.5372738128599845,"0,0,0"
19.533333333333335,117,AV,0,0,0,50,1984.2288670579555,-4.137354569777646,"0,0,0"
23.833333333333332,271,AV,0,0,0,55,42.445954508197325,-0.20537797733805932,"0,0,0"
21.633333333333333,154,AV,2,0,0,49,3839.265238466288,-8.651677568627157,"0,0,0"
18.183333333333334,297,AV,2,0,0,43,294.53721614559083,-0.5578821229424299,"0,0,0"
15.8,158,AV,2,0,0,41,768.8548914264984,-1.2654070088061122,"0,0,0"
7.516666666666667,52,AV,0,0,0,25,218.4509775743674,-0.27104408139937447,"0,0,0"
13.083333333333334,106,AV,2,0,0,34,745.476369685405,-1.0159703996580607,"0,0,0"
14.933333333333334,170,AV,1,0,0,39,30.054552993917728,-0.046751526879427574,"0,0,0"
13.933333333333334,128,AV,0,0,0,39,572.4202749773186,-0.9308044268768026,"0,0,0"
9.5,211,AV,2,0,0,27,130.78465666521578,-0.12942231649161975,"0,0,0"
9.216666666666667,95,AV,1,0,0,25,566.5243744371911,-0.5439027414301505,"0,0,0"
19.25,178,AV,0,0,0,48,492.873449571689,-1.0883139483598974,"0,0,0"
16.866666666666667,7,AV,1,0,0,44,920.8647338694982,-1.617908178256827,"0,0,0"
19.716666666666665,69,AV,1,0,0,46,840.8410612726723,-1.7269357213291168,"0,0,0"
13.7,163,AV,2,0,0,36,57.28193915625323,-0.08174610067090304,"0,0,0"
16.166666666666668,24,AV,2,0,0,42,1328.242730468568,-2.236797653740471,"0,0,0"
24.95,29,AV,0,0,0,57,984.5536619423616,-2.6588139443189505,"0,0,0"
23.733333333333334,179,AV,1,0,0,54,125.63623276935256,-0.3106006865686772,"0,0,0"
17.7,214,AV,1,0,0,44,202.1671703328395,-0.3727457203011728,"0,0,0"
25.833333333333332,283,AV,0,0,0,57,466.6387223384215,-1.3557118396259606,"0,0,0"
29.85,35,AV,1,0,0,68,2508.862052408416,-7.800992944207418,"0,0,0"
20.166666666666668,198,AV,1,0,0,49,783.8794127097556,-1.6466911273937574,"0,0,0"
25.666666666666668,264,AV,0,0,0,57,5784.369429856904,-15.565154378436862,"0,0,0"
24.466666666666665,232,AV,1,0,0,55,77.3205034620968,-0.197059894240205,"0,0,0"
16.35,146,AV,2,0,0,39,414.8251582270943,-0.70649909760552,"0,0,0"
25.066666666666666,28,AV,1,0,0,56,128.9705579675829,-0.33675645691535533,"0,0,0"
21.2,269,AV,2,0,0,50,642.8051709354133,-1.4195280858157044,"0,0,0"
29.65,3,AV,1,0,0,65,5031.906310169041,-15.541252301720005,"0,0,0"
17.783333333333335,182,AV,2,0,0,43,2356.6239767387897,-4.365482262465779,"0,0,0"
16.083333333333332,83,AV,0,0,0,43,1394.1294719570767,-2.4356509382614218,"0,0,0"
13.083333333333334,144,AV,1,0,0,36,343.40004820457364,-0.4680018018065804,"0,0,0"
28.533333333333335,148,AV,1,0,0,67,974.2582375089823,-2.895711983707253,"0,0,0"
