travel_time,id,kind,action,origin,destination,start_time,income,urgency,reward
25.866666666666667,150,AV,0,0,0,36,2458.2611968747465,0.1,-1.7507329866709482
5.033333333333333,99,AV,0,0,0,7,1614.9493849180149,0.3,-0.5836970088991968
26.2,117,AV,2,0,0,28,1880.1756700095973,0.4,-1.587878787878788
38.95,56,AV,2,0,0,60,1025.7249596144625,0.1,-2.360606060606061
10.316666666666666,188,AV,0,0,0,20,3097.4575811220984,0.4,-0.7705329651664049
45.2,177,AV,0,0,0,54,2946.490055333797,0.2,-2.8921180251872722
27.616666666666667,208,AV,0,0,0,38,3456.1529418207683,1.0,-1.8039399450862363
42.95,221,AV,2,0,0,60,4061.843573313689,0.2,-2.603030303030303
27.316666666666666,191,AV,1,0,0,52,3151.1733449572957,0.4,-1.6555555555555554
22.35,53,AV,1,0,0,46,1014.5614647146556,0.1,-1.3545454545454547
19.083333333333332,245,AV,1,0,0,44,4951.479839002994,0.3,-1.1565656565656566
20.716666666666665,253,AV,0,0,0,31,5480.041794665195,0.2,-1.3376717175961579
19.9,71,AV,1,0,0,41,1150.4391077840953,0.6,-1.206060606060606
48.916666666666664,247,AV,0,0,0,56,4968.170350229253,0.8,-3.0552230689650415
35.516666666666666,273,AV,1,0,0,68,7897.119961473183,0.1,-2.1525252525252525
18.283333333333335,85,AV,1,0,0,39,1434.4967426379471,0.5,-1.1080808080808082
28.45,103,AV,2,0,0,47,1653.1781197118603,0.5,-1.7242424242424241
15.033333333333333,284,AV,1,0,0,31,11049.706566164488,0.1,-0.9111111111111111
26.216666666666665,168,AV,1,0,0,54,2780.081336731352,0.7,-1.5888888888888888
62.65,34,AV,0,0,0,70,857.6590975250949,0.1,-4.321653690060359
23.566666666666666,261,AV,1,0,0,47,5899.132481879994,0.6,-1.4282828282828284
32.733333333333334,11,AV,2,0,0,48,626.2908344343901,0.3,-1.983838383838384
30.25,124,AV,2,0,0,43,1997.7276787447236,0.2,-1.8333333333333333
29.333333333333332,229,AV,0,0,0,39,4547.885280126284,0.1,-1.8767248646725254
33.416666666666664,166,AV,1,0,0,64,2761.3662775036096,0.9,-2.025252525252525
