timestep,10 veh – route0,10 veh – route2,100 veh – route0,100 veh – route2,200 veh – route0,200 veh – route2,300 veh – route0,300 veh – route1,300 veh – route2,400 veh – route0,400 veh – route1,400 veh – route2,500 veh – route0,500 veh – route1,500 veh – route2,600 veh – route0,600 veh – route1,600 veh – route2,700 veh – route0,700 veh – route1,700 veh – route2,800 veh – route0,800 veh – route1,800 veh – route2,900 veh – route0,900 veh – route1,900 veh – route2,1000 veh – route0,1000 veh – route1,1000 veh – route2,2000 veh – route0,2000 veh – route1,2000 veh – route2,5000 veh – route0,5000 veh – route1,5000 veh – route2,10000 veh – route0,10000 veh – route1,10000 veh – route2
365,194.500000,-1.000000,195.850000,312.580000,201.280000,315.350000,206.410000,203.320000,312.130000,209.810000,204.590000,303.670000,203.990000,206.360000,303.640000,210.230000,209.230000,307.560000,216.810000,211.640000,304.280000,222.100000,213.620000,306.870000,218.910000,217.540000,307.800000,221.930000,216.790000,311.160000,260.800000,242.430000,324.990000,276.920000,262.560000,333.920000,272.660000,254.390000,332.660000
366,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.460000,203.120000,312.130000,209.820000,204.590000,305.660000,204.110000,206.360000,305.050000,210.230000,209.230000,307.560000,216.570000,211.640000,305.540000,221.910000,213.620000,306.280000,219.250000,217.540000,307.800000,222.630000,216.690000,311.160000,260.800000,242.590000,325.320000,278.750000,263.410000,334.620000,272.660000,254.380000,332.660000
366,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.460000,203.120000,312.130000,209.820000,204.590000,305.660000,204.110000,206.360000,305.050000,210.230000,209.230000,307.560000,216.570000,211.640000,305.540000,221.910000,213.620000,306.280000,219.250000,217.540000,307.800000,222.630000,216.690000,311.160000,260.800000,242.590000,325.320000,278.750000,263.410000,334.620000,272.660000,254.380000,332.660000
366,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.460000,203.120000,312.130000,209.820000,204.590000,305.660000,204.110000,206.360000,305.050000,210.230000,209.230000,307.560000,216.570000,211.640000,305.540000,221.910000,213.620000,306.280000,219.250000,217.540000,307.800000,222.630000,216.690000,311.160000,260.800000,242.590000,325.320000,278.750000,263.410000,334.620000,272.660000,254.380000,332.660000
367,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.460000,203.120000,312.130000,209.820000,204.590000,305.660000,204.210000,206.410000,305.050000,210.230000,209.290000,307.560000,216.570000,211.640000,305.540000,221.910000,213.620000,306.280000,219.250000,217.520000,309.160000,223.260000,216.700000,311.160000,260.800000,242.590000,325.320000,280.000000,263.410000,335.120000,272.660000,254.380000,332.660000
368,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.460000,203.120000,308.690000,209.820000,204.890000,305.660000,204.210000,206.490000,305.050000,210.230000,209.340000,307.560000,217.030000,211.900000,306.890000,222.410000,213.530000,306.280000,219.910000,217.440000,308.560000,223.260000,216.680000,311.160000,261.710000,242.620000,325.910000,280.000000,263.930000,336.170000,272.640000,254.340000,333.630000
368,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.460000,203.120000,308.690000,209.820000,204.890000,305.660000,204.210000,206.490000,305.050000,210.230000,209.340000,307.560000,217.030000,211.900000,306.890000,222.410000,213.530000,306.280000,219.910000,217.440000,308.560000,223.260000,216.680000,311.160000,261.710000,242.620000,325.910000,280.000000,263.930000,336.170000,272.640000,254.340000,333.630000
368,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.460000,203.120000,308.690000,209.820000,204.890000,305.660000,204.210000,206.490000,305.050000,210.230000,209.340000,307.560000,217.030000,211.900000,306.890000,222.410000,213.530000,306.280000,219.910000,217.440000,308.560000,223.260000,216.680000,311.160000,261.710000,242.620000,325.910000,280.000000,263.930000,336.170000,272.640000,254.340000,333.630000
369,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.460000,203.120000,308.690000,209.820000,204.890000,305.660000,204.210000,206.490000,305.050000,210.130000,209.380000,306.620000,217.030000,212.180000,306.890000,222.410000,213.530000,306.280000,219.910000,217.440000,308.560000,223.260000,216.680000,311.160000,261.710000,242.560000,326.300000,281.250000,264.000000,336.170000,272.640000,254.340000,333.630000
370,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.350000,203.120000,307.820000,209.680000,204.890000,305.660000,204.210000,206.490000,305.050000,210.150000,209.420000,306.620000,217.020000,212.180000,307.790000,222.870000,213.530000,305.910000,219.800000,217.370000,309.450000,223.640000,216.640000,311.160000,261.710000,242.950000,326.300000,282.220000,264.030000,336.800000,272.640000,254.750000,334.360000
370,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.350000,203.120000,307.820000,209.680000,204.890000,305.660000,204.210000,206.490000,305.050000,210.150000,209.420000,306.620000,217.020000,212.180000,307.790000,222.870000,213.530000,305.910000,219.800000,217.370000,309.450000,223.640000,216.640000,311.160000,261.710000,242.950000,326.300000,282.220000,264.030000,336.800000,272.640000,254.750000,334.360000
370,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.350000,203.120000,307.820000,209.680000,204.890000,305.660000,204.210000,206.490000,305.050000,210.150000,209.420000,306.620000,217.020000,212.180000,307.790000,222.870000,213.530000,305.910000,219.800000,217.370000,309.450000,223.640000,216.640000,311.160000,261.710000,242.950000,326.300000,282.220000,264.030000,336.800000,272.640000,254.750000,334.360000
371,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.350000,203.120000,307.820000,209.680000,204.890000,305.310000,204.210000,206.490000,305.050000,210.150000,209.360000,306.620000,217.020000,212.190000,307.790000,223.050000,213.530000,305.910000,219.800000,217.270000,309.450000,223.640000,216.610000,311.160000,262.190000,242.950000,327.000000,282.220000,264.090000,336.800000,272.640000,254.750000,334.710000
372,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.800000,202.840000,307.820000,209.580000,204.890000,305.310000,204.370000,206.490000,305.610000,210.010000,209.420000,307.520000,217.020000,212.200000,307.790000,223.050000,213.500000,307.940000,221.730000,217.250000,309.450000,223.640000,216.540000,313.110000,262.670000,243.110000,327.470000,282.220000,264.900000,337.340000,272.640000,254.730000,335.170000
372,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.800000,202.840000,307.820000,209.580000,204.890000,305.310000,204.370000,206.490000,305.610000,210.010000,209.420000,307.520000,217.020000,212.200000,307.790000,223.050000,213.500000,307.940000,221.730000,217.250000,309.450000,223.640000,216.540000,313.110000,262.670000,243.110000,327.470000,282.220000,264.900000,337.340000,272.640000,254.730000,335.170000
372,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.800000,202.840000,307.820000,209.580000,204.890000,305.310000,204.370000,206.490000,305.610000,210.010000,209.420000,307.520000,217.020000,212.200000,307.790000,223.050000,213.500000,307.940000,221.730000,217.250000,309.450000,223.640000,216.540000,313.110000,262.670000,243.110000,327.470000,282.220000,264.900000,337.340000,272.640000,254.730000,335.170000
373,194.500000,-1.000000,195.850000,312.580000,201.500000,315.350000,206.800000,202.840000,307.820000,209.580000,204.890000,305.310000,204.370000,206.490000,305.610000,209.940000,209.420000,307.520000,217.020000,212.200000,307.790000,223.050000,213.500000,307.940000,221.730000,217.250000,310.310000,223.960000,216.540000,313.110000,262.670000,243.230000,327.680000,282.220000,264.900000,337.340000,272.640000,255.240000,335.170000
374,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.800000,202.840000,307.820000,209.430000,204.890000,304.270000,204.340000,206.490000,305.610000,209.940000,209.420000,308.520000,216.750000,212.200000,307.790000,223.920000,213.500000,309.110000,221.730000,217.160000,310.310000,225.080000,216.460000,314.580000,263.110000,243.230000,327.680000,282.700000,264.900000,337.800000,272.640000,255.520000,335.600000
374,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.800000,202.840000,307.820000,209.430000,204.890000,304.270000,204.340000,206.490000,305.610000,209.940000,209.420000,308.520000,216.750000,212.200000,307.790000,223.920000,213.500000,309.110000,221.730000,217.160000,310.310000,225.080000,216.460000,314.580000,263.110000,243.230000,327.680000,282.700000,264.900000,337.800000,272.640000,255.520000,335.600000
374,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.800000,202.840000,307.820000,209.430000,204.890000,304.270000,204.340000,206.490000,305.610000,209.940000,209.420000,308.520000,216.750000,212.200000,307.790000,223.920000,213.500000,309.110000,221.730000,217.160000,310.310000,225.080000,216.460000,314.580000,263.110000,243.230000,327.680000,282.700000,264.900000,337.800000,272.640000,255.520000,335.600000
375,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.800000,202.840000,307.820000,209.430000,204.890000,304.270000,204.340000,206.730000,305.610000,209.940000,209.420000,308.520000,216.760000,212.200000,307.790000,223.920000,213.500000,308.960000,221.590000,217.160000,309.340000,225.800000,216.330000,314.580000,263.110000,243.230000,328.490000,282.700000,264.900000,338.390000,273.890000,255.520000,335.600000
376,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.760000,202.840000,307.820000,209.090000,204.890000,304.270000,204.250000,206.930000,305.610000,210.050000,209.330000,308.520000,216.750000,212.080000,308.610000,223.920000,213.500000,308.960000,221.590000,217.160000,309.830000,226.480000,216.330000,314.940000,263.110000,243.900000,328.490000,283.650000,265.240000,339.460000,273.890000,256.130000,336.810000
376,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.760000,202.840000,307.820000,209.090000,204.890000,304.270000,204.250000,206.930000,305.610000,210.050000,209.330000,308.520000,216.750000,212.080000,308.610000,223.920000,213.500000,308.960000,221.590000,217.160000,309.830000,226.480000,216.330000,314.940000,263.110000,243.900000,328.490000,283.650000,265.240000,339.460000,273.890000,256.130000,336.810000
376,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.760000,202.840000,307.820000,209.090000,204.890000,304.270000,204.250000,206.930000,305.610000,210.050000,209.330000,308.520000,216.750000,212.080000,308.610000,223.920000,213.500000,308.960000,221.590000,217.160000,309.830000,226.480000,216.330000,314.940000,263.110000,243.900000,328.490000,283.650000,265.240000,339.460000,273.890000,256.130000,336.810000
377,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.760000,202.840000,307.820000,209.100000,204.890000,304.270000,204.250000,206.750000,305.610000,210.050000,209.330000,307.680000,216.670000,212.080000,308.610000,223.920000,213.500000,309.760000,221.590000,217.160000,309.830000,226.260000,216.330000,314.940000,263.110000,244.010000,329.050000,284.370000,265.240000,339.460000,273.890000,256.130000,336.810000
378,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.760000,202.610000,307.820000,209.100000,204.890000,304.270000,204.250000,206.750000,306.710000,210.050000,209.090000,308.760000,216.560000,212.020000,309.660000,223.920000,213.550000,309.750000,221.470000,217.120000,309.830000,226.260000,216.250000,314.940000,263.440000,244.450000,329.050000,285.570000,265.850000,339.850000,276.340000,256.460000,337.240000
378,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.760000,202.610000,307.820000,209.100000,204.890000,304.270000,204.250000,206.750000,306.710000,210.050000,209.090000,308.760000,216.560000,212.020000,309.660000,223.920000,213.550000,309.750000,221.470000,217.120000,309.830000,226.260000,216.250000,314.940000,263.440000,244.450000,329.050000,285.570000,265.850000,339.850000,276.340000,256.460000,337.240000
378,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.760000,202.610000,307.820000,209.100000,204.890000,304.270000,204.250000,206.750000,306.710000,210.050000,209.090000,308.760000,216.560000,212.020000,309.660000,223.920000,213.550000,309.750000,221.470000,217.120000,309.830000,226.260000,216.250000,314.940000,263.440000,244.450000,329.050000,285.570000,265.850000,339.850000,276.340000,256.460000,337.240000
379,194.500000,-1.000000,195.850000,312.580000,201.500000,311.230000,206.550000,202.610000,307.820000,209.100000,204.890000,304.270000,204.250000,206.750000,306.710000,210.020000,209.090000,308.760000,216.560000,212.020000,309.660000,223.920000,213.550000,310.710000,221.470000,217.120000,309.830000,226.010000,216.250000,314.940000,263.440000,244.800000,329.460000,285.570000,265.850000,339.850000,276.340000,256.460000,337.240000
380,194.500000,-1.000000,195.850000,312.580000,201.300000,313.080000,206.550000,202.610000,307.820000,209.100000,205.420000,304.270000,204.250000,206.750000,307.340000,210.020000,209.090000,308.360000,216.620000,212.020000,310.040000,223.920000,213.650000,310.710000,221.470000,217.120000,309.830000,225.820000,216.250000,314.920000,263.440000,244.910000,329.710000,285.570000,265.850000,340.350000,278.040000,256.700000,338.240000
380,194.500000,-1.000000,195.850000,312.580000,201.300000,313.080000,206.550000,202.610000,307.820000,209.100000,205.420000,304.270000,204.250000,206.750000,307.340000,210.020000,209.090000,308.360000,216.620000,212.020000,310.040000,223.920000,213.650000,310.710000,221.470000,217.120000,309.830000,225.820000,216.250000,314.920000,263.440000,244.910000,329.710000,285.570000,265.850000,340.350000,278.040000,256.700000,338.240000
380,194.500000,-1.000000,195.850000,312.580000,201.300000,313.080000,206.550000,202.610000,307.820000,209.100000,205.420000,304.270000,204.250000,206.750000,307.340000,210.020000,209.090000,308.360000,216.620000,212.020000,310.040000,223.920000,213.650000,310.710000,221.470000,217.120000,309.830000,225.820000,216.250000,314.920000,263.440000,244.910000,329.710000,285.570000,265.850000,340.350000,278.040000,256.700000,338.240000
381,194.500000,-1.000000,195.850000,312.580000,201.300000,313.080000,206.550000,202.610000,307.820000,209.120000,205.420000,304.270000,204.440000,207.010000,307.540000,210.020000,209.090000,308.360000,216.620000,212.020000,310.040000,224.370000,213.650000,310.710000,221.470000,217.120000,309.830000,225.820000,216.250000,314.920000,263.440000,244.910000,329.710000,285.570000,265.850000,340.650000,278.170000,256.960000,338.240000
382,194.500000,-1.000000,195.850000,312.580000,200.720000,312.380000,206.550000,202.870000,304.970000,209.120000,205.420000,304.270000,204.320000,207.300000,307.540000,210.020000,209.090000,308.360000,216.620000,212.020000,309.490000,225.250000,213.650000,310.710000,221.470000,217.090000,309.830000,225.820000,216.230000,315.320000,263.440000,244.910000,330.110000,286.780000,265.900000,341.060000,278.170000,257.460000,339.410000
382,194.500000,-1.000000,195.850000,312.580000,200.720000,312.380000,206.550000,202.870000,304.970000,209.120000,205.420000,304.270000,204.320000,207.300000,307.540000,210.020000,209.090000,308.360000,216.620000,212.020000,309.490000,225.250000,213.650000,310.710000,221.470000,217.090000,309.830000,225.820000,216.230000,315.320000,263.440000,244.910000,330.110000,286.780000,265.900000,341.060000,278.170000,257.460000,339.410000
382,194.500000,-1.000000,195.850000,312.580000,200.720000,312.380000,206.550000,202.870000,304.970000,209.120000,205.420000,304.270000,204.320000,207.300000,307.540000,210.020000,209.090000,308.360000,216.620000,212.020000,309.490000,225.250000,213.650000,310.710000,221.470000,217.090000,309.830000,225.820000,216.230000,315.320000,263.440000,244.910000,330.110000,286.780000,265.900000,341.060000,278.170000,257.460000,339.410000
383,194.500000,-1.000000,195.850000,312.580000,200.720000,312.380000,206.550000,202.870000,304.970000,209.120000,205.420000,304.270000,204.480000,207.300000,307.150000,210.020000,209.090000,308.360000,216.620000,212.170000,310.580000,225.250000,213.710000,310.710000,221.470000,216.900000,309.830000,225.820000,216.290000,315.550000,263.440000,244.910000,330.110000,286.780000,265.900000,341.520000,279.420000,257.460000,339.410000
384,194.500000,307.000000,195.850000,312.580000,200.720000,312.380000,206.600000,203.450000,304.970000,209.030000,205.640000,304.270000,204.480000,207.300000,307.800000,210.020000,209.090000,308.360000,216.620000,212.170000,309.970000,225.670000,213.810000,310.710000,221.470000,216.900000,309.730000,225.820000,216.380000,315.770000,263.440000,245.770000,330.430000,286.780000,267.150000,342.650000,279.570000,257.450000,340.340000
384,194.500000,307.000000,195.850000,312.580000,200.720000,312.380000,206.600000,203.450000,304.970000,209.030000,205.640000,304.270000,204.480000,207.300000,307.800000,210.020000,209.090000,308.360000,216.620000,212.170000,309.970000,225.670000,213.810000,310.710000,221.470000,216.900000,309.730000,225.820000,216.380000,315.770000,263.440000,245.770000,330.430000,286.780000,267.150000,342.650000,279.570000,257.450000,340.340000
384,194.500000,307.000000,195.850000,312.580000,200.720000,312.380000,206.600000,203.450000,304.970000,209.030000,205.640000,304.270000,204.480000,207.300000,307.800000,210.020000,209.090000,308.360000,216.620000,212.170000,309.970000,225.670000,213.810000,310.710000,221.470000,216.900000,309.730000,225.820000,216.380000,315.770000,263.440000,245.770000,330.430000,286.780000,267.150000,342.650000,279.570000,257.450000,340.340000
385,194.500000,307.000000,195.850000,312.710000,200.720000,312.380000,206.600000,203.450000,307.420000,209.030000,205.640000,305.410000,204.440000,207.300000,307.800000,210.020000,209.090000,308.490000,216.620000,212.130000,309.970000,226.030000,213.810000,310.710000,221.470000,216.900000,309.730000,225.820000,216.380000,315.770000,263.440000,245.770000,330.430000,286.780000,267.150000,342.650000,279.570000,257.470000,340.340000
386,194.500000,307.000000,195.850000,312.710000,200.720000,312.380000,206.600000,203.450000,307.420000,209.030000,205.870000,305.410000,204.570000,207.480000,307.800000,209.900000,209.360000,308.490000,216.620000,212.010000,309.970000,225.690000,213.810000,310.710000,222.190000,216.860000,310.830000,225.820000,216.380000,315.770000,263.860000,246.130000,330.430000,287.260000,267.130000,343.230000,279.570000,257.470000,340.920000
386,194.500000,307.000000,195.850000,312.710000,200.720000,312.380000,206.600000,203.450000,307.420000,209.030000,205.870000,305.410000,204.570000,207.480000,307.800000,209.900000,209.360000,308.490000,216.620000,212.010000,309.970000,225.690000,213.810000,310.710000,222.190000,216.860000,310.830000,225.820000,216.380000,315.770000,263.860000,246.130000,330.430000,287.260000,267.130000,343.230000,279.570000,257.470000,340.920000
386,194.500000,307.000000,195.850000,312.710000,200.720000,312.380000,206.600000,203.450000,307.420000,209.030000,205.870000,305.410000,204.570000,207.480000,307.800000,209.900000,209.360000,308.490000,216.620000,212.010000,309.970000,225.690000,213.810000,310.710000,222.190000,216.860000,310.830000,225.820000,216.380000,315.770000,263.860000,246.130000,330.430000,287.260000,267.130000,343.230000,279.570000,257.470000,340.920000
387,194.500000,307.000000,195.850000,312.710000,200.720000,312.380000,206.600000,203.450000,307.420000,209.030000,205.870000,305.410000,204.510000,207.400000,307.800000,209.900000,209.360000,308.490000,216.620000,212.010000,309.970000,225.690000,213.810000,310.710000,222.190000,216.810000,310.930000,225.820000,216.380000,315.770000,263.860000,246.130000,330.430000,287.260000,267.410000,343.760000,279.950000,257.460000,340.920000
388,194.500000,307.000000,195.850000,312.710000,200.760000,312.380000,206.490000,203.450000,307.420000,209.030000,205.870000,305.410000,204.460000,207.400000,307.050000,209.900000,209.360000,308.490000,216.600000,212.010000,310.510000,225.690000,213.810000,310.710000,222.190000,216.860000,311.860000,225.820000,216.400000,316.530000,263.860000,247.070000,331.290000,287.260000,267.720000,344.750000,279.950000,257.460000,341.830000
388,194.500000,307.000000,195.850000,312.710000,200.760000,312.380000,206.490000,203.450000,307.420000,209.030000,205.870000,305.410000,204.460000,207.400000,307.050000,209.900000,209.360000,308.490000,216.600000,212.010000,310.510000,225.690000,213.810000,310.710000,222.190000,216.860000,311.860000,225.820000,216.400000,316.530000,263.860000,247.070000,331.290000,287.260000,267.720000,344.750000,279.950000,257.460000,341.830000
388,194.500000,307.000000,195.850000,312.710000,200.760000,312.380000,206.490000,203.450000,307.420000,209.030000,205.870000,305.410000,204.460000,207.400000,307.050000,209.900000,209.360000,308.490000,216.600000,212.010000,310.510000,225.690000,213.810000,310.710000,222.190000,216.860000,311.860000,225.820000,216.400000,316.530000,263.860000,247.070000,331.290000,287.260000,267.720000,344.750000,279.950000,257.460000,341.830000
389,194.500000,307.000000,196.560000,312.710000,200.760000,312.380000,206.490000,203.450000,307.420000,209.030000,205.870000,305.410000,204.460000,207.400000,307.050000,209.900000,209.360000,308.240000,216.600000,212.010000,310.510000,225.690000,213.850000,310.240000,222.190000,216.720000,311.860000,225.820000,216.400000,316.530000,264.280000,247.070000,331.290000,287.260000,267.720000,344.750000,279.950000,257.460000,341.830000
390,194.500000,307.000000,196.560000,312.710000,200.760000,312.430000,206.710000,203.450000,307.420000,209.030000,205.870000,305.410000,204.460000,207.560000,307.270000,209.890000,209.360000,308.240000,216.700000,212.130000,310.350000,225.690000,213.930000,310.240000,222.160000,216.760000,312.250000,225.920000,216.460000,315.760000,265.470000,247.460000,331.780000,287.260000,267.710000,345.780000,279.950000,257.440000,342.770000
390,194.500000,307.000000,196.560000,312.710000,200.760000,312.430000,206.710000,203.450000,307.420000,209.030000,205.870000,305.410000,204.460000,207.560000,307.270000,209.890000,209.360000,308.240000,216.700000,212.130000,310.350000,225.690000,213.930000,310.240000,222.160000,216.760000,312.250000,225.920000,216.460000,315.760000,265.470000,247.460000,331.780000,287.260000,267.710000,345.780000,279.950000,257.440000,342.770000
390,194.500000,307.000000,196.560000,312.710000,200.760000,312.430000,206.710000,203.450000,307.420000,209.030000,205.870000,305.410000,204.460000,207.560000,307.270000,209.890000,209.360000,308.240000,216.700000,212.130000,310.350000,225.690000,213.930000,310.240000,222.160000,216.760000,312.250000,225.920000,216.460000,315.760000,265.470000,247.460000,331.780000,287.260000,267.710000,345.780000,279.950000,257.440000,342.770000
391,194.500000,307.000000,196.560000,312.710000,200.760000,312.430000,206.710000,203.450000,307.420000,208.880000,205.870000,305.410000,204.460000,207.800000,306.560000,209.890000,209.360000,308.240000,216.700000,212.130000,310.350000,225.690000,213.930000,310.240000,222.160000,216.810000,312.250000,225.920000,216.560000,315.760000,265.470000,247.460000,331.780000,287.260000,267.710000,345.780000,279.950000,257.740000,342.770000
392,194.500000,307.000000,196.560000,312.710000,200.760000,308.630000,206.710000,203.490000,307.420000,208.880000,205.830000,305.410000,204.460000,207.800000,306.560000,209.590000,209.360000,308.430000,216.460000,212.130000,310.630000,225.690000,213.980000,310.240000,222.160000,216.810000,312.250000,225.920000,216.560000,315.760000,265.590000,247.820000,332.190000,287.260000,267.710000,346.580000,279.950000,258.880000,343.270000
392,194.500000,307.000000,196.560000,312.710000,200.760000,308.630000,206.710000,203.490000,307.420000,208.880000,205.830000,305.410000,204.460000,207.800000,306.560000,209.590000,209.360000,308.430000,216.460000,212.130000,310.630000,225.690000,213.980000,310.240000,222.160000,216.810000,312.250000,225.920000,216.560000,315.760000,265.590000,247.820000,332.190000,287.260000,267.710000,346.580000,279.950000,258.880000,343.270000
392,194.500000,307.000000,196.560000,312.710000,200.760000,308.630000,206.710000,203.490000,307.420000,208.880000,205.830000,305.410000,204.460000,207.800000,306.560000,209.590000,209.360000,308.430000,216.460000,212.130000,310.630000,225.690000,213.980000,310.240000,222.160000,216.810000,312.250000,225.920000,216.560000,315.760000,265.590000,247.820000,332.190000,287.260000,267.710000,346.580000,279.950000,258.880000,343.270000
393,194.500000,307.000000,196.560000,312.710000,200.760000,308.630000,206.710000,203.490000,307.420000,208.880000,205.950000,304.830000,204.460000,207.770000,306.560000,209.590000,209.360000,308.430000,216.460000,212.220000,310.630000,225.690000,213.980000,310.240000,222.160000,216.810000,312.250000,225.920000,216.560000,315.760000,265.590000,248.530000,332.420000,287.260000,267.700000,346.580000,279.950000,258.880000,343.270000
394,194.500000,307.000000,196.560000,312.710000,200.760000,309.500000,206.720000,203.260000,307.420000,208.880000,205.950000,305.850000,204.320000,207.810000,306.560000,210.030000,209.560000,309.720000,216.460000,212.200000,310.630000,226.270000,213.980000,310.240000,222.160000,216.810000,312.250000,226.270000,216.560000,315.760000,265.590000,248.660000,333.000000,287.260000,268.280000,347.480000,279.950000,258.850000,343.600000
394,194.500000,307.000000,196.560000,312.710000,200.760000,309.500000,206.720000,203.260000,307.420000,208.880000,205.950000,305.850000,204.320000,207.810000,306.560000,210.030000,209.560000,309.720000,216.460000,212.200000,310.630000,226.270000,213.980000,310.240000,222.160000,216.810000,312.250000,226.270000,216.560000,315.760000,265.590000,248.660000,333.000000,287.260000,268.280000,347.480000,279.950000,258.850000,343.600000
394,194.500000,307.000000,196.560000,312.710000,200.760000,309.500000,206.720000,203.260000,307.420000,208.880000,205.950000,305.850000,204.320000,207.810000,306.560000,210.030000,209.560000,309.720000,216.460000,212.200000,310.630000,226.270000,213.980000,310.240000,222.160000,216.810000,312.250000,226.270000,216.560000,315.760000,265.590000,248.660000,333.000000,287.260000,268.280000,347.480000,279.950000,258.850000,343.600000
395,194.500000,307.000000,196.560000,312.710000,200.760000,309.500000,206.720000,203.260000,307.420000,208.880000,205.950000,305.850000,204.320000,207.810000,306.560000,210.030000,209.570000,309.720000,216.470000,212.200000,310.630000,226.270000,213.940000,310.240000,222.160000,216.810000,312.250000,226.270000,216.590000,315.910000,265.590000,248.660000,333.000000,287.260000,268.280000,347.480000,279.950000,258.850000,343.600000
396,194.500000,307.000000,196.560000,312.710000,200.760000,308.650000,206.720000,203.260000,307.420000,208.890000,205.950000,306.960000,204.320000,207.810000,305.920000,210.030000,210.080000,309.150000,216.420000,212.190000,310.630000,226.900000,213.870000,310.740000,222.160000,216.780000,312.210000,226.270000,216.800000,316.310000,266.720000,249.090000,333.540000,287.260000,268.950000,347.960000,280.070000,259.180000,343.850000
396,194.500000,307.000000,196.560000,312.710000,200.760000,308.650000,206.720000,203.260000,307.420000,208.890000,205.950000,306.960000,204.320000,207.810000,305.920000,210.030000,210.080000,309.150000,216.420000,212.190000,310.630000,226.900000,213.870000,310.740000,222.160000,216.780000,312.210000,226.270000,216.800000,316.310000,266.720000,249.090000,333.540000,287.260000,268.950000,347.960000,280.070000,259.180000,343.850000
396,194.500000,307.000000,196.560000,312.710000,200.760000,308.650000,206.720000,203.260000,307.420000,208.890000,205.950000,306.960000,204.320000,207.810000,305.920000,210.030000,210.080000,309.150000,216.420000,212.190000,310.630000,226.900000,213.870000,310.740000,222.160000,216.780000,312.210000,226.270000,216.800000,316.310000,266.720000,249.090000,333.540000,287.260000,268.950000,347.960000,280.070000,259.180000,343.850000
397,194.500000,307.000000,196.560000,312.710000,200.760000,308.650000,206.720000,203.260000,307.420000,208.890000,205.950000,307.730000,204.320000,207.810000,305.920000,210.020000,210.080000,309.150000,216.420000,212.190000,310.630000,226.580000,213.870000,310.740000,222.160000,216.780000,312.210000,226.270000,216.800000,316.350000,266.720000,249.350000,333.540000,287.260000,268.950000,348.400000,280.070000,259.190000,343.850000
398,194.500000,307.000000,196.560000,313.750000,200.760000,308.650000,206.280000,203.260000,304.930000,208.680000,205.950000,307.730000,204.320000,207.810000,305.980000,209.950000,209.990000,309.120000,216.360000,212.190000,310.630000,226.580000,213.830000,310.770000,222.160000,216.630000,312.210000,227.050000,216.800000,316.490000,266.720000,249.650000,333.910000,287.260000,268.920000,348.800000,280.070000,259.450000,344.920000
398,194.500000,307.000000,196.560000,313.750000,200.760000,308.650000,206.280000,203.260000,304.930000,208.680000,205.950000,307.730000,204.320000,207.810000,305.980000,209.950000,209.990000,309.120000,216.360000,212.190000,310.630000,226.580000,213.830000,310.770000,222.160000,216.630000,312.210000,227.050000,216.800000,316.490000,266.720000,249.650000,333.910000,287.260000,268.920000,348.800000,280.070000,259.450000,344.920000
398,194.500000,307.000000,196.560000,313.750000,200.760000,308.650000,206.280000,203.260000,304.930000,208.680000,205.950000,307.730000,204.320000,207.810000,305.980000,209.950000,209.990000,309.120000,216.360000,212.190000,310.630000,226.580000,213.830000,310.770000,222.160000,216.630000,312.210000,227.050000,216.800000,316.490000,266.720000,249.650000,333.910000,287.260000,268.920000,348.800000,280.070000,259.450000,344.920000
399,194.500000,307.000000,196.560000,313.750000,200.760000,308.650000,206.280000,203.430000,305.690000,208.680000,205.950000,307.730000,204.320000,207.810000,305.980000,209.950000,209.990000,309.120000,216.360000,212.190000,310.510000,226.580000,213.830000,310.770000,223.750000,216.630000,312.210000,227.050000,216.800000,316.490000,266.720000,249.650000,333.910000,288.230000,269.220000,349.220000,280.070000,259.760000,344.920000
