timestep,10 veh – route0,10 veh – route2,100 veh – route0,100 veh – route2,200 veh – route0,200 veh – route2,300 veh – route0,300 veh – route1,300 veh – route2,400 veh – route0,400 veh – route1,400 veh – route2,500 veh – route0,500 veh – route1,500 veh – route2,600 veh – route0,600 veh – route1,600 veh – route2,700 veh – route0,700 veh – route1,700 veh – route2,800 veh – route0,800 veh – route1,800 veh – route2,900 veh – route0,900 veh – route1,900 veh – route2,1000 veh – route0,1000 veh – route1,1000 veh – route2,2000 veh – route0,2000 veh – route1,2000 veh – route2,5000 veh – route0,5000 veh – route1,5000 veh – route2,10000 veh – route0,10000 veh – route1,10000 veh – route2
553,194.500000,307.000000,195.620000,308.590000,198.960000,306.500000,204.570000,204.220000,308.610000,207.210000,207.300000,310.660000,203.950000,208.380000,311.700000,207.310000,210.820000,314.410000,213.200000,212.400000,315.490000,247.470000,212.630000,317.570000,251.980000,215.840000,319.180000,252.530000,216.370000,320.250000,309.700000,266.420000,350.440000,335.460000,302.670000,388.150000,317.430000,285.760000,377.780000
554,194.500000,307.000000,195.620000,308.590000,198.960000,306.500000,204.570000,204.220000,308.700000,207.210000,207.300000,310.660000,203.950000,208.290000,311.940000,207.060000,210.760000,314.450000,213.200000,212.400000,315.490000,247.470000,212.580000,317.770000,251.980000,215.840000,319.170000,252.530000,216.360000,320.430000,309.700000,266.870000,350.440000,335.460000,302.670000,388.390000,317.430000,286.510000,377.870000
554,194.500000,307.000000,195.620000,308.590000,198.960000,306.500000,204.570000,204.220000,308.700000,207.210000,207.300000,310.660000,203.950000,208.290000,311.940000,207.060000,210.760000,314.450000,213.200000,212.400000,315.490000,247.470000,212.580000,317.770000,251.980000,215.840000,319.170000,252.530000,216.360000,320.430000,309.700000,266.870000,350.440000,335.460000,302.670000,388.390000,317.430000,286.510000,377.870000
554,194.500000,307.000000,195.620000,308.590000,198.960000,306.500000,204.570000,204.220000,308.700000,207.210000,207.300000,310.660000,203.950000,208.290000,311.940000,207.060000,210.760000,314.450000,213.200000,212.400000,315.490000,247.470000,212.580000,317.770000,251.980000,215.840000,319.170000,252.530000,216.360000,320.430000,309.700000,266.870000,350.440000,335.460000,302.670000,388.390000,317.430000,286.510000,377.870000
555,194.500000,307.000000,195.620000,308.590000,198.960000,306.500000,204.570000,204.220000,308.700000,207.210000,207.300000,310.660000,203.950000,208.290000,311.940000,207.020000,210.760000,314.450000,213.200000,212.400000,315.490000,247.470000,212.580000,317.770000,251.980000,215.840000,319.170000,252.530000,216.360000,320.430000,309.700000,266.870000,350.440000,335.790000,302.670000,388.390000,317.430000,286.510000,377.870000
556,194.500000,307.000000,195.620000,306.770000,199.070000,306.500000,204.570000,204.220000,308.910000,207.210000,207.280000,310.660000,203.950000,208.430000,311.940000,207.020000,210.760000,314.540000,213.200000,212.410000,315.490000,247.470000,212.580000,317.770000,252.510000,215.840000,318.950000,252.810000,216.360000,320.500000,309.700000,266.990000,350.550000,335.790000,303.010000,388.400000,317.620000,287.460000,378.040000
556,194.500000,307.000000,195.620000,306.770000,199.070000,306.500000,204.570000,204.220000,308.910000,207.210000,207.280000,310.660000,203.950000,208.430000,311.940000,207.020000,210.760000,314.540000,213.200000,212.410000,315.490000,247.470000,212.580000,317.770000,252.510000,215.840000,318.950000,252.810000,216.360000,320.500000,309.700000,266.990000,350.550000,335.790000,303.010000,388.400000,317.620000,287.460000,378.040000
556,194.500000,307.000000,195.620000,306.770000,199.070000,306.500000,204.570000,204.220000,308.910000,207.210000,207.280000,310.660000,203.950000,208.430000,311.940000,207.020000,210.760000,314.540000,213.200000,212.410000,315.490000,247.470000,212.580000,317.770000,252.510000,215.840000,318.950000,252.810000,216.360000,320.500000,309.700000,266.990000,350.550000,335.790000,303.010000,388.400000,317.620000,287.460000,378.040000
557,194.500000,307.000000,195.620000,306.770000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.660000,203.950000,208.430000,311.940000,206.950000,210.760000,314.560000,213.160000,212.410000,315.490000,247.470000,212.580000,317.770000,252.510000,215.840000,318.950000,252.810000,216.360000,320.500000,309.700000,266.990000,350.500000,335.790000,303.010000,388.400000,317.620000,287.460000,378.020000
558,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.660000,203.950000,208.430000,311.610000,206.950000,210.760000,314.560000,213.160000,212.410000,315.490000,247.470000,212.620000,318.060000,252.510000,215.750000,319.030000,252.840000,216.360000,320.630000,309.700000,266.820000,350.550000,335.790000,304.180000,389.090000,317.620000,289.250000,378.320000
558,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.660000,203.950000,208.430000,311.610000,206.950000,210.760000,314.560000,213.160000,212.410000,315.490000,247.470000,212.620000,318.060000,252.510000,215.750000,319.030000,252.840000,216.360000,320.630000,309.700000,266.820000,350.550000,335.790000,304.180000,389.090000,317.620000,289.250000,378.320000
558,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.660000,203.950000,208.430000,311.610000,206.950000,210.760000,314.560000,213.160000,212.410000,315.490000,247.470000,212.620000,318.060000,252.510000,215.750000,319.030000,252.840000,216.360000,320.630000,309.700000,266.820000,350.550000,335.790000,304.180000,389.090000,317.620000,289.250000,378.320000
559,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.660000,203.950000,208.430000,311.740000,206.950000,210.760000,314.560000,213.160000,212.410000,315.490000,247.470000,212.620000,318.060000,252.510000,215.750000,318.880000,252.840000,216.360000,320.630000,309.700000,266.820000,350.550000,336.640000,304.530000,389.410000,317.620000,289.250000,378.320000
560,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.660000,204.090000,208.430000,311.740000,206.950000,210.530000,314.560000,213.160000,212.410000,315.340000,247.470000,212.620000,318.150000,253.010000,215.750000,318.880000,252.710000,216.360000,320.630000,309.700000,266.640000,350.560000,336.640000,305.050000,389.730000,319.050000,290.020000,378.340000
560,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.660000,204.090000,208.430000,311.740000,206.950000,210.530000,314.560000,213.160000,212.410000,315.340000,247.470000,212.620000,318.150000,253.010000,215.750000,318.880000,252.710000,216.360000,320.630000,309.700000,266.640000,350.560000,336.640000,305.050000,389.730000,319.050000,290.020000,378.340000
560,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.660000,204.090000,208.430000,311.740000,206.950000,210.530000,314.560000,213.160000,212.410000,315.340000,247.470000,212.620000,318.150000,253.010000,215.750000,318.880000,252.710000,216.360000,320.630000,309.700000,266.640000,350.560000,336.640000,305.050000,389.730000,319.050000,290.020000,378.340000
561,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.660000,204.090000,208.430000,311.840000,206.950000,210.530000,314.510000,213.160000,212.410000,315.340000,247.470000,212.670000,318.150000,253.010000,215.750000,318.880000,253.500000,216.360000,320.360000,309.930000,266.550000,350.560000,336.640000,305.050000,389.990000,319.050000,290.020000,378.420000
562,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.970000,204.150000,208.430000,311.840000,206.980000,210.520000,313.900000,212.990000,212.410000,315.480000,247.200000,212.670000,318.430000,253.010000,215.750000,318.880000,253.390000,216.320000,320.290000,309.930000,266.480000,350.670000,339.420000,305.050000,390.310000,319.050000,290.040000,378.840000
562,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.970000,204.150000,208.430000,311.840000,206.980000,210.520000,313.900000,212.990000,212.410000,315.480000,247.200000,212.670000,318.430000,253.010000,215.750000,318.880000,253.390000,216.320000,320.290000,309.930000,266.480000,350.670000,339.420000,305.050000,390.310000,319.050000,290.040000,378.840000
562,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.970000,204.150000,208.430000,311.840000,206.980000,210.520000,313.900000,212.990000,212.410000,315.480000,247.200000,212.670000,318.430000,253.010000,215.750000,318.880000,253.390000,216.320000,320.290000,309.930000,266.480000,350.670000,339.420000,305.050000,390.310000,319.050000,290.040000,378.840000
563,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.510000,204.220000,308.910000,207.210000,207.280000,310.970000,204.110000,208.430000,311.840000,206.980000,210.520000,313.680000,213.050000,212.410000,315.480000,247.200000,212.600000,318.430000,253.010000,215.750000,318.880000,253.390000,216.340000,320.290000,309.930000,266.480000,350.670000,339.420000,305.050000,390.750000,319.260000,290.580000,378.950000
564,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.470000,204.220000,309.060000,207.210000,207.280000,310.970000,204.180000,208.570000,311.880000,206.980000,210.480000,313.650000,212.990000,212.420000,315.480000,247.200000,212.660000,318.590000,253.080000,215.690000,318.880000,253.390000,216.320000,320.290000,310.490000,266.380000,350.760000,341.120000,305.950000,390.870000,319.250000,290.860000,378.930000
564,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.470000,204.220000,309.060000,207.210000,207.280000,310.970000,204.180000,208.570000,311.880000,206.980000,210.480000,313.650000,212.990000,212.420000,315.480000,247.200000,212.660000,318.590000,253.080000,215.690000,318.880000,253.390000,216.320000,320.290000,310.490000,266.380000,350.760000,341.120000,305.950000,390.870000,319.250000,290.860000,378.930000
564,194.500000,307.000000,195.620000,306.600000,199.070000,306.500000,204.470000,204.220000,309.060000,207.210000,207.280000,310.970000,204.180000,208.570000,311.880000,206.980000,210.480000,313.650000,212.990000,212.420000,315.480000,247.200000,212.660000,318.590000,253.080000,215.690000,318.880000,253.390000,216.320000,320.290000,310.490000,266.380000,350.760000,341.120000,305.950000,390.870000,319.250000,290.860000,378.930000
565,194.500000,307.000000,195.620000,306.600000,199.020000,306.500000,204.470000,204.220000,309.060000,207.190000,207.280000,311.060000,204.180000,208.570000,311.880000,206.980000,210.480000,313.650000,212.990000,212.420000,315.480000,247.200000,212.660000,318.590000,253.080000,215.690000,318.880000,253.390000,216.320000,320.290000,310.490000,266.290000,350.760000,341.120000,305.950000,390.870000,320.410000,291.400000,379.060000
566,194.500000,307.000000,194.630000,307.310000,199.170000,306.500000,204.800000,204.220000,309.060000,207.080000,207.270000,311.060000,204.180000,208.570000,311.900000,206.930000,210.480000,313.650000,212.990000,212.420000,315.480000,247.200000,212.660000,318.550000,253.690000,215.690000,318.830000,254.260000,216.310000,320.210000,310.490000,266.200000,350.940000,342.740000,305.950000,391.230000,321.310000,291.400000,379.070000
566,194.500000,307.000000,194.630000,307.310000,199.170000,306.500000,204.800000,204.220000,309.060000,207.080000,207.270000,311.060000,204.180000,208.570000,311.900000,206.930000,210.480000,313.650000,212.990000,212.420000,315.480000,247.200000,212.660000,318.550000,253.690000,215.690000,318.830000,254.260000,216.310000,320.210000,310.490000,266.200000,350.940000,342.740000,305.950000,391.230000,321.310000,291.400000,379.070000
566,194.500000,307.000000,194.630000,307.310000,199.170000,306.500000,204.800000,204.220000,309.060000,207.080000,207.270000,311.060000,204.180000,208.570000,311.900000,206.930000,210.480000,313.650000,212.990000,212.420000,315.480000,247.200000,212.660000,318.550000,253.690000,215.690000,318.830000,254.260000,216.310000,320.210000,310.490000,266.200000,350.940000,342.740000,305.950000,391.230000,321.310000,291.400000,379.070000
567,194.500000,307.000000,194.630000,307.310000,199.170000,306.500000,204.800000,204.220000,309.060000,207.080000,207.270000,311.060000,204.180000,208.570000,311.900000,206.930000,210.480000,313.650000,212.990000,212.420000,315.480000,247.200000,212.660000,318.470000,253.690000,215.620000,318.830000,254.260000,216.310000,320.210000,310.490000,266.320000,350.940000,343.800000,305.950000,391.460000,321.240000,292.460000,379.350000
568,194.500000,307.000000,194.630000,307.310000,199.170000,306.500000,204.560000,204.560000,308.860000,207.080000,207.270000,311.060000,204.150000,208.650000,311.860000,206.930000,210.480000,313.410000,212.910000,212.460000,315.520000,247.200000,212.840000,318.480000,253.690000,215.620000,318.830000,255.110000,216.310000,320.210000,310.510000,266.330000,351.230000,343.800000,306.200000,391.620000,321.480000,292.680000,379.380000
568,194.500000,307.000000,194.630000,307.310000,199.170000,306.500000,204.560000,204.560000,308.860000,207.080000,207.270000,311.060000,204.150000,208.650000,311.860000,206.930000,210.480000,313.410000,212.910000,212.460000,315.520000,247.200000,212.840000,318.480000,253.690000,215.620000,318.830000,255.110000,216.310000,320.210000,310.510000,266.330000,351.230000,343.800000,306.200000,391.620000,321.480000,292.680000,379.380000
568,194.500000,307.000000,194.630000,307.310000,199.170000,306.500000,204.560000,204.560000,308.860000,207.080000,207.270000,311.060000,204.150000,208.650000,311.860000,206.930000,210.480000,313.410000,212.910000,212.460000,315.520000,247.200000,212.840000,318.480000,253.690000,215.620000,318.830000,255.110000,216.310000,320.210000,310.510000,266.330000,351.230000,343.800000,306.200000,391.620000,321.480000,292.680000,379.380000
569,194.500000,307.000000,194.630000,307.310000,199.170000,306.500000,204.560000,204.560000,308.860000,207.020000,207.270000,311.060000,204.150000,208.650000,311.860000,206.930000,210.590000,313.410000,212.840000,212.460000,315.520000,247.730000,212.840000,318.480000,253.690000,215.630000,318.830000,255.110000,216.280000,320.210000,310.510000,266.330000,351.230000,343.800000,306.200000,391.920000,321.990000,292.680000,379.530000
570,194.500000,307.000000,194.630000,307.310000,199.170000,306.100000,204.560000,204.680000,308.860000,207.020000,207.270000,311.150000,204.150000,208.650000,311.860000,206.930000,210.600000,313.630000,212.810000,212.460000,315.460000,247.550000,212.800000,318.480000,254.290000,215.630000,318.830000,255.060000,216.280000,320.210000,311.360000,266.630000,351.420000,343.800000,306.710000,392.470000,321.990000,293.580000,379.580000
570,194.500000,307.000000,194.630000,307.310000,199.170000,306.100000,204.560000,204.680000,308.860000,207.020000,207.270000,311.150000,204.150000,208.650000,311.860000,206.930000,210.600000,313.630000,212.810000,212.460000,315.460000,247.550000,212.800000,318.480000,254.290000,215.630000,318.830000,255.060000,216.280000,320.210000,311.360000,266.630000,351.420000,343.800000,306.710000,392.470000,321.990000,293.580000,379.580000
570,194.500000,307.000000,194.630000,307.310000,199.170000,306.100000,204.560000,204.680000,308.860000,207.020000,207.270000,311.150000,204.150000,208.650000,311.860000,206.930000,210.600000,313.630000,212.810000,212.460000,315.460000,247.550000,212.800000,318.480000,254.290000,215.630000,318.830000,255.060000,216.280000,320.210000,311.360000,266.630000,351.420000,343.800000,306.710000,392.470000,321.990000,293.580000,379.580000
571,194.500000,307.000000,194.630000,307.310000,199.170000,306.100000,204.490000,204.680000,308.860000,207.020000,207.250000,311.150000,204.150000,208.650000,311.860000,206.930000,210.600000,313.630000,212.810000,212.430000,315.460000,247.550000,212.800000,318.630000,254.290000,215.560000,318.830000,255.060000,216.280000,320.210000,311.590000,266.930000,351.420000,345.220000,306.710000,392.470000,321.990000,293.730000,379.970000
572,194.500000,307.000000,194.630000,307.310000,199.020000,306.530000,204.710000,204.680000,308.860000,206.940000,207.250000,311.150000,204.150000,208.650000,312.030000,206.930000,210.600000,313.720000,212.810000,212.430000,315.500000,247.550000,212.800000,318.630000,254.290000,215.560000,318.840000,254.920000,216.230000,320.210000,311.590000,266.960000,351.790000,345.630000,307.260000,392.640000,321.990000,294.240000,380.240000
572,194.500000,307.000000,194.630000,307.310000,199.020000,306.530000,204.710000,204.680000,308.860000,206.940000,207.250000,311.150000,204.150000,208.650000,312.030000,206.930000,210.600000,313.720000,212.810000,212.430000,315.500000,247.550000,212.800000,318.630000,254.290000,215.560000,318.840000,254.920000,216.230000,320.210000,311.590000,266.960000,351.790000,345.630000,307.260000,392.640000,321.990000,294.240000,380.240000
572,194.500000,307.000000,194.630000,307.310000,199.020000,306.530000,204.710000,204.680000,308.860000,206.940000,207.250000,311.150000,204.150000,208.650000,312.030000,206.930000,210.600000,313.720000,212.810000,212.430000,315.500000,247.550000,212.800000,318.630000,254.290000,215.560000,318.840000,254.920000,216.230000,320.210000,311.590000,266.960000,351.790000,345.630000,307.260000,392.640000,321.990000,294.240000,380.240000
573,194.500000,307.000000,194.630000,307.310000,199.020000,306.530000,204.710000,204.680000,308.860000,206.940000,207.280000,311.340000,204.150000,208.760000,312.030000,206.930000,210.600000,313.720000,212.810000,212.430000,315.030000,247.550000,212.800000,318.630000,254.290000,215.560000,318.840000,254.920000,216.230000,320.210000,312.910000,266.960000,351.830000,345.630000,307.320000,392.760000,321.990000,295.100000,380.240000
574,194.500000,307.000000,194.630000,307.310000,199.020000,306.530000,204.720000,204.490000,308.860000,206.940000,207.280000,311.370000,204.150000,208.770000,312.470000,206.930000,210.580000,313.720000,212.730000,212.370000,315.160000,247.550000,212.770000,318.270000,254.290000,215.680000,318.970000,254.920000,216.230000,320.120000,313.450000,266.970000,351.870000,345.630000,308.000000,392.910000,321.990000,295.100000,380.280000
574,194.500000,307.000000,194.630000,307.310000,199.020000,306.530000,204.720000,204.490000,308.860000,206.940000,207.280000,311.370000,204.150000,208.770000,312.470000,206.930000,210.580000,313.720000,212.730000,212.370000,315.160000,247.550000,212.770000,318.270000,254.290000,215.680000,318.970000,254.920000,216.230000,320.120000,313.450000,266.970000,351.870000,345.630000,308.000000,392.910000,321.990000,295.100000,380.280000
574,194.500000,307.000000,194.630000,307.310000,199.020000,306.530000,204.720000,204.490000,308.860000,206.940000,207.280000,311.370000,204.150000,208.770000,312.470000,206.930000,210.580000,313.720000,212.730000,212.370000,315.160000,247.550000,212.770000,318.270000,254.290000,215.680000,318.970000,254.920000,216.230000,320.120000,313.450000,266.970000,351.870000,345.630000,308.000000,392.910000,321.990000,295.100000,380.280000
575,194.500000,307.000000,194.630000,307.310000,199.020000,306.530000,204.720000,204.490000,308.860000,206.940000,207.280000,311.370000,204.150000,208.770000,312.470000,206.930000,210.580000,313.720000,212.730000,212.370000,315.160000,247.550000,212.780000,318.270000,254.290000,215.680000,318.970000,254.920000,216.200000,320.120000,313.450000,266.970000,351.970000,345.630000,308.250000,393.020000,321.990000,295.100000,380.450000
576,194.500000,307.000000,194.630000,307.310000,199.090000,306.530000,204.720000,204.570000,309.230000,206.940000,207.290000,311.500000,204.150000,208.770000,312.470000,206.930000,210.580000,313.720000,212.730000,212.370000,315.160000,247.550000,212.780000,318.340000,254.290000,215.750000,319.030000,254.920000,216.170000,320.140000,313.600000,266.970000,352.010000,346.350000,308.250000,393.100000,321.990000,296.030000,380.610000
576,194.500000,307.000000,194.630000,307.310000,199.090000,306.530000,204.720000,204.570000,309.230000,206.940000,207.290000,311.500000,204.150000,208.770000,312.470000,206.930000,210.580000,313.720000,212.730000,212.370000,315.160000,247.550000,212.780000,318.340000,254.290000,215.750000,319.030000,254.920000,216.170000,320.140000,313.600000,266.970000,352.010000,346.350000,308.250000,393.100000,321.990000,296.030000,380.610000
576,194.500000,307.000000,194.630000,307.310000,199.090000,306.530000,204.720000,204.570000,309.230000,206.940000,207.290000,311.500000,204.150000,208.770000,312.470000,206.930000,210.580000,313.720000,212.730000,212.370000,315.160000,247.550000,212.780000,318.340000,254.290000,215.750000,319.030000,254.920000,216.170000,320.140000,313.600000,266.970000,352.010000,346.350000,308.250000,393.100000,321.990000,296.030000,380.610000
577,194.500000,307.000000,194.630000,307.310000,199.090000,306.530000,204.720000,204.850000,309.230000,206.940000,207.290000,311.500000,204.150000,208.770000,312.470000,206.930000,210.580000,313.720000,212.730000,212.370000,315.160000,247.550000,212.780000,318.340000,254.290000,215.620000,319.030000,255.760000,216.170000,320.140000,313.600000,266.970000,352.060000,347.720000,309.120000,393.540000,321.990000,296.170000,380.610000
578,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.850000,309.230000,206.940000,207.290000,311.500000,204.150000,208.770000,312.510000,206.950000,210.580000,313.720000,212.730000,212.370000,315.280000,247.550000,212.780000,318.340000,254.290000,215.600000,319.130000,256.600000,216.170000,320.360000,313.600000,267.360000,352.100000,347.720000,309.120000,393.720000,321.990000,296.620000,380.750000
578,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.850000,309.230000,206.940000,207.290000,311.500000,204.150000,208.770000,312.510000,206.950000,210.580000,313.720000,212.730000,212.370000,315.280000,247.550000,212.780000,318.340000,254.290000,215.600000,319.130000,256.600000,216.170000,320.360000,313.600000,267.360000,352.100000,347.720000,309.120000,393.720000,321.990000,296.620000,380.750000
578,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.850000,309.230000,206.940000,207.290000,311.500000,204.150000,208.770000,312.510000,206.950000,210.580000,313.720000,212.730000,212.370000,315.280000,247.550000,212.780000,318.340000,254.290000,215.600000,319.130000,256.600000,216.170000,320.360000,313.600000,267.360000,352.100000,347.720000,309.120000,393.720000,321.990000,296.620000,380.750000
579,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.850000,309.230000,206.940000,207.290000,311.500000,204.150000,208.780000,312.510000,206.930000,210.580000,313.870000,212.730000,212.370000,315.280000,247.550000,212.780000,318.300000,254.290000,215.600000,319.130000,256.600000,216.170000,320.420000,313.620000,267.360000,352.140000,348.900000,309.950000,393.780000,321.990000,296.710000,380.750000
580,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.850000,309.230000,206.950000,207.290000,311.500000,204.150000,208.780000,312.710000,206.930000,210.580000,313.870000,212.730000,212.370000,315.320000,248.130000,212.780000,318.300000,254.290000,215.590000,318.780000,257.460000,216.170000,320.420000,313.620000,267.360000,352.300000,348.900000,310.170000,393.820000,321.990000,297.330000,381.150000
580,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.850000,309.230000,206.950000,207.290000,311.500000,204.150000,208.780000,312.710000,206.930000,210.580000,313.870000,212.730000,212.370000,315.320000,248.130000,212.780000,318.300000,254.290000,215.590000,318.780000,257.460000,216.170000,320.420000,313.620000,267.360000,352.300000,348.900000,310.170000,393.820000,321.990000,297.330000,381.150000
580,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.850000,309.230000,206.950000,207.290000,311.500000,204.150000,208.780000,312.710000,206.930000,210.580000,313.870000,212.730000,212.370000,315.320000,248.130000,212.780000,318.300000,254.290000,215.590000,318.780000,257.460000,216.170000,320.420000,313.620000,267.360000,352.300000,348.900000,310.170000,393.820000,321.990000,297.330000,381.150000
581,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.610000,206.950000,207.290000,311.500000,204.150000,208.780000,312.710000,206.930000,210.580000,313.870000,212.730000,212.370000,315.320000,248.130000,212.840000,318.220000,254.290000,215.590000,318.780000,257.460000,216.170000,320.650000,313.620000,267.360000,352.320000,348.900000,310.170000,394.440000,321.990000,297.330000,381.150000
582,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.290000,311.500000,204.150000,208.780000,312.880000,206.930000,210.580000,313.870000,212.730000,212.370000,315.420000,248.130000,212.840000,318.160000,254.290000,215.590000,318.970000,257.460000,216.170000,320.730000,313.630000,267.280000,352.290000,348.520000,310.460000,394.720000,324.480000,298.190000,381.350000
582,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.290000,311.500000,204.150000,208.780000,312.880000,206.930000,210.580000,313.870000,212.730000,212.370000,315.420000,248.130000,212.840000,318.160000,254.290000,215.590000,318.970000,257.460000,216.170000,320.730000,313.630000,267.280000,352.290000,348.520000,310.460000,394.720000,324.480000,298.190000,381.350000
582,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.290000,311.500000,204.150000,208.780000,312.880000,206.930000,210.580000,313.870000,212.730000,212.370000,315.420000,248.130000,212.840000,318.160000,254.290000,215.590000,318.970000,257.460000,216.170000,320.730000,313.630000,267.280000,352.290000,348.520000,310.460000,394.720000,324.480000,298.190000,381.350000
583,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.290000,311.500000,204.150000,208.780000,312.880000,206.930000,210.580000,313.870000,212.730000,212.370000,315.420000,248.130000,212.840000,318.160000,254.290000,215.590000,318.970000,257.460000,216.170000,320.730000,313.630000,267.280000,352.290000,348.520000,311.060000,395.080000,324.480000,298.190000,381.350000
584,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.290000,311.120000,204.100000,208.780000,312.880000,207.060000,210.620000,313.870000,212.670000,212.350000,315.660000,248.130000,212.920000,318.160000,254.290000,215.570000,319.180000,257.560000,216.170000,320.730000,314.390000,267.710000,352.490000,349.000000,311.060000,395.080000,324.480000,298.580000,381.740000
584,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.290000,311.120000,204.100000,208.780000,312.880000,207.060000,210.620000,313.870000,212.670000,212.350000,315.660000,248.130000,212.920000,318.160000,254.290000,215.570000,319.180000,257.560000,216.170000,320.730000,314.390000,267.710000,352.490000,349.000000,311.060000,395.080000,324.480000,298.580000,381.740000
584,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.290000,311.120000,204.100000,208.780000,312.880000,207.060000,210.620000,313.870000,212.670000,212.350000,315.660000,248.130000,212.920000,318.160000,254.290000,215.570000,319.180000,257.560000,216.170000,320.730000,314.390000,267.710000,352.490000,349.000000,311.060000,395.080000,324.480000,298.580000,381.740000
585,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.290000,311.120000,204.100000,208.780000,312.880000,207.060000,210.620000,313.870000,212.670000,212.350000,315.660000,248.130000,212.920000,318.160000,254.290000,215.520000,319.180000,257.420000,216.170000,320.730000,314.390000,267.710000,352.490000,349.000000,311.060000,395.380000,324.480000,298.580000,381.740000
586,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.340000,311.120000,204.170000,208.780000,313.040000,207.040000,210.620000,313.870000,212.680000,212.300000,315.780000,248.130000,212.920000,318.300000,254.210000,215.520000,319.210000,257.420000,216.170000,320.750000,314.960000,268.140000,352.620000,348.670000,311.060000,395.460000,325.130000,299.710000,382.060000
586,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.340000,311.120000,204.170000,208.780000,313.040000,207.040000,210.620000,313.870000,212.680000,212.300000,315.780000,248.130000,212.920000,318.300000,254.210000,215.520000,319.210000,257.420000,216.170000,320.750000,314.960000,268.140000,352.620000,348.670000,311.060000,395.460000,325.130000,299.710000,382.060000
586,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.720000,204.950000,308.920000,206.950000,207.340000,311.120000,204.170000,208.780000,313.040000,207.040000,210.620000,313.870000,212.680000,212.300000,315.780000,248.130000,212.920000,318.300000,254.210000,215.520000,319.210000,257.420000,216.170000,320.750000,314.960000,268.140000,352.620000,348.670000,311.060000,395.460000,325.130000,299.710000,382.060000
587,194.500000,307.000000,194.630000,306.310000,199.090000,306.530000,204.560000,204.950000,308.920000,206.950000,207.340000,311.120000,204.190000,208.780000,313.040000,207.090000,210.730000,313.870000,212.680000,212.300000,316.070000,248.130000,212.920000,318.300000,254.210000,215.500000,318.940000,257.420000,216.210000,320.750000,316.380000,268.140000,352.730000,348.670000,311.060000,395.790000,325.130000,299.710000,382.120000
