travel_time,id,kind,action,bid_route_0,bid_route_1,bid_route_2,karma_balance,origin,destination,start_time,income,urgency,reward,observation,cost_table
76.65,217,AV,0,8,9,3,2,0,0,61,4705.31956239884,0.2,-15.330000000000002,"0.513558201058201,0.2707703703703704,0.3477760416666667,0.2,0.61,0.23248511663287746,10.0","0,0,0"
111.6,183,AV,0,9,8,5,4,0,0,92,9884.322174397852,0.2,-22.32,"0.5843666666666666,0.2562280701754386,0.3858076923076923,0.2,0.92,0.48837443728907737,13.0","0,0,0"
28.75,225,AV,2,1,2,4,3,0,0,17,3245.380745418587,0.2,-5.75,"0.7618776041666666,0.29608527131782936,0.3930454545454545,0.2,0.17,0.16035100509349434,7.0","0,0,0"
31.833333333333332,107,AV,1,2,5,1,17,0,0,84,6563.608435155774,0.2,-6.366666666666667,"0.47608666666666666,0.23618699186991868,0.32340598290598294,0.2,0.84,0.3243013045859485,22.0","0,0,0"
50.2,283,AV,2,2,1,2,12,0,0,97,948.3478854920526,0.3,-15.06,"0.4862547169811321,0.21735416666666663,0.34850450450450454,0.3,0.97,0.04685691712185437,12.0","0,0,0"
111.51666666666667,73,AV,0,7,7,6,0,0,0,93,3257.969850357721,0.3,-33.455,"0.5511338383838384,0.24990425531914898,0.3530308641975309,0.3,0.93,0.1609730201322744,7.0","0,0,0"
29.333333333333332,221,AV,2,3,0,1,9,0,0,25,4113.319853961603,0.1,-2.9333333333333336,"0.5214779411764705,0.25275416666666667,0.334203125,0.1,0.25,0.20323500525627752,9.0","0,0,0"
25.55,299,AV,2,3,0,5,0,0,0,19,1062.4074567339185,0.7,-17.884999999999998,"0.7102148148148149,0.2899583333333334,0.39785714285714285,0.7,0.19,0.052492486050087245,5.0","0,0,0"
40.35,211,AV,0,7,7,5,4,0,0,26,807.7368269013535,0.1,-4.035,"0.6332692307692309,0.25558518518518514,0.3670541666666666,0.1,0.26,0.039909465854662395,11.0","0,0,0"
56.06666666666667,194,AV,0,7,0,0,5,0,0,37,4569.840806868062,0.3,-16.82,"0.6329576719576719,0.26933888888888885,0.3608900709219858,0.3,0.37,0.22579124730834796,12.0","0,0,0"
54.0,99,AV,0,5,7,7,12,0,0,39,4227.85786318916,0.3,-16.2,"0.6385710382513661,0.26464999999999994,0.352965811965812,0.3,0.39,0.2088942133251532,17.0","0,0,0"
15.85,125,AV,1,3,4,2,1,0,0,8,1467.6871321740252,0.1,-1.585,"0.48786206896551726,0.2252051282051282,0.3102713178294573,0.1,0.08,0.07251694801576773,5.0","0,0,0"
38.18333333333333,156,AV,2,2,0,8,2,0,0,57,2574.4307659940623,0.2,-7.636666666666667,"0.630521212121212,0.2558953488372093,0.3536140350877192,0.2,0.57,0.12720004007342384,10.0","0,0,0"
43.583333333333336,8,AV,0,5,5,3,1,0,0,31,1234.5997004771,0.1,-4.358333333333333,"0.6954181818181817,0.2401031746031746,0.35657017543859654,0.1,0.31,0.06100033197617807,6.0","0,0,0"
66.25,79,AV,0,5,2,5,2,0,0,46,753.7709081553346,0.2,-13.25,"0.6263086419753087,0.2575891472868217,0.3737325581395348,0.2,0.46,0.03724306397749163,7.0","0,0,0"
21.616666666666667,278,AV,2,3,2,1,6,0,0,7,1723.69240549938,0.1,-2.1616666666666666,"0.7062265624999999,0.271125,0.38583796296296297,0.1,0.07,0.08516591160652838,6.0","0,0,0"
21.566666666666666,290,AV,2,1,0,0,5,0,0,2,2909.8477340427667,0.1,-2.1566666666666667,"0.5619775641025642,0.23172826086956527,0.34292063492063485,0.1,0.02,0.1437726557913017,5.0","0,0,0"
68.33333333333333,188,AV,0,4,4,0,1,0,0,49,1822.2981036688468,0.1,-6.833333333333333,"0.40895987654320975,0.2176259259259259,0.3171097560975609,0.1,0.49,0.09003792017801585,5.0","0,0,0"
46.666666666666664,102,AV,2,3,3,5,9,0,0,58,1564.4426034616197,0.3,-13.999999999999998,"0.623270202020202,0.2492291666666667,0.35781720430107533,0.3,0.58,0.07729753873417955,14.0","0,0,0"
80.13333333333334,248,AV,0,6,2,1,17,0,0,67,4635.813442599864,0.5,-40.06666666666667,"0.4384269005847953,0.20729268292682929,0.31357142857142856,0.5,0.67,0.22905088902009327,23.0","0,0,0"
101.06666666666666,223,AV,0,6,3,0,0,0,0,80,2022.4315636845977,0.4,-40.42666666666667,"0.5584234972677596,0.25091452991452995,0.3525458333333333,0.4,0.8,0.09992631355425287,6.0","0,0,0"
102.93333333333334,263,AV,0,9,5,1,10,0,0,82,3292.2479258152307,0.6,-61.76,"0.48409150326797395,0.20791085271317833,0.3247791666666667,0.6,0.82,0.16266666543415204,19.0","0,0,0"
27.733333333333334,103,AV,1,3,5,4,2,0,0,49,1888.2149669861096,0.6,-16.64,"0.5380584795321638,0.24731481481481482,0.3628558558558559,0.6,0.49,0.09329480623074009,7.0","0,0,0"
40.983333333333334,19,AV,2,2,0,1,6,0,0,68,1697.366940102563,0.1,-4.098333333333334,"0.5861833333333332,0.25649603174603175,0.3586535087719298,0.1,0.68,0.08386519678534977,6.0","0,0,0"
6.983333333333333,277,AV,0,4,0,5,4,0,0,2,1074.3823512953045,0.1,-0.6983333333333334,"0.678672514619883,0.2570816326530612,0.3411911764705882,0.1,0.02,0.05308415357061393,8.0","0,0,0"
38.53333333333333,10,AV,0,8,6,2,6,0,0,26,5960.007005011629,0.1,-3.8533333333333335,"0.6183961748633879,0.23422916666666668,0.3602150537634408,0.1,0.26,0.29447796378499097,14.0","0,0,0"
46.96666666666667,288,AV,2,2,0,1,10,0,0,91,5899.132481879994,0.3,-14.09,"0.6090819672131148,0.24652857142857143,0.362482905982906,0.3,0.91,0.29147021469961026,10.0","0,0,0"
47.233333333333334,184,AV,0,4,4,2,1,0,0,32,3531.3895067900216,0.4,-18.893333333333334,"0.5999597701149427,0.27582986111111113,0.35039215686274516,0.4,0.32,0.17448241091273348,5.0","0,0,0"
5.266666666666667,158,AV,0,8,1,6,1,0,0,2,857.6590975250949,0.6,-3.1599999999999997,"0.4356545454545455,0.23935185185185187,0.32511382113821136,0.6,0.02,0.04237607513690668,9.0","0,0,0"
36.61666666666667,247,AV,0,4,0,0,1,0,0,21,13460.811009378149,0.5,-18.308333333333334,"0.7307043010752688,0.2547254901960784,0.3570075757575758,0.5,0.21,0.6650851607394264,5.0","0,0,0"
45.1,66,AV,2,0,0,2,7,0,0,94,7592.14370769901,0.3,-13.53,"0.7048620689655174,0.2846708333333334,0.36118749999999994,0.3,0.94,0.37512020001424035,7.0","0,0,0"
76.51666666666667,224,AV,0,6,8,4,16,0,0,62,1541.4014724042315,0.2,-15.303333333333335,"0.6913045977011494,0.2728888888888889,0.3667929292929293,0.2,0.62,0.07615909957607497,22.0","0,0,0"
68.1,97,AV,0,6,3,9,4,0,0,49,5862.871835726062,0.1,-6.81,"0.7151666666666666,0.27863541666666664,0.367247619047619,0.1,0.49,0.28967861256961963,10.0","0,0,0"
63.15,293,AV,0,4,6,6,3,0,0,42,14297.77376075636,0.2,-12.63,"0.4850327380952381,0.2503796296296297,0.3453070175438597,0.2,0.42,0.7064386501870882,7.0","0,0,0"
96.11666666666666,13,AV,0,4,4,2,16,0,0,77,8139.327108000771,0.1,-9.611666666666666,"0.5103713450292398,0.24125999999999997,0.3321515151515151,0.1,0.77,0.40215598259005225,20.0","0,0,0"
32.8,5,AV,1,1,6,2,4,0,0,86,3032.1279287666234,0.2,-6.56,"0.45108469945355195,0.2267549019607843,0.3174518518518519,0.2,0.86,0.14981439747436257,10.0","0,0,0"
12.916666666666666,68,AV,1,2,5,9,6,0,0,2,8639.921150992108,0.5,-6.458333333333333,"0.6631060606060606,0.2711238095238095,0.3643333333333334,0.5,0.02,0.42688983178503276,11.0","0,0,0"
27.816666666666666,177,AV,2,3,0,4,7,0,0,23,1244.4027248274256,0.3,-8.344999999999999,"0.5177270114942529,0.21105092592592595,0.32516239316239315,0.3,0.23,0.06148468956958209,11.0","0,0,0"
22.45,168,AV,1,1,5,1,17,0,0,41,457.16351791608827,0.1,-2.245,"0.5268401360544218,0.21822072072072074,0.3362348484848485,0.1,0.41,0.02258799054422424,22.0","0,0,0"
12.183333333333334,2,AV,0,4,1,4,2,0,0,8,4660.29795945294,0.2,-2.436666666666667,"0.5722025641025641,0.24056837606837603,0.3419537037037037,0.2,0.08,0.23026064442157015,6.0","0,0,0"
30.516666666666666,40,AV,1,3,6,5,0,0,0,74,8689.506535985933,0.2,-6.1033333333333335,"0.5072532051282052,0.22842063492063489,0.31664529914529915,0.2,0.74,0.42933979588645044,6.0","0,0,0"
26.35,244,AV,0,5,9,7,4,0,0,15,4967.653125719208,0.2,-5.2700000000000005,"0.5173128205128205,0.23984420289855074,0.3284712643678161,0.2,0.15,0.24544675468029653,9.0","0,0,0"
30.916666666666668,60,AV,1,1,6,0,1,0,0,73,7336.658338656486,0.1,-3.091666666666667,"0.841641975308642,0.2926794871794872,0.3918578431372549,0.1,0.73,0.3624969243722426,7.0","0,0,0"
106.41666666666667,275,AV,0,8,0,3,7,0,0,86,943.1907669438916,0.2,-21.283333333333335,"0.5023258706467661,0.25750925925925927,0.3318828828828829,0.2,0.86,0.046602109070826375,15.0","0,0,0"
