travel_time,id,kind,action,origin,destination,start_time,income,urgency,reward,observation,cost_table
33.81666666666667,146,AV,1,0,0,49,2280.385817754286,1.0,-19.473496734947165,"0.16266666666666668,0.3257871794871795,0.2864333333333333,1.0,0.49,0.1126715743273096","0,0,0"
40.5,7,AV,1,0,0,64,546.8646928603165,0.3,-1.6778803076396074,"0.1955,0.3431243589743589,0.3514583333333334,0.3,0.64,0.027020035561031403","0,0,0"
54.05,111,AV,1,0,0,100,1661.9571573900298,0.6,-13.610421872262288,"0.10258333333333333,0.2929786967418546,0.31593333333333334,0.6,1.0,0.08211563496394797","0,0,0"
54.333333333333336,198,AV,1,0,0,97,3465.4556083993225,0.3,-14.264375357805292,"0.20233333333333334,0.31772222222222224,0.32075000000000004,0.3,0.97,0.17122468317412964","0,0,0"
15.0,288,AV,1,0,0,8,11185.875164713363,0.6,-25.42244355616673,"0.24191666666666667,0.3506300813008129,0.40926666666666667,0.6,0.08,0.5526828641120808","0,0,0"
53.583333333333336,61,AV,1,0,0,96,1022.032321197676,0.6,-8.29756038548113,"0.18066666666666667,0.3026002506265664,0.377,0.6,0.96,0.05049759112961852","0,0,0"
38.81666666666667,108,AV,1,0,0,61,1645.9523587482854,0.1,-1.613393536837019,"0.0,0.3408384615384616,0.3122666666666667,0.1,0.61,0.0813248539278105","0,0,0"
36.06666666666667,47,AV,1,0,0,52,912.6272274022258,0.2,-1.662395050587893,"0.22741666666666668,0.384223544973545,0.3738166666666667,0.2,0.52,0.04509199526010037","0,0,0"
46.516666666666666,231,AV,1,0,0,82,4639.089550420253,0.5,-27.246841193650937,"0.0525,0.34707657657657665,0.3299166666666667,0.5,0.82,0.22921275821911885","0,0,0"
39.15,213,AV,1,0,0,62,3898.759045987068,0.2,-7.7089099318380665,"0.1839166666666667,0.3442934472934473,0.33709090909090916,0.2,0.62,0.19263377109878843","0,0,0"
15.233333333333333,255,AV,0,0,0,34,5702.616109653807,0.3,-10.581049399272196,"0.1185,0.3615465116279071,0.38484999999999997,0.3,0.34,0.28176053800041856","0,0,0"
33.18333333333333,267,AV,1,0,0,50,6783.106781750961,0.4,-22.735969027720817,"0.14127777777777778,0.3450501253132833,0.3221666666666667,0.4,0.5,0.33514649757064985","0,0,0"
44.68333333333333,221,AV,1,0,0,77,4164.701887555128,0.2,-9.398624377554965,"0.16922222222222225,0.3351857506361323,0.3349722222222223,0.2,0.77,0.20577373996162773","0,0,0"
47.11666666666667,112,AV,1,0,0,81,1682.490559712908,0.4,-8.007408774929951,"0.07733333333333334,0.3569603174603175,0.3690416666666667,0.4,0.81,0.08313016976240285","0,0,0"
48.1,72,AV,1,0,0,85,1239.4416864014672,0.1,-1.505483462522994,"0.19441666666666665,0.35592156862745095,0.3732962962962963,0.1,0.85,0.0612395696405775","0,0,0"
19.95,45,AV,1,0,0,18,898.3728471886773,0.3,-1.3577680531374325,"0.2695,0.3845997474747475,0.3210952380952381,0.3,0.18,0.044387700641524724","0,0,0"
32.35,280,AV,1,0,0,47,8348.421721831439,0.1,-6.819985926799169,"0.14425000000000002,0.3177061403508772,0.30594444444444446,0.1,0.47,0.41248713758156286","0,0,0"
12.35,74,AV,1,0,0,3,1260.6549751070208,0.9,-3.538429305129933,"0.11861111111111113,0.3101979166666667,0.32575925925925925,0.9,0.03,0.0622876969427672","0,0,0"
53.93333333333333,212,AV,1,0,0,98,3822.7735841463273,0.1,-5.20643742352589,"0.1754444444444445,0.29375256410256406,0.2838333333333333,0.1,0.98,0.1888794056993337","0,0,0"
16.25,263,AV,1,0,0,8,6230.691172258436,0.1,-2.556786150232313,"0.3035,0.392297263681592,0.35679999999999995,0.1,0.08,0.3078521967905309","0,0,0"
43.36666666666667,283,AV,2,0,0,69,8987.822610831106,0.1,-9.842724929874805,"0.15158333333333335,0.3059746666666667,0.30966666666666665,0.1,0.69,0.4440792937110115","0,0,0"
34.666666666666664,279,AV,1,0,0,54,8333.728817076937,0.3,-21.886560529697004,"0.16149999999999998,0.2755067750677507,0.3352333333333333,0.3,0.54,0.4117611759055859","0,0,0"
23.733333333333334,294,AV,1,0,0,25,16390.717038727882,0.4,-39.29357081338133,"0.1215,0.31299626865671637,0.4046999999999999,0.4,0.25,0.8098488767684134","0,0,0"
14.383333333333333,30,AV,1,0,0,6,753.5670156580491,0.2,-0.5474144229906535,"0.08516666666666665,0.27124869791666667,0.2961666666666667,0.2,0.06,0.03723298985385701","0,0,0"
38.3,249,AV,1,0,0,60,5370.167679594476,0.2,-10.38774859234689,"0.11333333333333334,0.344076923076923,0.3255833333333334,0.2,0.6,0.26533459476493776","0,0,0"
44.65,137,AV,1,0,0,73,2142.030696222753,0.5,-12.07596850837701,"0.18383333333333332,0.35712073490813656,0.3725909090909091,0.5,0.73,0.10583558664582342","0,0,0"
37.28333333333333,51,AV,1,0,0,57,932.1411738504048,0.1,-0.8776093459189207,"0.18458333333333335,0.33568915343915345,0.331375,0.1,0.57,0.046056159767061025","0,0,0"
27.3,210,AV,1,0,0,33,3778.090807703549,0.2,-5.209185810621561,"0.10191666666666667,0.32128608923884516,0.30646296296296294,0.2,0.33,0.18667167456544997","0,0,0"
24.95,177,AV,1,0,0,28,2968.817229463249,0.4,-7.482019179303845,"0.14379166666666665,0.310925641025641,0.30797222222222226,0.4,0.28,0.1466862793696381","0,0,0"
32.71666666666667,37,AV,2,0,0,34,827.3783452591958,0.2,-1.3671243196496647,"0.20270833333333335,0.288496062992126,0.3353333333333333,0.2,0.34,0.040879933561629736","0,0,0"
11.7,46,AV,1,0,0,0,905.8209551718018,0.3,-0.8028867557204605,"0.2375,0.35997564102564106,0.326375,0.3,0.0,0.044755704180963","0,0,0"
48.6,207,AV,1,0,0,88,3630.005597296026,0.5,-22.275034347043793,"0.06933333333333333,0.35842731829573937,0.4032222222222222,0.5,0.88,0.17935493295913799","0,0,0"
31.6,76,AV,1,0,0,43,1275.6237969650936,0.1,-1.0179220198004284,"0.16149999999999998,0.3135644257703081,0.3254649122807018,0.1,0.43,0.06302729140588091","0,0,0"
52.1,125,AV,1,0,0,94,1963.0347272178835,0.4,-10.330718109904216,"0.13055555555555556,0.33789285714285716,0.31095,0.4,0.94,0.09699157548376398","0,0,0"
48.483333333333334,21,AV,1,0,0,86,640.5426603936758,0.6,-4.705400502740411,"0.2366666666666667,0.33779921259842516,0.31066666666666665,0.6,0.86,0.03164856990797825","0,0,0"
50.266666666666666,22,AV,1,0,0,87,658.4091024775607,0.2,-1.6715167113403395,"0.20550000000000002,0.29963671875,0.3090833333333333,0.2,0.87,0.032531332877974904","0,0,0"
51.083333333333336,144,AV,1,0,0,90,2255.9253983027734,0.3,-8.730317355805555,"0.11258333333333333,0.27364713541666663,0.33925,0.3,0.9,0.11146300955425625","0,0,0"
12.4,79,AV,1,0,0,3,1317.647826688136,1.0,-4.12596794215477,"0.17394444444444446,0.33100529100529097,0.3188333333333333,1.0,0.03,0.06510365653304864","0,0,0"
16.95,16,AV,0,0,0,41,614.9217871931492,0.1,-4.2632051589122195,"0.18441666666666667,0.3635597222222222,0.3501458333333333,0.1,0.41,0.030382668279986823","0,0,0"
28.816666666666666,66,AV,1,0,0,37,1117.0806745336297,0.4,-3.2515698422031076,"0.15688888888888888,0.30708399999999997,0.3158472222222222,0.4,0.37,0.055193834863552414","0,0,0"
25.766666666666666,81,AV,1,0,0,29,1338.7213376931895,0.1,-0.8710703653508717,"0.14625,0.3065303030303031,0.348962962962963,0.1,0.29,0.06614487755935793","0,0,0"
23.333333333333332,156,AV,1,0,0,23,2476.7673195544394,0.7,-10.215622782674034,"0.069,0.37419140624999997,0.3824545454545455,0.7,0.23,0.12237458721412664","0,0,0"
22.833333333333332,282,AV,1,0,0,19,8981.750106371177,0.1,-5.178871063017051,"0.18544444444444444,0.3477235142118863,0.36164583333333333,0.1,0.19,0.4437792573608979","0,0,0"
37.93333333333333,254,AV,1,0,0,59,5670.319740923212,0.2,-10.86333984035457,"0.22594444444444445,0.301429203539823,0.32322916666666673,0.2,0.59,0.28016480683878775","0,0,0"
18.15,154,AV,1,0,0,12,2421.832203454489,0.1,-1.1100064265833072,"0.16520833333333335,0.3446120448179273,0.31730952380952376,0.1,0.12,0.119660298268526","0,0,0"
15.15,53,AV,1,0,0,6,946.1123250925148,1.0,-3.6195963952403027,"0.2151,0.35078774928774925,0.33915151515151515,1.0,0.06,0.04674646032644781","0,0,0"
18.966666666666665,234,AV,1,0,0,16,4679.48341028673,0.2,-4.482535455308332,"0.1285,0.2552204301075269,0.28564285714285714,0.2,0.16,0.23120857828995","0,0,0"
33.7,262,AV,1,0,0,47,6081.635477498837,0.2,-10.351066444025799,"0.1804444444444445,0.3129961832061069,0.39588888888888896,0.2,0.47,0.3004875045265025","0,0,0"
28.716666666666665,233,AV,1,0,0,35,4669.869929992837,0.2,-6.772883745267389,"0.16416666666666668,0.33800883838383833,0.26862499999999995,0.2,0.35,0.23073358587812023","0,0,0"
26.616666666666667,298,AV,1,0,0,28,19040.472291926453,0.2,-25.595651725763087,"0.17666666666666667,0.3673240740740741,0.39453333333333335,0.2,0.28,0.9407706241479663","0,0,0"
41.766666666666666,142,AV,1,0,0,69,2241.037238818388,0.7,-16.545570388616227,"0.13476666666666665,0.31123544973544975,0.30512962962962964,0.7,0.69,0.11072740053806189","0,0,0"
36.15,236,AV,1,0,0,56,4747.153558918807,0.8,-34.6686062939222,"0.14275,0.3580432569974555,0.31642857142857145,0.8,0.56,0.23455209241022626","0,0,0"
43.63333333333333,58,AV,1,0,0,76,979.573716991658,0.2,-2.1586902281853204,"0.11016666666666668,0.34579477611940296,0.3655833333333333,0.2,0.76,0.048399754113449336","0,0,0"
19.7,278,AV,1,0,0,16,8134.997760071039,0.1,-4.0469559563989765,"0.15158333333333332,0.3370742092457421,0.26233333333333336,0.1,0.16,0.40194207385440944","0,0,0"
37.28333333333333,41,AV,1,0,0,58,850.3216016091212,1.0,-8.005763563971398,"0.16366666666666663,0.3513486005089058,0.3125555555555556,1.0,0.58,0.04201353682867991","0,0,0"
45.61666666666667,277,AV,1,0,0,80,8029.700924090037,0.1,-9.249701779980821,"0.1989,0.28278740157480314,0.3466041666666666,0.1,0.8,0.39673946287985623","0,0,0"
37.333333333333336,272,AV,2,0,0,43,7362.36439851089,0.8,-55.52759681031783,"0.20273333333333332,0.2965481770833333,0.32957142857142857,0.8,0.43,0.36376703498729634","0,0,0"
55.13333333333333,12,AV,1,0,0,100,591.6693204447811,0.1,-0.8237550976562862,"0.20894444444444446,0.3208628205128205,0.35397619047619044,0.1,1.0,0.02923378723751827","0,0,0"
23.316666666666666,64,AV,1,0,0,21,1089.3140785512585,0.9,-5.772539378383373,"0.17877777777777776,0.3454922480620155,0.3448541666666667,0.9,0.21,0.05382191522667051","0,0,0"
42.6,34,AV,1,0,0,70,779.2240782816187,0.1,-0.8382562054241658,"0.13570833333333332,0.2940645161290323,0.3168787878787879,0.1,0.7,0.038500679564916006","0,0,0"
35.516666666666666,291,AV,1,0,0,52,13430.196447392702,0.3,-36.13604624923466,"0.11216666666666666,0.31209153005464485,0.33972222222222226,0.3,0.52,0.6635725259609666","0,0,0"
52.333333333333336,165,AV,1,0,0,95,2756.9260540590044,0.2,-7.2868247556778405,"0.21288888888888888,0.3356652542372881,0.32577777777777783,0.2,0.95,0.1362169490778143","0,0,0"
13.2,116,AV,1,0,0,4,1778.835052690156,0.1,-0.5929450175633854,"0.21675,0.36523756218905473,0.3860416666666667,0.1,0.04,0.08789045445501824","0,0,0"
20.916666666666668,151,AV,1,0,0,18,2382.718205806423,0.4,-5.034194189035457,"0.07116666666666666,0.26176590330788796,0.28525,0.4,0.18,0.1177277149052501","0,0,0"
36.88333333333333,153,AV,1,0,0,50,2403.836358207942,0.1,-2.2389267090547875,"0.1035,0.32965897435897434,0.3718571428571429,0.1,0.5,0.11877114161815011","0,0,0"
48.21666666666667,106,AV,1,0,0,81,1626.914224999384,0.1,-1.9809187091427687,"0.11683333333333333,0.2995333333333333,0.29356666666666664,0.1,0.81,0.0803841988487261","0,0,0"
17.266666666666666,261,AV,1,0,0,12,6031.594525491932,0.5,-13.149688401535439,"0.21116666666666667,0.37008879781420767,0.4423333333333334,0.5,0.12,0.2980150313162421","0,0,0"
18.45,230,AV,1,0,0,15,4630.913868273173,0.6,-12.945509222672731,"0.19766666666666668,0.3760380116959064,0.38583333333333336,0.6,0.15,0.2288088059705391","0,0,0"
26.733333333333334,281,AV,1,0,0,33,8436.938288223368,0.4,-22.78257409816546,"0.1691666666666667,0.3296370967741935,0.32595238095238094,0.4,0.33,0.4168606522788469","0,0,0"
40.88333333333333,14,AV,1,0,0,64,597.1498506777683,0.1,-0.6165019291719553,"0.19094444444444444,0.3582653333333333,0.35356944444444444,0.1,0.64,0.029504574735270385","0,0,0"
21.25,105,AV,1,0,0,17,1614.9493849180149,0.1,-0.8666079401390862,"0.16983333333333334,0.2899154040404041,0.2929999999999999,0.1,0.17,0.0797930281099649","0,0,0"
20.8,113,AV,1,0,0,17,1697.366940102563,1.0,-8.91546271569023,"0.12372222222222222,0.27907681159420294,0.27172916666666663,1.0,0.17,0.08386519678534977","0,0,0"
47.333333333333336,273,AV,1,0,0,80,7572.106998522375,0.2,-18.101669929127564,"0.24644444444444447,0.3726869918699188,0.3615476190476191,0.2,0.8,0.37413020632558763","0,0,0"
46.233333333333334,246,AV,1,0,0,83,5064.807770076448,0.1,-5.913205704626292,"0.1215,0.29504336043360424,0.3398333333333333,0.1,0.83,0.25024706813941117","0,0,0"
29.666666666666668,130,AV,1,0,0,39,2022.4315636845977,0.2,-3.0302425785846667,"0.1743888888888889,0.327144,0.32519444444444445,0.2,0.39,0.09992631355425287","0,0,0"
38.86666666666667,33,AV,1,0,0,61,779.0639592631991,0.3,-2.29391054671942,"0.12977777777777777,0.34604358974358973,0.36273809523809525,0.3,0.61,0.0384927682449347","0,0,0"
37.06666666666667,269,AV,1,0,0,58,7099.697064525982,0.2,-13.291015380055375,"0.21276666666666663,0.3416141025641026,0.3765333333333334,0.2,0.58,0.3507889056663633","0,0,0"
33.583333333333336,4,AV,1,0,0,52,522.440884226393,0.2,-0.8861265839361802,"0.14127777777777778,0.31789018087855303,0.29087499999999994,0.2,0.52,0.02581327969172718","0,0,0"
12.766666666666667,227,AV,1,0,0,2,4505.18942297478,0.4,-5.80972238720317,"0.16305555555555556,0.3482209302325582,0.31731250000000005,0.4,0.02,0.22259688732374286","0,0,0"
25.1,251,AV,1,0,0,28,5394.467136051333,0.5,-17.09610165592026,"0.18005555555555555,0.36492447916666665,0.34261111111111114,0.5,0.28,0.2665352065179911","0,0,0"
36.46666666666667,152,AV,1,0,0,55,2392.7441380289174,0.3,-6.610257795463726,"0.1955,0.36121834625323,0.3366666666666667,0.3,0.55,0.1182230861528751","0,0,0"
