travel_time,id,kind,action,origin,destination,start_time,income,urgency,reward
31.3,122,AV,2,0,0,47,1832.3133019091129,0.2,-1.896969696969697
13.833333333333334,247,AV,1,0,0,22,5304.212874057136,0.4,-0.8383838383838385
13.9,58,AV,1,0,0,30,1020.7360413649084,1.0,-0.8424242424242424
45.1,260,AV,1,0,0,80,5985.732437913218,0.7,-2.7333333333333334
45.583333333333336,160,AV,1,0,0,76,2756.9260540590044,0.3,-2.762626262626263
38.71666666666667,264,AV,1,0,0,63,6081.635477498837,0.2,-2.3464646464646464
42.8,186,AV,1,0,0,69,3251.3322332141274,0.1,-2.5939393939393938
21.983333333333334,142,AV,1,0,0,42,2361.523720441912,0.1,-1.3323232323232324
29.5,141,AV,2,0,0,35,2360.1328348572283,0.2,-1.7878787878787878
17.066666666666666,298,AV,1,0,0,36,17693.100214811147,1.0,-1.0343434343434343
22.2,98,AV,1,0,0,42,1538.317647081207,0.2,-1.3454545454545455
18.6,147,AV,1,0,0,38,2456.6540037696086,0.1,-1.1272727272727274
22.583333333333332,125,AV,1,0,0,44,2011.9739719035176,1.0,-1.3686868686868685
6.683333333333334,99,AV,0,0,0,23,1541.4014724042315,0.4,-0.7943066532648557
32.6,132,AV,0,0,0,60,2108.868816674547,0.2,-2.2602702942613915
12.2,271,AV,1,0,0,0,7177.938863287724,0.2,-0.7393939393939394
31.216666666666665,103,AV,1,0,0,52,1564.487892525026,0.5,-1.8919191919191918
32.4,20,AV,1,0,0,53,597.1498506777683,0.3,-1.9636363636363636
39.43333333333333,32,AV,2,0,0,51,761.8437659652793,0.3,-2.3898989898989895
29.8,4,AV,1,0,0,51,457.16351791608827,0.7,-1.8060606060606061
33.36666666666667,151,AV,1,0,0,55,2574.4307659940623,0.4,-2.022222222222222
41.85,144,AV,1,0,0,67,2417.357356239525,0.4,-2.5363636363636366
34.96666666666667,234,AV,1,0,0,57,4662.282088415262,0.4,-2.1191919191919193
24.183333333333334,14,AV,1,0,0,46,567.550811201735,0.1,-1.4656565656565657
17.366666666666667,22,AV,1,0,0,37,627.4062491148882,0.5,-1.0525252525252526
17.916666666666668,57,AV,1,0,0,37,1005.9867386644172,0.6,-1.0858585858585859
47.18333333333333,124,AV,1,0,0,87,1927.298426803608,0.4,-2.8595959595959592
35.56666666666667,162,AV,1,0,0,58,2780.081336731352,0.3,-2.155555555555556
24.016666666666666,42,AV,0,0,0,50,863.3540159882258,0.1,-2.150519601461126
14.9,50,AV,1,0,0,30,914.1934345695068,0.4,-0.9030303030303031
8.4,91,AV,0,0,0,27,1474.807688008607,0.1,-0.915923613367196
21.55,137,AV,1,0,0,40,2239.194506681481,0.3,-1.3060606060606061
21.0,217,AV,2,0,0,18,4164.701887555128,0.3,-1.2727272727272727
34.5,279,AV,1,0,0,56,8333.728817076937,0.8,-2.090909090909091
28.116666666666667,277,AV,1,0,0,48,7958.958807233507,0.8,-1.704040404040404
36.65,207,AV,1,0,0,61,3849.958431883558,0.2,-2.221212121212121
17.05,120,AV,1,0,0,35,1823.811293294481,0.1,-1.0333333333333334
20.566666666666666,200,AV,0,0,0,47,3520.054626539052,0.4,-1.4169165466926623
43.233333333333334,203,AV,1,0,0,72,3667.3634505223554,0.8,-2.6202020202020204
24.033333333333335,291,AV,1,0,0,45,11861.36896338871,0.5,-1.4565656565656566
39.516666666666666,77,AV,1,0,0,64,1265.4739572733297,0.1,-2.3949494949494947
43.71666666666667,44,AV,1,0,0,75,870.7377108213431,0.8,-2.6494949494949496
36.03333333333333,71,AV,0,0,0,66,1167.011530479414,0.2,-2.697972121448943
41.11666666666667,267,AV,1,0,0,67,6254.49597505133,0.3,-2.491919191919192
15.283333333333333,129,AV,1,0,0,31,2044.1603053436156,0.1,-0.9262626262626262
41.46666666666667,135,AV,1,0,0,64,2147.781038516846,0.3,-2.5131313131313133
13.766666666666667,128,AV,0,0,0,37,2035.9911412414244,0.6,-1.1290401979227476
33.56666666666667,228,AV,1,0,0,53,4549.070920567666,0.2,-2.0343434343434343
27.75,78,AV,1,0,0,50,1282.6858023855964,0.9,-1.6818181818181819
23.233333333333334,116,AV,1,0,0,45,1703.2333497257905,0.3,-1.408080808080808
37.6,249,AV,1,0,0,59,5386.149373461946,0.3,-2.278787878787879
35.81666666666667,45,AV,1,0,0,58,873.8892656114449,0.8,-2.170707070707071
10.5,112,AV,0,0,0,29,1635.9686818612918,0.2,-1.0031188234601043
19.65,47,AV,1,0,0,39,892.1845339920479,0.1,-1.190909090909091
25.466666666666665,208,AV,0,0,0,50,3863.855435177377,0.6,-1.6987196562691533
18.366666666666667,262,AV,1,0,0,38,6020.57275324985,0.1,-1.1131313131313132
45.13333333333333,190,AV,1,0,0,75,3323.1633986738134,0.1,-2.735353535353535
39.06666666666667,101,AV,1,0,0,62,1552.9853059451273,0.4,-2.367676767676768
46.916666666666664,89,AV,2,0,0,57,1447.5744631551047,0.3,-2.8434343434343434
28.916666666666668,179,AV,2,0,0,38,3065.2253709468137,0.2,-1.7525252525252526
19.116666666666667,243,AV,1,0,0,39,5009.92015912814,0.1,-1.1585858585858586
5.033333333333333,240,AV,0,0,0,15,4967.653125719208,0.7,-0.425831885073518
11.7,268,AV,1,0,0,13,6563.608435155774,0.9,-0.709090909090909
21.85,297,AV,1,0,0,41,15387.119225735782,0.6,-1.3242424242424242
20.666666666666668,59,AV,1,0,0,40,1022.032321197676,0.5,-1.2525252525252526
42.766666666666666,145,AV,1,0,0,72,2421.0391237858234,0.1,-2.591919191919192
37.3,215,AV,0,0,0,100,4090.160813256426,0.4,-2.4072995593201862
29.4,118,AV,1,0,0,49,1799.695682844959,0.5,-1.7818181818181817
45.93333333333333,193,AV,1,0,0,88,3387.2787239910285,0.1,-2.7838383838383836
37.7,28,AV,0,0,0,84,679.8949342204361,0.5,-3.167337778121359
29.5,159,AV,1,0,0,51,2744.8905386527767,0.3,-1.7878787878787878
32.38333333333333,293,AV,1,0,0,52,13351.937436366714,0.1,-1.9626262626262625
26.933333333333334,105,AV,1,0,0,48,1587.6148581174584,0.9,-1.6323232323232324
34.31666666666667,24,AV,1,0,0,56,646.5589615252754,0.1,-2.07979797979798
31.516666666666666,187,AV,2,0,0,45,3257.969850357721,0.1,-1.91010101010101
24.883333333333333,26,AV,1,0,0,46,670.158540600369,0.6,-1.5080808080808081
44.68333333333333,154,AV,1,0,0,75,2645.062412614309,0.2,-2.708080808080808
39.516666666666666,197,AV,1,0,0,64,3438.9188747307694,0.2,-2.3949494949494947
27.616666666666667,199,AV,1,0,0,48,3508.846318545673,0.6,-1.6737373737373737
32.45,172,AV,1,0,0,53,2965.4163440895786,0.1,-1.9666666666666668
34.6,284,AV,1,0,0,56,8987.822610831106,0.3,-2.096969696969697
26.766666666666666,239,AV,2,0,0,42,4934.883137056144,0.9,-1.6222222222222222
39.13333333333333,166,AV,1,0,0,64,2857.6088215719105,0.2,-2.371717171717172
30.566666666666666,97,AV,1,0,0,49,1530.6528609905624,0.4,-1.8525252525252525
34.86666666666667,290,AV,2,0,0,46,11515.391842589095,0.5,-2.113131313131313
43.65,275,AV,1,0,0,72,7864.29237148983,0.2,-2.6454545454545455
37.0,2,AV,1,0,0,61,437.8567856598078,0.3,-2.242424242424242
19.7,25,AV,1,0,0,39,649.7132696839626,0.3,-1.1939393939393939
37.81666666666667,108,AV,1,0,0,62,1592.6375082496468,0.1,-2.291919191919192
12.466666666666667,73,AV,1,0,0,21,1239.4416864014672,0.1,-0.7555555555555555
22.783333333333335,241,AV,1,0,0,42,4968.170350229253,0.1,-1.380808080808081
19.3,222,AV,1,0,0,39,4376.119511966378,0.1,-1.1696969696969697
14.1,29,AV,1,0,0,27,742.4887258523852,0.3,-0.8545454545454545
24.783333333333335,255,AV,1,0,0,46,5825.994272151124,0.3,-1.502020202020202
29.033333333333335,109,AV,0,0,0,56,1596.1763216794554,0.2,-2.135494281009909
14.933333333333334,184,AV,1,0,0,32,3236.647802754315,0.2,-0.9050505050505051
31.566666666666666,272,AV,1,0,0,49,7572.106998522375,0.2,-1.913131313131313
24.866666666666667,287,AV,1,0,0,45,9280.176126726552,0.2,-1.507070707070707
45.583333333333336,258,AV,1,0,0,81,5911.733280178027,0.2,-2.762626262626263
15.116666666666667,119,AV,0,0,0,38,1822.2981036688468,0.1,-1.2454161979405334
15.316666666666666,100,AV,0,0,0,38,1546.5147326922538,0.1,-1.3162519742058603
37.266666666666666,52,AV,2,0,0,57,959.5289757906356,0.1,-2.2585858585858585
34.05,80,AV,1,0,0,55,1294.2551843223837,0.1,-2.0636363636363635
39.11666666666667,140,AV,1,0,0,63,2347.541384251396,0.3,-2.3707070707070708
39.983333333333334,253,AV,1,0,0,63,5670.319740923212,0.4,-2.423232323232323
27.55,283,AV,0,0,0,55,8975.220492497892,0.4,-1.736547695035865
23.4,127,AV,1,0,0,43,2030.86588445069,0.2,-1.418181818181818
37.15,149,AV,1,0,0,59,2472.005569054355,0.1,-2.2515151515151515
36.38333333333333,41,AV,1,0,0,60,861.805442805673,0.3,-2.205050505050505
19.416666666666668,130,AV,2,0,0,23,2052.607856914241,0.2,-1.176767676767677
28.833333333333332,285,AV,2,0,0,41,9030.678864893336,0.4,-1.7474747474747474
27.1,178,AV,1,0,0,48,3046.5766145774583,1.0,-1.6424242424242426
28.716666666666665,227,AV,1,0,0,48,4547.885280126284,0.1,-1.7404040404040404
25.166666666666668,237,AV,1,0,0,46,4843.3187157075145,0.5,-1.5252525252525253
32.61666666666667,280,AV,0,0,0,61,8348.421721831439,0.1,-2.0486375487017905
30.85,106,AV,1,0,0,51,1588.8002265047048,0.6,-1.8696969696969699
17.566666666666666,181,AV,1,0,0,36,3169.820795106812,0.1,-1.0646464646464646
28.166666666666668,218,AV,1,0,0,48,4196.147454418583,0.2,-1.7070707070707072
34.15,121,AV,1,0,0,56,1830.3424648913517,0.1,-2.06969696969697
42.833333333333336,192,AV,1,0,0,73,3362.377553451843,0.1,-2.595959595959596
18.733333333333334,133,AV,0,0,0,41,2123.4400354784907,0.1,-1.417913904365697
44.833333333333336,82,AV,1,0,0,81,1348.5865378412918,0.2,-2.717171717171717
27.183333333333334,171,AV,0,0,0,54,2964.6777926145683,0.1,-1.8498576173753771
23.733333333333334,221,AV,1,0,0,44,4343.557359248321,0.1,-1.4383838383838385
36.483333333333334,92,AV,1,0,0,60,1475.2077210572677,0.2,-2.2111111111111112
16.316666666666666,31,AV,1,0,0,35,743.7818724069466,1.0,-0.9888888888888889
16.266666666666666,161,AV,1,0,0,34,2761.3662775036096,0.1,-0.9858585858585858
33.86666666666667,164,AV,1,0,0,54,2835.850686157305,0.2,-2.0525252525252524
39.03333333333333,8,AV,1,0,0,62,497.26542980048754,1.0,-2.3656565656565656
42.06666666666667,167,AV,1,0,0,68,2891.134206742707,0.8,-2.5494949494949495
34.06666666666667,180,AV,1,0,0,52,3119.7161673652217,0.2,-2.064646464646465
13.733333333333333,261,AV,1,0,0,16,6007.794801579103,0.4,-0.8323232323232322
31.0,176,AV,0,0,0,58,3031.4508351358254,0.3,-2.0767129096165964
25.583333333333332,74,AV,1,0,0,46,1240.6560786390864,0.8,-1.5505050505050504
26.416666666666668,256,AV,1,0,0,47,5844.130995646287,0.5,-1.601010101010101
20.4,170,AV,1,0,0,39,2942.323800284961,0.3,-1.2363636363636363
32.53333333333333,183,AV,1,0,0,54,3227.056348793521,0.1,-1.9717171717171715
28.516666666666666,250,AV,2,0,0,40,5480.041794665195,0.1,-1.7282828282828282
45.88333333333333,62,AV,1,0,0,94,1046.6558973464134,0.1,-2.7808080808080806
43.95,281,AV,2,0,0,69,8436.938288223368,0.7,-2.663636363636364
17.116666666666667,266,AV,1,0,0,35,6248.181898567973,0.1,-1.0373737373737375
32.5,69,AV,1,0,0,53,1141.5133047894662,0.2,-1.9696969696969697
41.016666666666666,70,AV,1,0,0,67,1150.2916000513435,0.1,-2.485858585858586
15.966666666666667,35,AV,1,0,0,34,777.0630287344238,0.4,-0.9676767676767677
20.416666666666668,220,AV,1,0,0,37,4304.4895651906745,0.1,-1.2373737373737375
37.63333333333333,134,AV,1,0,0,60,2131.3254046090938,0.4,-2.2808080808080806
41.85,7,AV,1,0,0,67,491.8679742725259,0.1,-2.5363636363636366
37.483333333333334,94,AV,1,0,0,61,1496.328062426438,0.1,-2.271717171717172
11.75,254,AV,0,0,0,35,5721.231751015957,0.7,-0.8169937336535646
20.583333333333332,19,AV,1,0,0,41,595.9176043698985,0.6,-1.2474747474747474
34.11666666666667,276,AV,1,0,0,54,7897.119961473183,0.2,-2.0676767676767676
37.5,67,AV,1,0,0,62,1122.7546975855585,0.2,-2.272727272727273
26.4,295,AV,1,0,0,47,13460.811009378149,0.4,-1.5999999999999999
25.933333333333334,152,AV,1,0,0,46,2612.3907844155665,0.1,-1.5717171717171716
24.066666666666666,9,AV,1,0,0,44,506.5869000089976,0.1,-1.4585858585858587
20.533333333333335,219,AV,0,0,0,46,4227.85786318916,0.2,-1.3863602844314131
22.166666666666668,30,AV,0,0,0,47,743.7553910389753,0.3,-2.150151185058632
30.583333333333332,292,AV,1,0,0,51,12197.400506638176,0.1,-1.8535353535353534
27.75,163,AV,1,0,0,48,2797.307504072895,0.1,-1.6818181818181819
13.533333333333333,296,AV,1,0,0,14,14312.770160915026,0.6,-0.8202020202020202
29.766666666666666,39,AV,1,0,0,51,857.6590975250949,0.6,-1.8040404040404039
39.36666666666667,185,AV,1,0,0,63,3245.380745418587,0.1,-2.385858585858586
20.616666666666667,38,AV,1,0,0,39,837.3801312568858,0.2,-1.2494949494949494
15.066666666666666,150,AV,1,0,0,25,2533.2754137277425,0.2,-0.9131313131313131
42.68333333333333,53,AV,1,0,0,70,969.457736312404,0.2,-2.5868686868686868
34.2,177,AV,0,0,0,63,3032.1279287666234,0.1,-2.270608105626055
25.466666666666665,43,AV,0,0,0,52,863.5619359671642,0.2,-2.238231062708471
15.616666666666667,11,AV,1,0,0,32,539.5213747330826,1.0,-0.9464646464646465
43.65,76,AV,1,0,0,75,1261.43865123121,0.6,-2.6454545454545455
34.96666666666667,54,AV,1,0,0,56,978.4447105201264,0.6,-2.1191919191919193
35.6,242,AV,1,0,0,59,5004.1281918097375,0.1,-2.1575757575757577
22.3,143,AV,1,0,0,42,2398.572127464108,0.6,-1.3515151515151516
30.85,123,AV,0,0,0,56,1848.7234685638712,0.4,-2.194245237841201
32.43333333333333,148,AV,1,0,0,51,2458.2611968747465,1.0,-1.9656565656565654
37.016666666666666,229,AV,1,0,0,61,4549.115907877681,0.3,-2.2434343434343433
30.033333333333335,273,AV,2,0,0,44,7612.519032757181,0.4,-1.8202020202020204
24.183333333333334,158,AV,1,0,0,45,2744.255474143275,0.4,-1.4656565656565657
17.983333333333334,90,AV,1,0,0,36,1454.957177165027,0.3,-1.08989898989899
31.633333333333333,232,AV,1,0,0,52,4635.813442599864,0.1,-1.917171717171717
