pos_from_end,mean_total_travel_time,std_total_travel_time,n_runs
10,9858.183333333332,25.08479508476119,3
9,9878.927777777777,102.19768742400426,3
8,9853.683333333332,9.58785400621184,3
7,9866.983333333332,12.2812300324969,3
6,9908.716666666667,48.8855153507763,3
5,9866.533333333333,56.21310889028516,3
4,9867.672222222223,35.580336850153735,3
3,9939.238888888889,21.21439719030801,3
2,9878.6,29.67378659880044,3
1,9892.52777777778,73.23109792775017,3
