run,avg_delay_all_agents,avg_travel_time_all_agents,avg_income_all_agents
Run 1,18.12865222944181,20.46622222222222,1302.3788924361193
Run 2,18.17229179530624,20.51722222222222,1302.3788924361193
Run 3,18.281980366485172,20.622999999999998,1302.3788924361193
Run 4,18.2421982108218,20.5725,1302.3788924361193
Run 5,18.2429975259945,20.579555555555554,1302.3788924361193
