travel_time,id,kind,action,origin,destination,start_time,income,urgency,reward,cost_table
24.783333333333335,47,AV,2,0,0,53,803.0093289227823,8,-16.584373223724683,"0,0,0"
11.083333333333334,151,AV,0,0,0,32,431.5545596554155,5,-2.5911786646775288,"0,0,0"
20.6,114,AV,0,0,0,51,3945.348275410578,1,-8.566059840985199,"0,0,0"
30.633333333333333,210,AV,2,0,0,65,146.50232543619936,4,-1.869939403831489,"0,0,0"
31.383333333333333,126,AV,1,0,0,74,1770.5778625761595,2,-11.576382344551764,"0,0,0"
12.133333333333333,160,AV,2,0,0,33,122.3951650093391,3,-0.46408166732707734,"0,0,0"
30.35,193,AV,0,0,0,74,604.6936383004129,1,-2.0117137419184927,"0,0,0"
9.766666666666667,249,AV,0,0,0,30,397.9556521399297,3,-1.3145938133020774,"0,0,0"
21.633333333333333,291,AV,0,0,0,52,316.7820495087218,7,-5.097016843465705,"0,0,0"
23.733333333333334,279,AV,1,0,0,54,1034.2754485085857,4,-10.227834990807125,"0,0,0"
22.916666666666668,181,AV,1,0,0,53,304.45215475794447,1,-0.7267738069308571,"0,0,0"
23.95,225,AV,0,0,0,53,2108.112350525404,10,-52.69301124487857,"0,0,0"
9.366666666666667,293,AV,2,0,0,7,1308.8239993104885,3,-3.831036914648409,"0,0,0"
8.3,174,AV,0,0,0,28,63.21977046916082,1,-0.1546587598847953,"0,0,0"
10.433333333333334,187,AV,1,0,0,29,216.68994521979357,5,-1.1774991814895033,"0,0,0"
8.966666666666667,243,AV,0,0,0,25,787.1715220388722,2,-1.5704801349198376,"0,0,0"
11.35,141,AV,1,0,0,33,448.5456012777513,6,-3.1818703590640482,"0,0,0"
33.21666666666667,162,AV,1,0,0,85,530.5096238130133,3,-5.506800418017372,"0,0,0"
9.0,131,AV,1,0,0,27,463.5609856948989,10,-4.345884240889677,"0,0,0"
10.6,120,AV,0,0,0,32,968.3977162602168,4,-4.377089913482624,"0,0,0"
22.233333333333334,62,AV,0,0,0,52,544.0547443550604,1,-1.3600156752945323,"0,0,0"
18.316666666666666,100,AV,1,0,0,43,833.028471638836,3,-4.768220262141045,"0,0,0"
15.25,172,AV,1,0,0,42,2533.176014567522,1,-4.024055648141116,"0,0,0"
28.5,63,AV,2,0,0,59,363.9754018210222,1,-1.0805519741561596,"0,0,0"
8.983333333333333,298,AV,2,0,0,20,461.2287786839295,1,-0.43160123560874647,"0,0,0"
11.733333333333333,97,AV,0,0,0,33,2225.755620366848,1,-2.8203679804483692,"0,0,0"
29.766666666666666,103,AV,2,0,0,62,494.8414322817401,1,-1.5343520799569232,"0,0,0"
20.833333333333332,117,AV,2,0,0,50,1984.2288670579555,4,-17.22420891543364,"0,0,0"
25.75,271,AV,2,0,0,55,42.445954508197325,2,-0.2277048601221002,"0,0,0"
21.5,154,AV,2,0,0,49,3839.265238466288,7,-60.188481082205875,"0,0,0"
18.05,297,AV,2,0,0,43,294.53721614559083,6,-3.322747969642447,"0,0,0"
15.8,158,AV,2,0,0,41,768.8548914264984,5,-6.327035044030561,"0,0,0"
9.3,52,AV,2,0,0,25,218.4509775743674,2,-0.4232487690503368,"0,0,0"
12.9,106,AV,2,0,0,34,745.476369685405,4,-4.006935487059052,"0,0,0"
16.65,170,AV,2,0,0,39,30.054552993917728,2,-0.1042517306976521,"0,0,0"
15.416666666666666,128,AV,2,0,0,39,572.4202749773186,4,-3.677005238569581,"0,0,0"
9.5,211,AV,2,0,0,27,130.78465666521578,3,-0.3882669494748593,"0,0,0"
10.75,95,AV,2,0,0,25,566.5243744371911,6,-3.806335640749878,"0,0,0"
20.066666666666666,178,AV,1,0,0,48,492.873449571689,6,-6.181454513378267,"0,0,0"
17.466666666666665,7,AV,1,0,0,44,920.8647338694982,4,-6.701848896494681,"0,0,0"
20.066666666666666,69,AV,1,0,0,46,840.8410612726723,1,-1.7575913850213498,"0,0,0"
12.733333333333333,163,AV,1,0,0,36,57.28193915625323,2,-0.15195625526172732,"0,0,0"
14.616666666666667,24,AV,0,0,0,42,1328.242730468568,7,-14.256392573518296,"0,0,0"
26.616666666666667,29,AV,2,0,0,57,984.5536619423616,1,-2.729743399517277,"0,0,0"
25.3,179,AV,2,0,0,54,125.63623276935256,2,-0.6622076435551292,"0,0,0"
19.35,214,AV,2,0,0,44,202.1671703328395,1,-0.40749320270212963,"0,0,0"
27.183333333333334,283,AV,2,0,0,57,466.6387223384215,1,-1.321332909954801,"0,0,0"
29.366666666666667,35,AV,0,0,0,68,2508.862052408416,1,-7.774678708929911,"0,0,0"
20.45,198,AV,1,0,0,49,783.8794127097556,2,-3.339652914565521,"0,0,0"
27.433333333333334,264,AV,2,0,0,57,5784.369429856904,10,-165.2963903045914,"0,0,0"
25.666666666666668,232,AV,2,0,0,55,77.3205034620968,1,-0.20672495717296716,"0,0,0"
15.266666666666667,146,AV,1,0,0,39,414.8251582270943,2,-1.3193744615833973,"0,0,0"
25.533333333333335,28,AV,1,0,0,56,128.9705579675829,2,-0.686051718077559,"0,0,0"
19.683333333333334,269,AV,0,0,0,50,642.8051709354133,1,-1.4179737966575054,"0,0,0"
31.2,3,AV,2,0,0,65,5031.906310169041,1,-16.353695508049384,"0,0,0"
15.883333333333333,182,AV,0,0,0,43,2356.6239767387897,9,-35.19160390362604,"0,0,0"
18.233333333333334,83,AV,2,0,0,43,1394.1294719570767,1,-2.647877851251809,"0,0,0"
14.916666666666666,144,AV,2,0,0,36,343.40004820457364,3,-1.6007450163702779,"0,0,0"
30.233333333333334,148,AV,2,0,0,67,974.2582375089823,2,-6.136473759865605,"0,0,0"
10.7,135,AV,0,0,0,33,2285.8845778904138,2,-5.195617704880713,"0,0,0"
16.383333333333333,102,AV,0,0,0,44,184.70224385738888,4,-1.3608493452209256,"0,0,0"
15.183333333333334,55,AV,0,0,0,39,679.8899681104378,3,-3.3259362549406712,"0,0,0"
11.366666666666667,15,AV,0,0,0,35,154.2701607479601,10,-1.9266015560782777,"0,0,0"
24.233333333333334,77,AV,1,0,0,52,1962.140690822222,1,-4.9530426466241515,"0,0,0"
31.816666666666666,278,AV,2,0,0,69,119.90264734729368,1,-0.39738568365622157,"0,0,0"
21.25,156,AV,1,0,0,52,879.4569147307811,5,-9.73357262397349,"0,0,0"
18.95,36,AV,0,0,0,48,1476.4370889593283,2,-5.928850590787348,"0,0,0"
20.666666666666668,268,AV,0,0,0,50,171.15878971364504,9,-3.4162015507018726,"0,0,0"
21.0,19,AV,1,0,0,49,276.83741534969,5,-3.027909230387234,"0,0,0"
16.8,130,AV,1,0,0,43,1436.3967163814054,1,-2.51369425366746,"0,0,0"
25.2,167,AV,1,0,0,56,1093.203701105051,9,-25.82693743860683,"0,0,0"
29.483333333333334,22,AV,0,0,0,70,184.16464873139336,3,-1.7968086646137236,"0,0,0"
30.716666666666665,201,AV,1,0,0,73,2627.59696502592,5,-42.03698964012821,"0,0,0"
13.2,219,AV,0,0,0,38,127.88883641009588,1,-0.27584715006388183,"0,0,0"
8.65,236,AV,2,0,0,14,88.88131449909257,1,-0.08008576775178652,"0,0,0"
24.633333333333333,16,AV,0,0,0,56,99.21817886091677,2,-0.6091821817931771,"0,0,0"
23.633333333333333,50,AV,0,0,0,54,575.1506531095453,3,-4.347727219319454,"0,0,0"
26.25,51,AV,0,0,0,60,502.2305276133777,2,-2.846573197885659,"0,0,0"
25.966666666666665,280,AV,0,0,0,58,158.6453765370725,4,-1.816454837810826,"0,0,0"
20.766666666666666,202,AV,0,0,0,51,5817.004719747628,2,-25.266624586130362,"0,0,0"
33.416666666666664,101,AV,2,0,0,71,399.1768206980226,5,-6.947478519961243,"0,0,0"
33.28333333333333,30,AV,2,0,0,85,751.2181641591902,2,-5.208967617451052,"0,0,0"
25.883333333333333,85,AV,1,0,0,58,409.2186221552265,1,-1.1033272920261576,"0,0,0"
15.55,42,AV,2,0,0,38,399.2352950386727,8,-5.1734240315428,"0,0,0"
19.683333333333334,205,AV,0,0,0,49,1007.7329331621582,1,-2.1662024202508836,"0,0,0"
20.066666666666666,272,AV,1,0,0,48,41.97637947099244,3,-0.26322687959934843,"0,0,0"
23.25,149,AV,2,0,0,52,1479.2287287157783,2,-7.165014154717051,"0,0,0"
21.133333333333333,224,AV,1,0,0,51,2272.1000265325147,4,-20.00710301141131,"0,0,0"
25.283333333333335,221,AV,2,0,0,54,354.44326488984905,5,-4.667451673940113,"0,0,0"
23.616666666666667,287,AV,2,0,0,50,313.48458442864603,5,-3.8559692372863843,"0,0,0"
9.966666666666667,230,AV,2,0,0,25,1058.1013598754355,1,-1.098514953481789,"0,0,0"
19.416666666666668,79,AV,2,0,0,44,663.4811418636766,3,-4.025810053495746,"0,0,0"
15.783333333333333,285,AV,1,0,0,42,158.9425618344063,1,-0.2613170244048312,"0,0,0"
14.566666666666666,195,AV,2,0,0,35,117.59086405300458,8,-1.427422433087861,"0,0,0"
27.833333333333332,137,AV,0,0,0,63,107.2916859288986,2,-0.722142762157155,"0,0,0"
20.116666666666667,169,AV,1,0,0,49,3870.517680646302,4,-32.44246417041727,"0,0,0"
30.583333333333332,166,AV,1,0,0,65,871.3191239918823,10,-27.758170009116387,"0,0,0"
28.916666666666668,108,AV,1,0,0,64,31.53579693808168,10,-0.9499063834647867,"0,0,0"
11.583333333333334,228,AV,1,0,0,35,3330.4760607564044,2,-8.037086327172574,"0,0,0"
14.55,161,AV,2,0,0,37,130.8620224974598,2,-0.3966755056954251,"0,0,0"
23.233333333333334,111,AV,1,0,0,53,971.3026994406453,2,-4.701374871598123,"0,0,0"
9.75,223,AV,1,0,0,31,8339.102086219797,4,-33.87760222526793,"0,0,0"
31.766666666666666,244,AV,1,0,0,85,327.9812238700901,5,-5.4264949018783994,"0,0,0"
18.666666666666668,20,AV,0,0,0,46,329.1128778114398,7,-4.579591947989041,"0,0,0"
7.866666666666666,242,AV,1,0,0,20,531.1705685276233,5,-2.1763238571617896,"0,0,0"
18.466666666666665,290,AV,1,0,0,45,820.6009539766088,2,-3.1570342257155644,"0,0,0"
14.55,38,AV,2,0,0,36,1499.775561030469,6,-13.638584008120826,"0,0,0"
15.983333333333333,76,AV,1,0,0,42,840.3276238214532,2,-2.798174275155464,"0,0,0"
31.016666666666666,252,AV,0,0,0,78,787.2966827284853,8,-20.449432313301543,"0,0,0"
26.2,80,AV,1,0,0,57,240.04515875028883,1,-0.6551232457559966,"0,0,0"
25.133333333333333,98,AV,1,0,0,56,141.49505089766882,2,-0.7408838081725159,"0,0,0"
31.233333333333334,265,AV,2,0,0,66,2342.96246273936,1,-7.622763290231876,"0,0,0"
15.3,31,AV,0,0,0,43,1722.8772063303056,2,-5.591671095177849,"0,0,0"
17.35,61,AV,0,0,0,44,591.9373343809685,2,-2.2396068232312096,"0,0,0"
15.583333333333334,92,AV,0,0,0,42,108.0200955086696,1,-0.2753451203135522,"0,0,0"
28.533333333333335,68,AV,0,0,0,64,1984.527452647332,3,-17.795369786105383,"0,0,0"
