travel_time,id,kind,action,origin,destination,start_time,income,urgency,reward,cost_table
24.566666666666666,47,AV,2,0,0,53,803.0093289227823,2,-4.109846357056184,"0,0,0"
11.0,151,AV,0,0,0,32,431.5545596554155,10,-5.044895996051635,"0,0,0"
20.583333333333332,114,AV,0,0,0,51,3945.348275410578,10,-84.69210278007054,"0,0,0"
29.616666666666667,210,AV,1,0,0,65,146.50232543619936,1,-0.45196984774327476,"0,0,0"
30.716666666666665,126,AV,0,0,0,74,1770.5778625761595,5,-28.426171881318247,"0,0,0"
10.016666666666667,160,AV,0,0,0,33,122.3951650093391,1,-0.2277074551573139,"0,0,0"
31.066666666666666,193,AV,1,0,0,74,604.6936383004129,1,-1.9568558017221696,"0,0,0"
11.866666666666667,249,AV,2,0,0,30,397.9556521399297,2,-0.9838348066792707,"0,0,0"
23.933333333333334,291,AV,2,0,0,52,316.7820495087218,3,-2.3692657452839816,"0,0,0"
23.383333333333333,279,AV,0,0,0,54,1034.2754485085857,5,-12.696253943207859,"0,0,0"
22.35,181,AV,0,0,0,53,304.45215475794447,2,-1.5176053455916791,"0,0,0"
26.016666666666666,225,AV,2,0,0,53,2108.112350525404,2,-11.426261733229708,"0,0,0"
9.116666666666667,293,AV,2,0,0,7,1308.8239993104885,10,-12.429283465674256,"0,0,0"
8.6,174,AV,0,0,0,28,63.21977046916082,1,-0.15663437771195657,"0,0,0"
11.616666666666667,187,AV,2,0,0,29,216.68994521979357,1,-0.2622098816288127,"0,0,0"
9.1,243,AV,0,0,0,25,787.1715220388722,2,-1.5923460105320288,"0,0,0"
10.733333333333333,141,AV,0,0,0,33,448.5456012777513,4,-2.1059956057143876,"0,0,0"
34.53333333333333,162,AV,2,0,0,85,530.5096238130133,10,-19.083610078829224,"0,0,0"
8.6,131,AV,0,0,0,27,463.5609856948989,1,-0.5152733830183469,"0,0,0"
12.416666666666666,120,AV,2,0,0,32,968.3977162602168,1,-1.2525282962046207,"0,0,0"
22.016666666666666,62,AV,0,0,0,52,544.0547443550604,10,-12.57736661967074,"0,0,0"
19.233333333333334,100,AV,2,0,0,43,833.028471638836,1,-1.6689494032486403,"0,0,0"
16.316666666666666,172,AV,2,0,0,42,2533.176014567522,4,-17.222078599038916,"0,0,0"
26.65,63,AV,0,0,0,59,363.9754018210222,4,-4.1416435243876,"0,0,0"
7.466666666666667,298,AV,1,0,0,20,461.2287786839295,1,-0.35873349453194514,"0,0,0"
12.533333333333333,97,AV,1,0,0,33,2225.755620366848,2,-5.81169523095788,"0,0,0"
29.516666666666666,103,AV,2,0,0,62,494.8414322817401,7,-10.650259090272103,"0,0,0"
19.633333333333333,117,AV,1,0,0,50,1984.2288670579555,1,-4.058023620476166,"0,0,0"
25.816666666666666,271,AV,2,0,0,55,42.445954508197325,1,-0.11414719363402369,"0,0,0"
19.8,154,AV,0,0,0,49,3839.265238466288,2,-15.93696910867344,"0,0,0"
16.533333333333335,297,AV,1,0,0,43,294.53721614559083,9,-4.565326850256659,"0,0,0"
14.033333333333333,158,AV,1,0,0,41,768.8548914264984,1,-1.123916351703319,"0,0,0"
9.166666666666666,52,AV,2,0,0,25,218.4509775743674,3,-0.6257710295099066,"0,0,0"
12.816666666666666,106,AV,2,0,0,34,745.476369685405,2,-1.9905254454447099,"0,0,0"
16.55,170,AV,2,0,0,39,30.054552993917728,3,-0.15543839126541822,"0,0,0"
15.3,128,AV,2,0,0,39,572.4202749773186,1,-0.9122948132451015,"0,0,0"
7.816666666666666,211,AV,0,0,0,27,130.78465666521578,1,-0.20648959023608715,"0,0,0"
8.333333333333334,95,AV,0,0,0,25,566.5243744371911,1,-0.5917746305878395,"0,0,0"
20.75,178,AV,2,0,0,48,492.873449571689,5,-5.326627124277367,"0,0,0"
18.266666666666666,7,AV,2,0,0,44,920.8647338694982,1,-1.7522009519461283,"0,0,0"
18.733333333333334,69,AV,0,0,0,46,840.8410612726723,9,-14.867271138601307,"0,0,0"
12.816666666666666,163,AV,1,0,0,36,57.28193915625323,1,-0.07647536668603948,"0,0,0"
14.066666666666666,24,AV,0,0,0,42,1328.242730468568,1,-2.046244556450471,"0,0,0"
25.65,29,AV,1,0,0,57,984.5536619423616,2,-5.261208631004495,"0,0,0"
23.8,179,AV,1,0,0,54,125.63623276935256,9,-2.803258443666179,"0,0,0"
17.8,214,AV,1,0,0,44,202.1671703328395,2,-0.7497032566509465,"0,0,0"
25.55,283,AV,0,0,0,57,466.6387223384215,6,-7.5516370973416675,"0,0,0"
29.45,35,AV,0,0,0,68,2508.862052408416,2,-15.492914050714134,"0,0,0"
19.9,198,AV,0,0,0,49,783.8794127097556,1,-1.724916699262931,"0,0,0"
26.166666666666668,264,AV,1,0,0,57,5784.369429856904,4,-63.06569447830097,"0,0,0"
23.583333333333332,232,AV,0,0,0,55,77.3205034620968,3,-0.6698360020774321,"0,0,0"
14.233333333333333,146,AV,0,0,0,39,414.8251582270943,10,-6.250359116769765,"0,0,0"
25.333333333333332,28,AV,1,0,0,56,128.9705579675829,5,-1.7016948620722743,"0,0,0"
20.05,269,AV,0,0,0,50,642.8051709354133,1,-1.4425253830473999,"0,0,0"
31.316666666666666,3,AV,2,0,0,65,5031.906310169041,1,-16.414847147235466,"0,0,0"
17.533333333333335,182,AV,2,0,0,43,2356.6239767387897,2,-8.608223692809746,"0,0,0"
17.866666666666667,83,AV,2,0,0,43,1394.1294719570767,8,-20.757038804694254,"0,0,0"
14.85,144,AV,2,0,0,36,343.40004820457364,1,-0.5311969495664499,"0,0,0"
29.566666666666666,148,AV,2,0,0,67,974.2582375089823,5,-15.002900289417836,"0,0,0"
11.283333333333333,135,AV,1,0,0,33,2285.8845778904138,2,-5.373416177888229,"0,0,0"
16.816666666666666,102,AV,1,0,0,44,184.70224385738888,5,-1.6177479518411928,"0,0,0"
17.366666666666667,55,AV,2,0,0,39,679.8899681104378,9,-11.069458543298067,"0,0,0"
11.85,15,AV,1,0,0,35,154.2701607479601,3,-0.5712816890197897,"0,0,0"
22.916666666666668,77,AV,0,0,0,52,1962.140690822222,2,-9.467859200974152,"0,0,0"
29.833333333333332,278,AV,0,0,0,69,119.90264734729368,1,-0.47261412977718,"0,0,0"
