id,origin,destination,start_time,income,kind
160,0,0,36,2580.565825479665,Human
161,0,0,29,2648.588416164911,Human
162,0,0,56,2722.266725979925,Human
163,0,0,65,2744.255474143275,Human
164,0,0,23,2750.2432356670683,Human
165,0,0,56,2754.938443140308,Human
166,0,0,53,2761.3662775036096,Human
167,0,0,36,2767.495209174315,Human
168,0,0,54,2780.081336731352,Human
169,0,0,71,2793.3389947689566,Human
170,0,0,55,2797.307504072895,Human
171,0,0,60,2813.5576138103806,Human
172,0,0,45,2818.3733061874163,Human
173,0,0,65,2853.537244729806,Human
174,0,0,53,2857.8751728516777,Human
175,0,0,31,2898.378436294527,Human
176,0,0,33,2942.323800284961,Human
177,0,0,50,2946.490055333797,Human
178,0,0,58,2953.761118311176,Human
179,0,0,44,2965.4163440895786,Human
180,0,0,63,2966.188350320237,Human
181,0,0,51,2969.8754393798326,Human
182,0,0,46,2971.291490045772,Human
183,0,0,66,3001.8426729260827,Human
184,0,0,57,3017.17067826153,Human
185,0,0,50,3031.4508351358254,Human
186,0,0,62,3048.604611013583,Human
187,0,0,48,3065.2253709468137,Human
188,0,0,69,3097.4575811220984,Human
189,0,0,69,3131.512437779759,Human
190,0,0,37,3132.463358685509,Human
191,0,0,54,3151.1733449572957,Human
192,0,0,42,3159.4556453821087,Human
193,0,0,40,3169.820795106812,Human
194,0,0,41,3225.188153267811,Human
195,0,0,40,3230.862018062417,Human
196,0,0,80,3269.866339895674,Human
197,0,0,52,3278.222126324269,Human
198,0,0,33,3301.717979419838,Human
199,0,0,71,3313.1900178081896,Human
200,0,0,64,3361.758609282253,Human
201,0,0,27,3362.377553451843,Human
202,0,0,75,3366.895459871004,Human
203,0,0,29,3368.9508766880413,Human
204,0,0,12,3382.383844415393,Human
205,0,0,42,3386.12741774329,Human
206,0,0,23,3393.6426315430986,Human
207,0,0,35,3398.605365942332,Human
208,0,0,83,3456.1529418207683,Human
209,0,0,65,3531.3895067900216,Human
210,0,0,41,3724.6301341612702,Human
211,0,0,55,3729.3449139509553,Human
212,0,0,34,3759.463069718096,Human
213,0,0,43,3783.636689084741,Human
214,0,0,64,3803.247088152212,Human
215,0,0,26,3822.7735841463273,Human
216,0,0,54,3824.993837156676,Human
217,0,0,43,3866.930621896856,Human
218,0,0,30,3933.772930850901,Human
219,0,0,27,3942.222625638348,Human
220,0,0,69,4021.28082322038,Human
221,0,0,17,4061.843573313689,Human
222,0,0,46,4104.202624979457,Human
223,0,0,21,4159.866430607663,Human
224,0,0,55,4200.245935785981,Human
225,0,0,20,4223.122456076251,Human
226,0,0,57,4227.85786318916,Human
227,0,0,68,4304.4895651906745,Human
228,0,0,59,4459.768546990965,Human
229,0,0,17,4547.885280126284,Human
230,0,0,80,4549.115907877681,Human
231,0,0,52,4559.760277629775,Human
232,0,0,63,4569.840806868062,Human
233,0,0,72,4572.8741748457805,Human
234,0,0,46,4617.1597275219765,Human
235,0,0,54,4635.813442599864,Human
236,0,0,37,4656.548587392589,Human
237,0,0,62,4660.29795945294,Human
238,0,0,65,4662.282088415262,Human
239,0,0,44,4669.869929992837,Human
240,0,0,26,4747.153558918807,Human
241,0,0,46,4754.245589533712,Human
242,0,0,64,4756.448820673547,Human
243,0,0,66,4924.983441788647,Human
244,0,0,50,4950.077303955518,Human
245,0,0,32,4951.479839002994,Human
246,0,0,49,4959.361066312568,Human
247,0,0,30,4968.170350229253,Human
248,0,0,40,5003.647877951615,Human
249,0,0,49,5004.1281918097375,Human
250,0,0,31,5158.4050556257225,Human
251,0,0,45,5434.023139443809,Human
252,0,0,51,5458.612723313221,Human
253,0,0,62,5480.041794665195,Human
254,0,0,32,5557.427333357366,Human
255,0,0,65,5578.433439706214,Human
256,0,0,49,5590.116807812239,Human
257,0,0,53,5654.280440205098,Human
258,0,0,65,5721.231751015957,Human
259,0,0,42,5825.994272151124,Human
260,0,0,48,5844.130995646287,Human
261,0,0,48,5899.132481879994,Human
262,0,0,41,5960.007005011629,Human
263,0,0,41,5984.209260784091,Human
264,0,0,40,6007.794801579103,Human
265,0,0,58,6230.691172258436,Human
266,0,0,62,6248.181898567973,Human
267,0,0,69,6434.117121135291,Human
268,0,0,68,6778.2755320215965,Human
269,0,0,58,7099.697064525982,Human
270,0,0,53,7128.986247371214,Human
271,0,0,53,7177.938863287724,Human
272,0,0,38,7572.106998522375,Human
273,0,0,43,7897.119961473183,Human
274,0,0,48,7912.643587116454,Human
275,0,0,59,8028.27043643778,Human
276,0,0,73,8029.700924090037,Human
277,0,0,43,8331.964781214912,Human
278,0,0,38,8348.421721831439,Human
279,0,0,50,8436.938288223368,Human
280,0,0,45,8480.737499651503,Human
281,0,0,64,8987.822610831106,Human
282,0,0,52,9030.678864893336,Human
283,0,0,62,9884.322174397852,Human
284,0,0,50,11049.706566164488,Human
285,0,0,33,11185.875164713363,Human
286,0,0,51,11515.391842589095,Human
287,0,0,67,11662.42845360034,Human
288,0,0,35,11940.25564443948,Human
289,0,0,45,13079.31179296209,Human
290,0,0,61,13748.957190518822,Human
291,0,0,72,14297.77376075636,Human
292,0,0,44,14505.369879802229,Human
293,0,0,52,14754.343640924068,Human
294,0,0,55,15725.918848752755,Human
295,0,0,48,16390.717038727882,Human
296,0,0,60,17322.90883950548,Human
297,0,0,40,18628.94525544202,Human
298,0,0,48,19040.472291926453,Human
299,0,0,65,20793.30768626012,Human
