origins,destinations,path,free_flow_time
74,194,-1195038725#1 -1125292390#4 -1125292390#0 -1125292389#3 -184913665#1 30657188#4 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 304437983 304437974 304437951#0 304437951#0-AddedOffRampEdge 304437951#1 304437960 304437978 137166951 304404987 304404987-AddedOffRampEdge 304404963 1204885514 304404968 304404976#0 581552358 1209506568#3 319335922 309763747 4271843 319335924 1204643379 99630367 39339832 1204643383 903892978 1204643387 luzern_exit,37.372349187793866
74,194,-1195038725#1 -1125292390#4 -1125292390#0 -1125292389#3 -184913665#1 30657188#4 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 304437983 304437974 304437951#0 304437951#0-AddedOffRampEdge 304437951#1 304437960 304437978 137166951 304404987 304404987-AddedOffRampEdge 304404963 1204885514 304404968 304404976#0 581552358 1209506568#3 319335922 309763747 4271843 319335924 1204643379 99630367 39339832 1204643383 903892978 1204643387 luzern_exit,37.372349187793866
74,195,-1195038725#1 -1125292390#4 -1125292390#0 -1125292389#3 -184913665#1 30657188#4 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 -22720643 -48038773#2 -1280026019 -1280026022#0 -778602967#2 -778602967#1 -136646886#6 -136646886#4 -136646886#0 E5 128803936 554703504#0 48038772 39574492 39574493#0 136646982 184915794#1 184915794#3 136646983#1 136646985 136646987#0 136646987#2 316146376 233740631#0 136646894 268749757,19.52090909198215
74,197,-1195038725#1 -1125292390#4 -1125292390#0 -1125292389#3 -184913665#1 30657188#4 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 -268051640#2 -34077043#2 -34077046#3 -1194954739 -883000239#4 E1 -1194474097#3 -1194474097#0 -109543871 wassen_exit -231634585#3 -1267880154#0 -74761697 -26825654#0 -1241895949 -26825653#1 -105723923#2 -372395820#4 -231634584#1,18.596517651178193
74,197,-1195038725#1 -1125292390#4 -1125292390#0 -1125292389#3 -184913665#1 30657188#4 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 -268051640#2 -34077043#2 -34077046#3 -1194954739 -883000239#4 E1 -1194474097#3 -1194474097#0 -109543871 wassen_exit -231634585#3 -1267880154#0 -74761697 -26825654#0 -1241895949 -26825653#1 -105723923#2 -372395820#4 -231634584#1,18.596517651178193
75,75,10046129#1 1255318895 110355739 230703524 109528130#0 109528130#2 goeschenen_exit 24545864#0 109560703#0 1311468392 26825646 1194954759 35192917 1194954761 -711517860 24765230#1 -335329133 1243611183 93293343#2 93293343#3 93293343#4 93293343#5 93293343#6 1282534770 35192918 1280026025 70573572 1355624955#2 35164919#0 184904894#0 E6 30924344#1,5.435193656295047
91,182,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 33521930 304476604#0 1146129980 304476717 304476718#0 4214708,10.518253715929767
91,184,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 304437983 304437974 304437951#0 304437951#0-AddedOffRampEdge 304437951#1 304437960 304437978 137166951 304404987 304404987-AddedOffRampEdge 298292686#0 298292686#1 1184058091 258918300 298293210 291765005 304405012 304405009 -304405005 -28830924 137166963#1 137166963#2 4275898 982048017 982048015 40453606#0 1268628417 4316551 43197358 171962377#0 1177966477 982048012 -4316554 axenstrasse_exit,30.60750375812957
91,184,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 304437983 304437974 304437951#0 304437951#0-AddedOffRampEdge 304437951#1 304437960 304437978 137166951 304404987 304404987-AddedOffRampEdge 298292686#0 298292686#1 1184058091 258918300 298293210 291765005 304405012 304405009 -304405005 -28830924 137166963#1 137166963#2 4275898 982048017 982048015 40453606#0 1268628417 4316551 43197358 171962377#0 1177966477 982048012 -4316554 axenstrasse_exit,30.60750375812957
91,184,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 304437983 304437974 304437951#0 304437951#0-AddedOffRampEdge 304437951#1 304437960 304437978 137166951 304404987 304404987-AddedOffRampEdge 298292686#0 298292686#1 1184058091 258918300 298293210 291765005 304405012 304405009 -304405005 -28830924 137166963#1 137166963#2 4275898 982048017 982048015 40453606#0 1268628417 4316551 43197358 171962377#0 1177966477 982048012 -4316554 axenstrasse_exit,30.60750375812957
91,184,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 304437983 304437974 304437951#0 304437951#0-AddedOffRampEdge 304437951#1 304437960 304437978 137166951 304404987 304404987-AddedOffRampEdge 298292686#0 298292686#1 1184058091 258918300 298293210 291765005 304405012 304405009 -304405005 -28830924 137166963#1 137166963#2 4275898 982048017 982048015 40453606#0 1268628417 4316551 43197358 171962377#0 1177966477 982048012 -4316554 axenstrasse_exit,30.60750375812957
91,187,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 30657188#3 1243611191 1125292389#0 1125292390#0 1125292390#1 184913667,4.944251487783768
91,191,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 40533577 378596812 -43199799 -500049929#1 -1249503597 988527784 500049928#1 500049926#5 500049926#6 500049926#0 537680526 -645643600 -537680528 -1227355864 -382397062 -382397061 1227355866 175771446#3 1227355875 -495509369#1 -139960776#0 -495509368#0 -1179840015 -975788276#1 -27743086#3 1246000045 1246004176#0 schattdorf_exit 27744610#7 27744610#8 27744610#9 27744610#10 27744610#12 27744610#13 27665800#0 32860709#1 1361705097#0 32911345#0 32881545 32881546#0 33446623#0 33446623#4 1206557145#0 33446633#0 burglen_exit 686911533#10 686911533#11 686911533#12 686911533#13 686911533#14 686911533#16 39189078#0 975786587#0 1225169384#0 184919234 1221064457#0 975786591#0 975786592 1228711737,37.853145850124044
91,191,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 40533577 378596812 -43199799 -500049929#1 -1249503597 988527784 500049928#1 500049926#5 500049926#6 500049926#0 537680526 -645643600 -537680528 -1227355864 -382397062 -382397061 1227355866 175771446#3 1227355875 -495509369#1 -139960776#0 -495509368#0 -1179840015 -975788276#1 -27743086#3 1246000045 1246004176#0 schattdorf_exit 27744610#7 27744610#8 27744610#9 27744610#10 27744610#12 27744610#13 27665800#0 32860709#1 1361705097#0 32911345#0 32881545 32881546#0 33446623#0 33446623#4 1206557145#0 33446633#0 burglen_exit 686911533#10 686911533#11 686911533#12 686911533#13 686911533#14 686911533#16 39189078#0 975786587#0 1225169384#0 184919234 1221064457#0 975786591#0 975786592 1228711737,37.853145850124044
91,191,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 40533577 378596812 -43199799 -500049929#1 -1249503597 988527784 500049928#1 500049926#5 500049926#6 500049926#0 537680526 -645643600 -537680528 -1227355864 -382397062 -382397061 1227355866 175771446#3 1227355875 -495509369#1 -139960776#0 -495509368#0 -1179840015 -1023263162#1 -110493360#8 -110493360#6 -110493360#4 schattdorf_exit 27744610#7 27744610#8 27744610#9 27744610#10 27744610#12 27744610#13 27665800#0 32860709#1 1361705097#0 32911345#0 32881545 32881546#0 33446623#0 33446623#4 1206557145#0 33446633#0 burglen_exit 686911533#10 686911533#11 686911533#12 686911533#13 686911533#14 686911533#16 39189078#0 975786587#0 1225169384#0 184919234 1221064457#0 975786591#0 975786592 1228711737,36.899272938601236
91,194,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 304437983 304437974 304437951#0 304437951#0-AddedOffRampEdge 304437951#1 304437960 304437978 137166951 304404987 304404987-AddedOffRampEdge 304404963 1204885514 304404968 304404976#0 581552358 1209506568#3 319335922 309763747 4271843 319335924 1204643379 99630367 39339832 1204643383 903892978 1204643387 luzern_exit,36.275403488904324
91,194,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 304437983 304437974 304437951#0 304437951#0-AddedOffRampEdge 304437951#1 304437960 304437978 137166951 304404987 304404987-AddedOffRampEdge 304404963 1204885514 304404968 304404976#0 581552358 1209506568#3 319335922 309763747 4271843 319335924 1204643379 99630367 39339832 1204643383 903892978 1204643387 luzern_exit,36.275403488904324
91,194,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 304437983 304437974 304437951#0 304437951#0-AddedOffRampEdge 304437951#1 304437960 304437978 137166951 304404987 304404987-AddedOffRampEdge 304404963 1204885514 304404968 304404976#0 581552358 1209506568#3 319335922 309763747 4271843 319335924 1204643379 99630367 39339832 1204643383 903892978 1204643387 luzern_exit,36.275403488904324
91,194,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 4212603#1 goeschenen_einfahrt 4212611 1316288014 1255318897 803039921 1246133442 372097229 304451629 304451625 1239461754 304451624 33527190#0 52907513#0 40653036#1 136646884 304443818 304443817 52907514 34077075#1 1255326319 34077077#1 304439899 304439901 304439900 1282201319 304439898 1282200037 304437963 304437983 304437974 304437951#0 304437951#0-AddedOffRampEdge 304437951#1 304437960 304437978 137166951 304404987 304404987-AddedOffRampEdge 304404963 1204885514 304404968 304404976#0 581552358 1209506568#3 319335922 309763747 4271843 319335924 1204643379 99630367 39339832 1204643383 903892978 1204643387 luzern_exit,36.275403488904324
91,195,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 -22720643 -48038773#2 -1280026019 -1280026022#0 -778602967#2 -778602967#1 -136646886#6 -136646886#4 -136646886#0 E5 128803936 554703504#0 48038772 39574492 39574493#0 136646982 184915794#1 184915794#3 136646983#1 136646985 136646987#0 136646987#2 316146376 233740631#0 136646894 268749757,18.42396339309261
91,197,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 -268051640#2 -34077043#2 -34077046#3 -1194954739 -883000239#4 E1 -1194474097#3 -1194474097#0 -109543871 wassen_exit -231634585#3 -1267880154#0 -74761697 -26825654#0 -1241895949 -26825653#1 -105723923#2 -372395820#4 -231634584#1,17.49957195228865
91,197,-356366091 -184913169#0 -1125292386#1 30657188#1 30657188#2 -1243611190#1 -1243611190#0 -1346863822 -47999383 -1125292391 -129209772 -1195038724 -70573563 22724226#0 1125292399 22720752#0 1125292400 1125292401 26824394 302189132#1 1195038718 335329134 93293343#6 93293343#7 93293343#8 335329132 335329133 -24765232 -24765230#0 -26825644 -35192917 -1194954759 -619870904 -1194954755 -1194954753 -1194954747#1 4212603#5 -268051640#2 -34077043#2 -34077046#3 -1194954739 -883000239#4 E1 -1194474097#3 -1194474097#0 -109543871 wassen_exit -231634585#3 -1267880154#0 -74761697 -26825654#0 -1241895949 -26825653#1 -105723923#2 -372395820#4 -231634584#1,17.49957195228865
92,92,995918512 778833367#1 40335029#1 995917683#0 -102312204#3 -48927435#1 -48927463#3 -28830804#1 1177096612 24356947 24356948 981333088#0 981333088#3 26195249#0 27665201#0 28830807#0 496298784#0 27120166#0 27120166#8 -4306199#4 -4306200#9 495532715#0 495532715#3 altdorf_entry 4334004#1 1057663492#0 27665110#0 27665110#2 27665110#5 496300699#0 496300699#1 345246838 184901801#0 4334011#3 4334011#1 27665034#0 1221385239#0,6.259225267977362
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
145,182,luzern_entry 1204643386 1204643385 1204643382 23093116 1209506566 1209506566-AddedOffRampEdge 1204643381 309763746 1000036322 24820201 39473938 39473882 663212502 663212501#0 137166954 304404984 304404972 304404981 1282200035 304404966 43167162#1-AddedOffRampEdge 184905676#1 304437965 304437948 304437971 137602290 304437957 304437980 371954044 371643232 304443811 304443816 304443813 304443810 1081642035 1194467327 304443809 304443808 304443814 304443815#0 304443815#1 371643240#0 184912169 304449280 304449282 1194474086 1194474088 683885955 34077048 34077049 371954051 304451627 33521942 304451621 371954052 1189211360 371956321 31269881#0 304451628#0 304451626 304451630 304476717 304476718#0 4214708,28.037102793097734
