origins,destinations,path,free_flow_time
0,0,E0 E20 E17 E17.200 E17.400 E17.600,2.2506179505639548
0,0,E0 E2 E18 E19 E17 E17.200 E17.400 E17.600,2.3174946004319654
0,0,E0 E7 E8 E9 E10 E11 E12 E13 E14 E15 E16 E17 E17.200 E17.400 E17.600,3.05815934725222
