travel_time,id,kind,action,origin,destination,start_time,income,reward,cost_table
25.066666666666666,47,AV,2,0,0,53,146.5418908748877,-0.3826371595066512,"0,0,0"
13.216666666666667,151,AV,2,0,0,32,583.7823068318808,-0.803714182843197,"0,0,0"
22.516666666666666,114,AV,2,0,0,51,395.41168599267854,-0.9274326176668554,"0,0,0"
29.833333333333332,210,AV,1,0,0,65,1242.0870586589915,-3.8599580468742962,"0,0,0"
31.516666666666666,126,AV,1,0,0,74,459.5666621971018,-1.5087509691227767,"0,0,0"
10.366666666666667,160,AV,0,0,0,33,652.2976657536553,-10.704390882115927,"0,0,0"
31.4,193,AV,1,0,0,74,1018.822300794707,-3.3323979421826873,"0,0,0"
9.916666666666666,249,AV,0,0,0,30,2108.112350525404,-12.17765077875454,"0,0,0"
22.3,291,AV,1,0,0,52,6047.562581916305,-14.047983914243085,"0,0,0"
25.433333333333334,279,AV,2,0,0,54,4142.092896692985,-10.973669722835929,"0,0,0"
22.833333333333332,181,AV,1,0,0,53,841.5283253803161,-2.0015517461302657,"0,0,0"
24.716666666666665,225,AV,1,0,0,53,1602.6509836919151,-4.126269806970677,"0,0,0"
9.2,293,AV,2,0,0,7,6548.308069009755,-6.275461899467682,"0,0,0"
8.85,174,AV,1,0,0,28,785.2592791792863,-0.7239108979934045,"0,0,0"
11.583333333333334,187,AV,2,0,0,29,958.9016402765042,-1.1570080555419624,"0,0,0"
9.35,243,AV,0,0,0,25,1961.8187008233435,-11.91072967215607,"0,0,0"
11.1,141,AV,1,0,0,33,525.5583758718675,-0.6076768721018468,"0,0,0"
34.86666666666667,162,AV,2,0,0,85,663.4811418636766,-2.409726647185437,"0,0,0"
8.816666666666666,131,AV,0,0,0,27,490.2004672300651,-10.450201470772056,"0,0,0"
10.883333333333333,120,AV,1,0,0,32,418.14823866796286,-0.4740465275176732,"0,0,0"
24.483333333333334,62,AV,2,0,0,52,174.5089400609995,-0.4450583905375144,"0,0,0"
17.633333333333333,100,AV,0,0,0,43,314.9423294142533,-10.578487820347709,"0,0,0"
16.5,172,AV,2,0,0,42,776.9842538847105,-1.3354416863643463,"0,0,0"
28.866666666666667,63,AV,2,0,0,59,178.27480847600162,-0.5360624449313105,"0,0,0"
8.983333333333333,298,AV,2,0,0,20,8213.476830708638,-7.6858750204027,"0,0,0"
12.283333333333333,97,AV,1,0,0,33,309.1361742137219,-0.3955440284644324,"0,0,0"
28.6,103,AV,1,0,0,62,322.451279720292,-0.9606361041667033,"0,0,0"
21.3,117,AV,2,0,0,50,399.2352950386727,-0.8858033108670552,"0,0,0"
24.6,271,AV,1,0,0,55,3274.3376981831766,-8.39049035159439,"0,0,0"
20.2,154,AV,0,0,0,49,598.645261160854,-11.259649403692631,"0,0,0"
16.566666666666666,297,AV,1,0,0,43,7537.310895106899,-13.007095537736557,"0,0,0"
15.883333333333333,158,AV,2,0,0,41,624.6226227448327,-1.0334468046455305,"0,0,0"
7.6,52,AV,1,0,0,25,150.75814936612252,-0.11935020158151365,"0,0,0"
11.25,106,AV,1,0,0,34,329.1128778114398,-0.38567915368528094,"0,0,0"
15.15,170,AV,1,0,0,39,751.2181641591902,-1.1855161653137223,"0,0,0"
15.583333333333334,128,AV,2,0,0,39,464.6678677536831,-0.7542785700515515,"0,0,0"
8.016666666666667,211,AV,0,0,0,27,1247.1783492367942,-11.041480531220309,"0,0,0"
8.816666666666666,95,AV,1,0,0,25,297.660864959905,-0.2733725652149127,"0,0,0"
21.416666666666668,178,AV,2,0,0,48,820.6009539766088,-1.830680947673511,"0,0,0"
16.8,7,AV,0,0,0,44,45.75346762782524,-10.080068568348695,"0,0,0"
19.683333333333334,69,AV,1,0,0,46,198.9364111902541,-0.4078887180827953,"0,0,0"
14.05,163,AV,2,0,0,36,679.8899681104378,-0.9950472970782972,"0,0,0"
15.233333333333333,24,AV,1,0,0,42,103.84352821458296,-0.16477948747939034,"0,0,0"
27.133333333333333,29,AV,2,0,0,57,113.58015164476134,-0.3210216786070685,"0,0,0"
25.333333333333332,179,AV,2,0,0,54,831.0610558222916,-2.193077786197714,"0,0,0"
17.516666666666666,214,AV,0,0,0,44,1286.053278449689,-12.346600686893442,"0,0,0"
26.15,283,AV,0,0,0,57,4238.798478728168,-21.54631043945225,"0,0,0"
30.483333333333334,35,AV,1,0,0,68,119.90264734729368,-0.38073253819131975,"0,0,0"
21.7,198,AV,2,0,0,49,1089.3362437890603,-2.4623538010648547,"0,0,0"
26.433333333333334,264,AV,0,0,0,57,2643.144867813206,-17.27782597283289,"0,0,0"
24.25,232,AV,0,0,0,55,1747.2223031309911,-14.41355633863818,"0,0,0"
16.583333333333332,146,AV,2,0,0,39,550.6946902367042,-0.9512868346970844,"0,0,0"
25.25,28,AV,0,0,0,56,111.4275735234741,-10.293077732444555,"0,0,0"
20.066666666666666,269,AV,0,0,0,50,3223.7986973572483,-16.738634777114804,"0,0,0"
30.016666666666666,3,AV,1,0,0,65,41.97637947099244,-0.13124906150565516,"0,0,0"
16.65,182,AV,1,0,0,43,851.504708110295,-1.4768284781287928,"0,0,0"
