travel_time,id,kind,action,bid_route_0,bid_route_1,bid_route_2,karma_balance,origin,destination,start_time,income,urgency,reward
25.916666666666668,195,AV,2,4,1,4,5,0,0,37,1626.914224999384,0.2,-5.183333333333334
36.93333333333333,143,AV,2,4,4,2,4,0,0,62,3017.17067826153,0.4,-14.773333333333333
22.083333333333332,164,AV,0,5,1,8,4,0,0,56,2968.817229463249,0.7,-15.458333333333332
33.416666666666664,72,AV,2,4,4,2,5,0,0,48,801.7987355487146,0.2,-6.683333333333334
48.96666666666667,80,AV,2,3,3,1,9,0,0,69,845.7864251007381,0.2,-9.793333333333335
22.65,43,AV,2,4,4,2,5,0,0,31,522.2875039790788,0.2,-4.53
31.883333333333333,140,AV,2,0,2,1,2,0,0,51,4164.701887555128,0.5,-15.941666666666666
29.566666666666666,272,AV,2,4,4,2,4,0,0,42,892.1845339920479,0.4,-11.826666666666668
45.75,88,AV,2,4,4,2,38,0,0,72,1564.487892525026,0.1,-4.575
36.78333333333333,105,AV,2,4,4,2,4,0,0,52,1460.8215047913693,0.2,-7.3566666666666665
16.233333333333334,260,AV,1,1,5,2,0,0,0,34,6230.691172258436,0.3,-4.87
11.783333333333333,107,AV,0,5,3,5,5,0,0,40,1011.0784796502788,0.4,-4.713333333333334
17.116666666666667,284,AV,1,1,7,6,1,0,0,39,1592.2311391495805,0.2,-3.423333333333334
28.766666666666666,215,AV,1,1,5,1,5,0,0,57,2629.980017260476,0.1,-2.876666666666667
26.433333333333334,150,AV,2,4,4,2,5,0,0,19,2750.2432356670683,0.1,-2.6433333333333335
43.3,209,AV,2,0,2,1,2,0,0,69,4015.909421979459,0.1,-4.33
36.13333333333333,224,AV,2,4,4,2,7,0,0,55,4950.077303955518,0.2,-7.226666666666667
42.766666666666666,170,AV,2,4,4,2,10,0,0,72,2969.8754393798326,0.2,-8.553333333333333
18.466666666666665,51,AV,0,5,2,5,3,0,0,53,1528.3774584247917,0.3,-5.539999999999999
17.35,54,AV,1,3,9,2,3,0,0,39,921.9548251796884,0.1,-1.7350000000000003
45.166666666666664,275,AV,2,4,4,2,51,0,0,72,923.9636394510808,0.3,-13.549999999999999
44.233333333333334,263,AV,2,4,4,2,48,0,0,66,2744.8905386527767,0.5,-22.116666666666667
38.266666666666666,177,AV,2,4,4,2,5,0,0,57,4924.983441788647,0.1,-3.8266666666666667
29.466666666666665,59,AV,1,0,5,3,0,0,0,57,6007.794801579103,0.9,-26.52
28.533333333333335,128,AV,2,4,4,2,4,0,0,45,6434.117121135291,0.1,-2.8533333333333335
30.383333333333333,232,AV,2,4,4,2,5,0,0,49,1996.532829496936,0.1,-3.0383333333333336
29.65,94,AV,1,0,5,1,2,0,0,58,5654.280440205098,0.3,-8.895
