id,income,percentile
75,21.71863738525853,0.33333333333333337
152,25.103227889057084,0.6666666666666667
170,30.054552993917728,1.0
108,31.53579693808168,1.3333333333333335
247,33.11520495706996,1.6666666666666667
143,38.6447498905098,2.0
272,41.97637947099244,2.3333333333333335
271,42.445954508197325,2.666666666666667
260,45.71626857969611,3.0
257,50.01254647187068,3.3333333333333335
121,50.6389294692178,3.6666666666666665
256,58.07880344506588,4.666666666666667
231,61.15000286461345,5.0
33,62.02784652287068,5.333333333333334
53,67.80233451553863,6.0
93,76.40640328900129,6.333333333333334
232,77.3205034620968,6.666666666666667
261,84.2883779482098,7.333333333333333
236,88.88131449909257,7.666666666666666
48,93.91214091978802,8.0
16,99.21817886091677,8.333333333333332
116,99.48363440118514,8.666666666666668
255,99.4900475674065,9.0
26,105.23872167264082,9.333333333333334
137,107.2916859288986,9.666666666666666
282,107.53285984632323,10.0
86,109.14368072439174,10.666666666666668
12,111.4275735234741,11.0
195,117.59086405300458,11.666666666666666
278,119.90264734729368,12.0
25,120.02031408549192,12.333333333333334
78,121.1666687229946,12.666666666666668
160,122.3951650093391,13.0
179,125.63623276935256,13.333333333333334
21,126.7061241991229,13.666666666666666
219,127.88883641009588,14.000000000000002
122,128.5262902949931,14.333333333333334
28,128.9705579675829,14.666666666666666
211,130.78465666521578,15.0
161,130.8620224974598,15.333333333333332
188,131.58589862126638,15.666666666666668
196,133.4659453520906,16.0
200,139.4956714174783,16.333333333333332
277,143.90331408704745,17.0
210,146.50232543619936,17.666666666666668
227,147.02502399415226,18.0
90,150.17494538557966,18.333333333333332
15,154.2701607479601,19.0
237,156.0854553140887,19.333333333333332
57,156.28310263609694,19.666666666666664
280,158.6453765370725,20.0
285,158.9425618344063,20.333333333333332
87,162.5748283320654,20.666666666666668
190,169.7890214745277,21.0
0,169.82949868332335,21.333333333333336
268,171.15878971364504,21.666666666666668
292,178.27480847600162,22.0
91,180.2658763709112,22.333333333333332
22,184.16464873139336,22.666666666666664
102,184.70224385738888,23.0
