travel_time,id,kind,action,bid_route_0,bid_route_1,bid_route_2,karma_balance,origin,destination,start_time,income,urgency,reward,observation,cost_table
19.983333333333334,109,AV,1,0,9,5,2,0,0,29,2496.2043409386315,0.8,-0.968888888888889,"0.2815,0.2653078078078078,0.36169444444444443,0.8,0.29,0.1200484491742544,11.0","0,0,0"
19.016666666666666,84,AV,1,2,9,0,3,0,0,23,857.6590975250949,0.7,-0.8067676767676767,"0.21275714285714287,0.27327666666666667,0.3273769841269841,0.7,0.23,0.041246881470994735,12.0","0,0,0"
18.883333333333333,174,AV,0,6,6,0,2,0,0,44,2105.159940183184,0.3,-0.3433333333333333,"0.2282447916666667,0.2367166666666666,0.35053703703703704,0.3,0.44,0.10124218676253416,8.0","0,0,0"
39.05,6,AV,0,5,2,4,1,0,0,91,4864.205776554158,0.1,-0.2366666666666667,"0.2485092592592593,0.28004054054054056,0.3529855072463768,0.1,0.91,0.23393131337965753,6.0","0,0,0"
37.233333333333334,121,AV,2,2,3,7,8,0,0,61,2401.1770329784995,0.2,-0.45131313131313133,"0.2644714285714285,0.25785691823899376,0.313921768707483,0.2,0.61,0.11547835819142706,15.0","0,0,0"
40.93333333333333,235,AV,1,0,5,0,0,0,0,97,4950.268578812107,0.1,-0.2480808080808081,"0.2723623188405797,0.28278216374269005,0.36351886792452826,0.1,0.97,0.238070279798878,5.0","0,0,0"
34.61666666666667,131,AV,2,2,3,2,6,0,0,60,3031.4508351358254,0.4,-0.8391919191919192,"0.22720454545454546,0.23946388888888895,0.3082152777777778,0.4,0.6,0.14578973585520302,6.0","0,0,0"
31.45,187,AV,1,2,9,1,2,0,0,67,5051.78348307234,0.2,-0.3812121212121212,"0.27475925925925926,0.23790151515151514,0.3101879432624114,0.2,0.67,0.24295237483598997,11.0","0,0,0"
32.7,278,AV,1,3,9,9,11,0,0,69,1240.6560786390864,0.4,-0.7927272727272728,"0.24686666666666665,0.26182377049180333,0.36403070175438607,0.4,0.69,0.05966612418566248,20.0","0,0,0"
41.65,199,AV,1,2,6,5,1,0,0,100,2133.445027811215,0.4,-1.0096969696969695,"0.3051379310344828,0.28739458689458686,0.3749541666666667,0.4,1.0,0.10260248441477932,7.0","0,0,0"
41.166666666666664,99,AV,1,2,5,0,9,0,0,100,4818.617258984985,0.6,-1.4969696969696968,"0.17301234567901233,0.2442758620689656,0.3150238095238096,0.6,1.0,0.23173885231203734,14.0","0,0,0"
25.65,149,AV,2,1,1,8,2,0,0,2,4717.175795221327,0.1,-0.15545454545454546,"0.2464027777777778,0.26639942528735633,0.3501359649122808,0.1,0.02,0.2268602892044136,10.0","0,0,0"
39.7,94,AV,1,1,5,5,1,0,0,91,946.1123250925148,0.1,-0.24060606060606063,"0.28910666666666673,0.28784927536231886,0.36688333333333334,0.1,0.91,0.04550080917225548,6.0","0,0,0"
26.566666666666666,198,AV,1,2,6,5,6,0,0,43,4021.28082322038,0.3,-0.483030303030303,"0.29753645833333336,0.2882435897435897,0.3698086419753086,0.3,0.43,0.1933930322147629,12.0","0,0,0"
37.916666666666664,258,AV,1,3,6,6,1,0,0,91,676.2529471816457,0.2,-0.4595959595959596,"0.2331388888888889,0.2350353982300885,0.323290780141844,0.2,0.91,0.03252262494189429,7.0","0,0,0"
23.466666666666665,74,AV,1,3,9,4,15,0,0,39,632.5893922142865,0.7,-0.9955555555555554,"0.2560931372549019,0.260563768115942,0.34306097560975596,0.7,0.39,0.030422739939172414,24.0","0,0,0"
27.116666666666667,178,AV,1,0,5,0,0,0,0,55,1830.3424648913517,0.4,-0.6573737373737374,"0.28411363636363635,0.2661318181818182,0.3631399999999999,0.4,0.55,0.08802555574651609,5.0","0,0,0"
39.0,202,AV,1,2,7,2,4,0,0,93,753.7709081553346,0.1,-0.2363636363636364,"0.30774999999999997,0.27009064327485377,0.33289236111111115,0.1,0.93,0.036250649465136044,11.0","0,0,0"
28.683333333333334,76,AV,1,3,4,3,2,0,0,61,7081.334819999852,0.4,-0.6953535353535354,"0.3061,0.2712546296296296,0.3509647435897436,0.4,0.61,0.34055836266392014,6.0","0,0,0"
