id,origin,destination,start_time,income,kind
0,0,0,38,388.2787303527966,Human
1,0,0,19,424.9057127261393,Human
2,0,0,41,437.5592869272848,Human
3,0,0,50,437.8567856598078,Human
4,0,0,29,449.0833195935783,Human
5,0,0,33,491.0984231068265,Human
6,0,0,63,497.26542980048754,Human
7,0,0,37,506.5869000089976,Human
8,0,0,64,508.6019702527906,Human
9,0,0,57,541.9839687696077,Human
10,0,0,49,546.8646928603165,Human
11,0,0,58,566.7055292848979,Human
12,0,0,46,567.9518330451218,Human
13,0,0,24,572.7967315704935,Human
14,0,0,24,583.3206434887895,Human
15,0,0,32,591.6693204447811,Human
16,0,0,49,595.9176043698985,Human
17,0,0,36,600.3305173079323,Human
18,0,0,53,601.3137559373858,Human
19,0,0,33,616.3739675020589,Human
20,0,0,55,626.2908344343901,Human
21,0,0,47,627.4062491148882,Human
22,0,0,66,632.5893922142865,Human
23,0,0,45,636.6552097563458,Human
24,0,0,59,640.5426603936758,Human
25,0,0,90,650.412147456106,Human
26,0,0,54,658.4091024775607,Human
27,0,0,35,676.2529471816457,Human
28,0,0,26,682.056612603955,Human
29,0,0,53,742.4887258523852,Human
30,0,0,45,743.7553910389753,Human
31,0,0,52,743.7818724069466,Human
32,0,0,60,761.8437659652793,Human
33,0,0,42,767.6170681366935,Human
34,0,0,87,776.0711537761008,Human
35,0,0,66,777.0630287344238,Human
36,0,0,49,779.0639592631991,Human
37,0,0,60,779.2240782816187,Human
38,0,0,77,807.7368269013535,Human
39,0,0,66,816.2772675203604,Human
40,0,0,64,825.4433072334436,Human
41,0,0,19,827.3783452591958,Human
42,0,0,68,832.3173438658397,Human
43,0,0,39,857.6590975250949,Human
44,0,0,36,898.3728471886773,Human
45,0,0,63,902.2448599555772,Human
46,0,0,77,905.8209551718018,Human
47,0,0,88,913.5589076746268,Human
48,0,0,36,932.0432837729122,Human
49,0,0,48,938.3100494872764,Human
50,0,0,34,943.1907669438916,Human
51,0,0,37,954.0002559944874,Human
52,0,0,62,978.4447105201264,Human
53,0,0,54,979.573716991658,Human
54,0,0,35,985.0802174553831,Human
55,0,0,48,1011.0784796502788,Human
56,0,0,79,1014.5614647146556,Human
57,0,0,87,1020.5842314575186,Human
58,0,0,55,1022.032321197676,Human
59,0,0,37,1025.7249596144625,Human
60,0,0,67,1040.734547163155,Human
61,0,0,56,1047.1205397958274,Human
62,0,0,51,1059.8377785859489,Human
63,0,0,43,1074.3823512953045,Human
64,0,0,32,1083.524948441525,Human
65,0,0,42,1089.3140785512585,Human
66,0,0,55,1100.389953660579,Human
67,0,0,34,1104.4445206976068,Human
68,0,0,37,1129.1321270070612,Human
69,0,0,74,1141.0395517097602,Human
70,0,0,68,1148.9174546898266,Human
71,0,0,50,1150.4391077840953,Human
72,0,0,56,1200.7903182940884,Human
73,0,0,70,1234.5997004771,Human
74,0,0,52,1261.43865123121,Human
75,0,0,57,1279.3396024785957,Human
76,0,0,39,1297.4303329633815,Human
77,0,0,44,1310.9401185904849,Human
78,0,0,66,1323.5149786113286,Human
79,0,0,61,1348.5865378412918,Human
80,0,0,42,1386.7650627050614,Human
81,0,0,53,1446.9812594843625,Human
82,0,0,51,1447.5744631551047,Human
83,0,0,27,1454.957177165027,Human
84,0,0,43,1460.106853854364,Human
85,0,0,30,1474.807688008607,Human
86,0,0,62,1503.4428459110418,Human
87,0,0,41,1507.5005543882637,Human
88,0,0,52,1517.942512651984,Human
89,0,0,77,1526.0895405694364,Human
90,0,0,71,1527.6889462703334,Human
91,0,0,40,1528.3774584247917,Human
92,0,0,67,1530.0661682302475,Human
93,0,0,52,1530.6528609905624,Human
94,0,0,61,1564.4426034616197,Human
95,0,0,67,1572.8756307612184,Human
96,0,0,49,1573.7150367511856,Human
97,0,0,55,1587.6148581174584,Human
98,0,0,68,1592.2311391495805,Human
99,0,0,37,1592.6375082496468,Human
100,0,0,65,1594.6992934726818,Human
